headline,body
People asked to change lifestyle till availability of vaccine," Postgraduate Medical Institute and Amir Uddin Medical College Principal Prof Dr Sardar Muhammad Al-freed Zafar has said that the measures taken to curb the spread of coronavirus and lockdowns have revolutionised the world, leading to a significant reduction in air pollution and the spread of complex diseases among citizens. There has also been a decline in ozone depletion from air pollution and toxic gases./In a press statement on Sunday, he appealed to the citizens to change their lifestyle till the availability of coronavirus vaccine. 'We have to change and learn to live with this virus,' he added. He said that coronavirus is not only in Pakistan but the whole world is under its grip. He said 'We can succeed in defeating the virus.'/The PGMI principal said that if the public did not follow the SOPs, the consequences could be dire and the hard work of doctors, nurses and paramedical staff fighting on the frontlines could be wasted. He said that the only solution is to maintain social distance and the process of washing hands frequently is inevitable. He stated that citizens should also be aware of the environment around them and keep it clean and spray disinfectant to prevent from diseases./He also urged the youths to give more importance to tree plantation so that the country could be made greener and the damage caused by climate change could be avoided all over the world."
Experts urged govt to spend for resilience of capital," Experts and civil society representatives speaking to a webinar criticised Capital Development Authority (CDA) for its tug of war with Metropolitan Corporation Islamabad (MCI) since the inception of the latter for the last over four years./They said citizens have badly suffered from the illogical rift as the civic services and environmental conditions have deteriorated over a few years of the local government system in the federal capital. The tug of war between the two, the city managers and the peoples' representatives, over the funds and authority have spoiled the sustainability of the entire system of service delivery./The civil society reps highlighted that water shortage, lack of proper management of domestic waste and sewage, broken roads, diminishing green cover and belts and irrational development have marred the sustainability of the city./Development Communications Network (Devcom-Pakistan) organised the webinar on the subject 'Population and Sustainable Urban Practices for Islamabad' on Saturday to mark the UN World Population Day./The key speakers included water and climate expert Ali Tauqeer Sheikh who is the former Director Asia for the Climate and Knowledge Development Network (CKDN) project, MCI Deputy Mayor Zeeshan Naqvi, Solid Waste Management expert Saadat Ali, environmental advocacy expert Mome Saleem, and Dr Hammad Gillani who is researcher, analyst and assistant professor at the Institute of Space Technology (IST)./Among others who spoke included Dr Naveed, Syed Haq, Arshad Mahmood, Nilofar Jamil. The webinar was conducted and hosted by Devcom-Pakistan and DTN Director Munir Ahmed who is a well-known environmentalist and climate advocacy expert. Zeeshan Naqvi said Metropolitan Corporation Islamabad (MCI) was allocated Rs14 billion two years back for different project proposals but no penny was released so far. Even the MCI cannot use the tax it collects from different sources because the MCI Rules of Business are not approved as yet by the government. The MCI House has approved the schemes of small dams on eight natural streams originating from the foot of Margalla Hills, improvement in the sewage treatment plants, repair and provision of water, filter plants, maintenance of parks. They are all possible if the funds are provided. We are handcuffed by the government, perhaps, because we belong to the opposition party./Naqvi said the encroachments cannot be removed without the support of ICT district management. Despite repeated requests MCI was not extended due cooperation by the district management to remove illegal constructions from the green belts and national park areas. However, he said, MCI is trying to take care of the city with whatever limited human resources and funds are available. Collection of domestics waste has been improved while working on the landfill site, trying to improve the conditions of parks besides efforts are underway to overcome shortage of water supply. He asked the government to urgently start a process of amendments in the rules and regulations framed for the capital city to ensure rights to the locals. He said legislation is needed on the contradictions in the same zone that perturb the rights of citizens./Talking about the new paradigm of sustainable urban management, the water and climate expert Ali Tauqeer Sheikh said resilience of the city matters that how good coping mechanisms are in place to face the disasters, urban flooding, impact of harsh weathers, water scarcity, recycling and waste management systems. He said the concept of smart city for Islamabad is already underway but without meaningful measures it would not be sustainable. The population density becomes more productive in terms of socioeconomic outcomes if they have opportunities to be productive. The federal city is expanding beyond limits without any planning and resource management that would become liability soon if conditions remained so./Devcom-Pakistan Director Munir Ahmed said civil society representatives and experts should play their role in bridging the conflicts among the city managers ICT district management, CDA and MCI for the sake of citizens. He also urged the government to urgently release the funds so that development projects should begin to improve the civic and environmental conditions in the federal capital./Mome Saleem urged the government to take immediate steps to remove encroachments from the green belts and national park areas./Saadat Ali said a comprehensive plan is required to segregate 750 ton waste at source and its disposal in an adequate manner. At present, he said it is being dumped in I-12 in the open that is causing air pollution and source of many diseases while the subsoil water is also contaminated. A landfill site towards Rawat would be more suitable for waste management./Presenting his research on the diminishing green cover in Islamabad, Dr Hmmad Gilani said we have lost a major portion of the green cover in the last five years due to illegal removal of trees for the irrational construction in the hills and green belts. CDA has also played its role in the loss of vegetative cover by undue expansion of infrastructures, undue permissions to the departments to construct within the green belts."
Crackdown ordered on farmers involved in stubble burning," Commissioner Javed Akhtar Mehmood Monday ordered a crackdown on farmers involved in stubble burning./The commissioner directed the Environment Protection Department to seal factories involved in air pollution in Multan, Vehari, Khanewal and Lodhran districts. Chairing a EPD performance review meeting, the commissioner directed Road Transport Authority officials and traffic police to jointly conduct operations against smoke-emitting vehicles./He ordered officials to launch an awareness drive on smog and environmental pollution. He directed all Deputy Commissioners (DCs) of the division to launch a smog prevention campaign in their respective districts and activation of divisional and district smog committees./He said the violators of environmental pollution should be trialed strictly. He warned EPD officials to complete scrutiny of the environmental feasibility report before the final construction. He said no leniency would be tolerated in this connection./The commissioner ordered shifting of bricks kiln to zigzag technology on war footings. He said the EPD should play his vital role against environmental hazards./Briefing the meeting, EPD deputy director Dr Zafar Iqbal said two factories involved in pollution have been sealed in industrial estate. The EPD has constituted an environmental squad in coordination with traffic police. He added./LPP inks MoU with BZU in field of education: The Lodhran Pilot Project (LPP) and Bahauddin Zakariya University (BZU) Monday inked a three-year Memorandum of Understanding (MoU) for mutual cooperation in the field of education under public private partnership to achieve Sustainable Development Goals./Addressing an MoU signing ceremony, LPP chief executive Dr Abdul Saboor said the partnerships between educational institutions and development organisations are crucial because educational institutions are think tanks offering solutions to challenges and issues faced by the youth./This is the sole responsibility of development organisations to engage the young and enable them through participation in different programmes to address the challenges. The MoU also include knowledge exchange and mutual capacity building and research. The LPP will the collaboration of the BZU will nurture leadership skills in the youth and strengthen previously formed peace clubs and students' societies by the LPP./The LPP will provide all technical and logistic support to BZU in conceiving, designing and implementing different projects to form students' clubs and societies that are key in promoting peace and social cohesion in society./The LPP through these clubs and societies will mentor young people by imparting important life-skills, peace building through sports programmes, safe charity, and communication skills and how to set up and run a students' society./Lauding the LPP efforts, BZU vice chancellor Prof Dr Mansoor Akbar Kundi said the LPP has provided students different opportunities of professional training in the past and they hope that the LPP will continue the same consideration towards the welfare of students in the future./BZU RO Tahir Mehmood said they have a wonderful experience of working with LPP and currently LPP is disinfecting the BZU premises for a safe reopening of the university. The LPP through its 'WASH Response in Communities Affected by Covid-19' programme with the support of UNICEF Pakistan is equipped with trainings to prepare Sodium Hypochlorite solution and WATA kit, has disinfected the classrooms, conference halls, administration offices and university premises to ensure a safe reopening for students./'South Punjab Agri Dept to make wheat calendar': The South Punjab Agriculture Department has decided to make a wheat calendar for safe and secure return of the crop. The calendar would be made for the first time in the history. The wheat calendar would show year long activities for the betterment of the crop./It was told by South Punjab Agriculture Secretary Saqib Ali while chairing a meeting of wheat yellow rust prevention held at the committee room of the South Punjab Agriculture Secretariat here on Monday./The secretary said that the Punjab Seed Corporation had provided 9,000kg seed of new wheat variety Ghazi-19. He said that only yellow rust was resistant and additional wheat producing seed varieties would be encouraged to cultivate in the South Punjab. The Regional Agriculture Research Institute had developed a yellow rust resistant seed variety Ghazi-19, he told./The 9,000kg pre basic seed of this variety was provided to the PSC for production, he informed. He said that unregistered pesticides without labeling usage instructions would not be allowed to spray on crops. These types of pesticides were not only health hazardous but also such crops were not fit for export, he added./Saqib Ali directed the Agriculture Department to compile data on temperature and humidity from wheat sowing to harvesting because yellow rust directly links to humid weather and fluctuation in temperature./He directed the agriculture officials to ensure availability of pesticides against yellow rust. If the required pesticides faced shortage in the market, then the concerned department would be held responsible, he warned. This was necessary to concerned departments to make foolproof planning for the swift availability of anti-fungal sprays in February next, he continued./He advised the growers to use only recommended sprays against fungus. Senior agriculture officers, including Dr Lal Hussain Akhtar, Dr Muhammad Aslam, Shahzad Sabir, Naveed Asmat Kahloon and others were also present./Rs 300b allocated to boost agriculture sector: Punjab Agriculture Secretary Wasif Khurshid Monday said the government has allocated Rs 300 billion to increase per acre yield potential and uplift the agriculture sector under the Prime Minister Agriculture Emergency Program./Talking to reporters, the secretary said the Punjab Agriculture Department has accelerated work on the growth and uplift of wheat, paddy, sugarcane, oil, seed crops, establishment of model agriculture markets and water management schemes./He said Rs 12.54 billion has been allocated under PMAEP for the wheat crop bringing considerable increase in per acre production. The Punjab government is spending Rs 8.37 billion for the uplift and bringing per acre increase in production in rice and sugarcane crops, Rs 5.11 billion for the promotion of oil and seed crops and Rs 28.59 billion on water management and alignment of watercourses./Wasif said the government is spending Rs 21.27 billion for the establishment of model agriculture markets across the province and the scheme has covered majority districts in the province. The Punjab government has provided most advanced agriculture machinery to peasants on subsidy worth Rs 300 million. He said Rs 57.20 million has been distributed among farmers at Rs 2,000 per acre subsidy. At least 10, 000 watercourses are being improved and bricked across Punjab and farmers are provided laser land levelers on subsidy at Rs 250, 000 to each farmer per unit of laser land leveler, he maintained."
Crackdown ordered on farmers burning stubble," Commissioner Javed Akhtar Mehmood Monday ordered a crackdown on farmers involved in stubble burning. The commissioner directed the Environment Protection Department to seal factories involved in air pollution in Multan, Vehari, Khanewal and Lodhran districts. Chairing a EPD performance review meeting, the commissioner directed Road Transport Authority officials and traffic police to jointly conduct operations against smoke-emitting vehicles."
"Air pollution, traumatic brain injuries and alcohol consumption termed risk factors for dementia"," In addition to traumatic brain journey and alcohol consumption, air pollution has emerged as a new risk factor for dementia. Modifying these risk factors along with that others that were previously identified could prevent as much as 40 per cent of dementia, experts said on Saturday./They stated that Karachi and some other cities of the country were ranked as some of the most polluted cities of the world where traumatic brain injuries were also quite common in road accidents as commuters did not bother to wear helmets and fasten seat belts while alcohol consumption was also on the rise./Speaking at an online international seminar at the Aga Khan University (AKU) in connection with World Alzheimer's Day that will fall be observed tomorrow (September 21), eminent neurologists said limiting contact with air pollution, avoiding head injuries, and limiting alcohol consumption may help prevent dementia./Dementia is a general term for a significant decline in mental ability accompanied with memory loss that disturbs daily life; whereas, Alzheimer's disease is a degenerative brain disease that is caused by complex brain changes following cell damage. Alzheimer's is the most common cause of dementia, experts said./They maintained that other risk factors for dementia include less education, hypertension, hearing impairment, smoking, obesity, depression, physical inactivity, diabetes and low social contact. It was said that most of these risk factors were modifiable and dementia could be prevented or delayed for many years by adopting a healthy lifestyle./The online seminar was organised by the Pakistan Neurology Society (PSN). It was addressed by eminent neurologists and psychiatrists from India, Singapore and various cities of Pakistan who spoke on various aspects of Alzheimer's disease as well as dementia and advised the people to change their lifestyle to prevent the disease, which usually strikes after the age of 60 years./Speaking on the topic of the global perspective on Alzheimer's disease, Prof Dr Man Mohan Mehndiratta from New Delhi said that around 50 million people lived with dementia worldwide but this number was projected to increase to 152 million by 2050. He added that dementia was rising in low- and middle-income countries where around two thirds of the people with dementia lived./He deplored that although dementia was on the rise in low- and middle-income countries, unfortunately the family care was weakening in those countries, including India, due to migration of children and working women./Dr Muhammad Wasay, a neurologist associated with the AKU and organiser of the seminar, spoke about the management of dementia and Alzheimer's disease, saying that once a person was diagnosed with these neurological disorders, they could not be completely cured but the progression of their disease could be slowed down with the help of medicines./He advised the people to approach trained and qualified neurologists when their parents and elderly relatives started showing symptoms of the disease./'Memory loss, difficulty in performing routine tasks, confusion and trouble in understanding are some of the symptoms of Alzheimer's disease but with the help of medicines, its progression can be slowed down and patients can live a normal life,' he said, adding that no medicine could completely stop the progression of the disease./Dr Wasay maintained that people should not go for unproven treatment options, dietary supplements and alternative medicines as there was no proven treatment for Alzheimer's disease./He added that in case of behavioural problems in the patients with Alzheimer's disease, they should consult neurologists as well as psychiatrists./Neurologist Dr Abdul Malik spoke about the incidence of dementia in Pakistan, saying that it was on the rise due to increased life expectancy in the country. He added that public awareness was needed for taking care of elderly people with dementia in the country./Physician and professor of medicine Prof Ejaz Vohra called for strengthening family system and providing support to people with dementia, saying that such patients should not be left at the mercy of managements of old homes./Pakistan Psychiatric Society President Prof Iqbal Afridi spoke on the psychiatric and behavioural aspects of dementia and Alzheimer's disease and called for providing mental support to patients with neurological disorders. He added that even the caregivers of such patients needed counselling./The seminar was also addressed by Dr Keira Joann from Singapore amd Prof Saleem Ullah. The chief guest of the event was Prof Dr Saleem Barech, the PSN president and faculty member at Bolan University, Quetta."
What they need is what you need," Early brain and behavioural development in children sets the stage for later achievements in life. There is ample and unequivocal research showing that the foundation of healthy adulthood and productivity is laid in the early years. Also, their living environment effects the developmental potential of children in their formative years. If there is some form of developmental delay, an unsupportive environment and under stimulation weigh in as much to the problem as the underlying biological and genetic constitution of the child./Traditionally labelled by socio-economic characteristics, neither poverty nor wealth are explanatory. They are in fact misleading. Not all children from poor homes live in unstimulating environment; neither do all children from affluent homes receive adequate support for their developmental progress./Family or home environment for the young child includes many other parameters. The pillars holding a child's environment strong are sensitive parents (or sometimes caregivers if parents are not present) who are responsive to their child's needs. Parents who show affection and provide rich environment facilitate development. As a corollary, a harsh way of punishing the child to discipline leads to low self-esteem./Besides the quality of parenting, other factors playing in are physical home environment, quality of language spoken, limited amount of distractible audio-visual stimulation and adequate cognitive aka higher mental stimulation. For instance, parents having a satisfying relationship with each other have the cognitive and emotional resources when interacting with their children. Availability of age appropriate toys and learning materials along with adult interaction benefits child's cognitive learning./Play is a very important contributor to a child's physical and social development and wellbeing if it allows freedom for exploration. Active play typically occurs outdoors and refers to a form of 'gross motor' or total body movement in which young children exert energy in a freely chosen, fun, and unstructured manner. Access to active play in nature and outdoors with its risks is essential for healthy development. It is associated with a wide range of physiological, psychological and socio-emotional health benefits that can track into adulthood, and importantly, contribute to a decreased risk of chronic disease./Protection from safety hazards is another very important aspect and unhealthy environments also have their negative part to play. Household air pollution and below par water, sanitation and hygiene (WASH) being the main risk factors. These risk factors target the vulnerable increasing the burden of communicable (acute respiratory infections, pneumonia, diarrhoea), non-communicable diseases and malnutrition. They directly affect child developmental, resulting in cognitive deficits and affecting sensorimotor and socio-emotional development, especially if exposure occurs during the first few years of life./Scientific research has proved that nurturing environment provided in very early years of childhood is most important for their development and their brain function in adulthood. Exposure to severe deprivation (in first few years of life) is associated with profound and enduring alterations in brain volume and structure in young adulthood. Such alterations were identified in brain MRI scans conducted in one study. The ones deprived had substantially smaller brains (i.e. reduced total brain volume TBA) than their non-deprived counterparts did, it was clearly detectable even when individuals exposed to this form of deprivation were subsequently brought up in families that provided nurturing environments for the rest of their childhoods./Many parents send their young children to Montessori and playgroups where they get stimulation to learn and socialise. After invasion of Covid-19, school closures have shifted education from the classroom to the home, and for the immediate future, the burden of education now falls largely on parents. It is time to see how much of learning stimulation young kids are receiving while restricted to their homes within the full spectrum of socio-economic strata. It is also important to understand how much parents and caregivers are aware of the need of providing a rich environment to kids and how much they respect their identity and needs./Parents can be the buffer between, and-or the mechanism through which, crises in the environment affecting young children's experiences. Parenting and family factors are the critical drivers of children's early healthy growth and development and are thus primary in determining the immediate severity of pandemic on young children now and in the future. Before the pandemic, 43 per cent of all children under 5 years of age were estimated to be at risk of not achieving their developmental potential. The challenge has now amplified for parents and caregivers/Research on the effects of prior pandemics and disasters indicates that there will be both immediate and long-term adverse consequences for many children, with particular risks faced during early childhood, when brain architecture is still rapidly developing and highly sensitive to environmental adversity. Close attention and great efforts are required to address these emerging issues effectively and avoid any long term consequences in children. Families can spend more time together talking, playing, and learning and help children develop self-discipline skills. Children are constantly exposed to epidemic-related news, so having direct conversations with children about these issues could alleviate their anxiety and avoid panic. Home confinement could offer a good opportunity to enhance the interaction between parents and children; involve children in family activities, and improve their self-sufficiency skills. With the right parenting approaches, family bonds can be strengthened, and child psychological needs met.  "
Anti-colonial struggle," The closely dated murders of George Floyd by a white police officer in Minnesota, of Breonna Taylor by white police officers in Kentucky, of Ahmaud Arbery by a retired cop with white supremacist ties and his son in Georgia, and of Tony McDade by a white police officer in Florida, all coalesced to reignite the US civil rights movement./This popular uprising has drastically shifted society at large, as evidenced by public opinion polls which show society-wide support for them, and by the movement's long list of policy and action achievements thus far. However, the even longer list of Black people killed, or almost killed, by white racists has only continued growing since the protests began./Meanwhile, the coronavirus pandemic has caused the deaths of nearly one million people worldwide. In the US, the country with the highest levels of confirmed Covid-19 cases and deaths, demographic data shows that the brunt of this burden is being born disproportionately by Black and Indigenous people, as well as non-Black communities of colour, and women in particular./This pandemic has exposed fundamental differences in how society protects life, from unequal access to services and medical attention, to unequal application of criminal justice and law, and beyond./Consider the intensifying problem of environmental pollution. A study from the University of Exeter, published in June 2020, found that half of the world's population is exposed to air pollution, which is increasing. Even before the pandemic, it was estimated that nine million people died a year because of air pollution./You might have guessed that the spread of pollution also has a disproportionate impact on communities of colour, a well-known and documented phenomenon known as 'environmental racism'. And of course, as if to neatly complete the vicious cycle, air pollution makes people more vulnerable to the effects of contracting Covid-19. These problems feed each other./As the effects of climate change intensify, the spread of pathogens and viruses will only become more likely. For example, the World Bank estimates that by 2050, 5.2 billion humans will be reckoning with malaria outbreaks. Likewise, industrial agricultural practices, like the vast monoculture plantations that are replacing tropical rainforests at an alarming pace, reducing biodiversity and therefore, making the spread of diseases more likely./In other words, the risk of new, more frequent, and deadlier pandemics is also growing./And the planet keeps on warming. Currently, one out of every four species faces extinction, and before the end of this century, Earth might be uninhabitable by large mammals like humans. However, well in advance of that, the indirect escalation towards our extinction will itself be difficult and painful./Accelerating waves of mass extinctions, soil erosion, droughts, famines, wildfires, infectious diseases adding to already-strained infrastructure, and mounting social instability overall will - or rather, is already and will growingly - make life very volatile, even for the most privileged."
Rushing to reopen?," After six months, since the government imposed a lockdown to contain the spread of the coronavirus, students are back to their education institutions. They returned amid much anxiety from parents who discussed in great detail, on social media, if it was safe to send children to school. So far, only students of Grades 9 and 10, and college- and university-going students have returned to classrooms, officially at least./But a number of private schools have called students of lower secondary and primary classes too, and sent fee vouchers. Already there is confusion. Under federal government orders, those attending lower-grade classes would be going back in phases over the rest of this month. A week after the first phases of schools' reopening, the Sindh government conducted tests at several education institutions. By then, there was a 2.4 percent increase in Covid-19 cases in Sindh. The provincial government, then, decided to delay the reopening for lower-grade classes. The University of Balochistan closed for in-person classes after it reported a few positive cases. Amid the rumours of another school closure, dozens of schools in Sindh have been sealed./Even as coronavirus cases climbed, Federal Minister for Education Shafqat Mahmood said that schools would not be shut down, given the losses already suffered by students./Undoubtedly, education institutions cannot remain closed indefinitely. It is especially true in a county where almost 23 million children are already out of school and the literacy rate is one of the lowest in the world. However, the need for education has to be balanced against the need to safeguard health. Only two days after schools resumed, scores of schools and colleges across the country have had to be closed down or sealed after they reported Covid-19 cases./At Riphah International University alone, 16 cases of the virus were detected. The institute has now been labelled a 'super spreader'. In Karachi, the highly prestigious IBA suspended on-campus classes and announced additional precautions, but refused to comment on whether there had been any coronavirus case./At the first phase of the reopening, there are already so many concerns about whether the decision was right. Things are likely to become more confusing for decision makers when primary and lower secondary classes reopen. For schools, it is already difficult to follow the government-mandated SOPs. In public education institutions, the resources to enforce social distancing measures simply do not exist. Many do not even have hand washing facilities. This is also true for smaller private schools. And, of course, it will become more difficult to manage when younger children are involved. It is virtually impossible for teachers to manage them./The argument goes that children generally suffer mild Covid-19 symptoms. While evidence still coming in from around the world suggests that this is true, children are silent, asymptomatic carriers of the virus and can spread to high risk groups at home or school. In a relatively small number of cases, children with coronavirus also develop Kawasaki disease, a condition that is usually easily treatable, but if not treated or not diagnosed can lead to potentially serious cardiac conditions. A study from Pakistan, conducted at Lahore's Children's Hospital, and also published internationally, found Kawasaki-like symptoms in eight patients with Covid. We have no idea how many undiagnosed or unreported cases there may be. To protect both adults and children, we need to carefully monitor events over the coming days and do whatever is possible to prevent education institutions from becoming the epicentres of the virus./The problem appears to be a global one. Multiple cases of Covid in some newly opened US schools have caused alarm. There, further complications have been created by the protests led by some parents against masks - they argue that it is cruel to make children wear them. While masks may seem uncomfortable, we should note that in East Asia wearing masks was normal, even for children, well before the Covid-19 pandemic for protection against air pollution and other common viruses. Certainly, masks were not considered inhumane or unbearable. Today, they are serving as a vital defence against the virus. A mask is simply an accessory that needs getting used to, and which can save us from several illnesses./But masks or no masks, the reality is that education institutions all over the world are becoming places where the coronavirus is quickly spreading. It can easily spread in packed dormitories and halls. Even as some universities in the US opened, they were forced to change to online learning after Covid cases were reported. Israel was among the first countries to experience the problem of rise in coronavirus cases after reopening schools earlier this year. Germany, the UK and other countries in the region are facing the same problem. How children can be educated and kept safe at the same time has become a key issue./Other issues are related to this one. Psychologists say it is essential that children go to school and associate with peers as well as experience the daily life at schools. In the UK, there have been warnings that in quarantine, children will miss out permanently on socialising. At the same time, some parents and children say that they are scared of getting the virus at schools. There are no apparent solutions at the moment./The question that arises for Pakistan is a difficult one. This year, thousands of children didn't take exams. Their grades were given on the basis of previous years' results. Some say this has affected them badly in acquiring places at colleges or professional institutions. They and their parents hope then that there will be no further disruptions. So do the parents, teachers and students due to sit for important exams this year./While we hope the almost miraculous success of Pakistan's battle against Covid will be repeated at its schools, apprehensions are being voiced that this may be too much to expect. There is also concern that too many institutions were opened up to0 quickly. On last Wednesday (Sep 16), for the first time in over a month, Pakistan reported 700 cases of Covid. The number had till then been declining and had averaged around 300 cases. Naturally, this spike in the cases is being linked with schools' reopening. The next few days will tell the full story./The decision concerning schools was always a difficult one, as the federal government has already accepted. The reopening also coincides with the 'flu season', notably in colder regions. Is it fair to put the health of students, their families, their teachers and school staff at risk for the sake of education? The ethical dilemma becomes even more complex when we consider the difference between schools. While the most elite schools have staff in PPE carrying out health checks and doling out hand sanitizer, there are other schools that can barely afford soap. This inequality suggests that once again it is the poorest who will suffer and who are at greater risk of catching the virus. The answers are not easy to find, but life and welfare should come ahead of everything else. A year lost at school can be compensated. A life lost cannot be returned."
World Bank to support govt's green recovery initiatives," The World Bank has committed financial, technological and knowledge resources to support Pakistan's green recovery initiatives in forestry, environmental protection, and climate change resilience to restore people's lives and livelihoods affected by the COVID-19 pandemic./The commitment was made during a meeting between World Bank's Country Director to Pakistan Najy Benhassine and Special Assistant to Prime Minister on Climate Change Malik Amin Aslam. The director was leading a three-member delegation, a statement said on Thursday./World Bank and Ministry of Climate Change agreed to work closely in various areas, including environmental development, climate change adaptation and mitigation, air pollution reduction, forest management, and disaster risk mitigation at the meeting, the statement said./'It is really amazing and inspiring that despite limited financial resources, Pakistan launched green stimulus initiative under Clean Green Pakistan Programme, which has led to creation of thousands of green jobs for those rendered unemployed due to COVID-19 pandemic.'/He lauded the government's initiatives for economic recovery, afforestation, wildlife conservation, and resilience against adverse impacts of climate change on water, energy, agriculture, food security, health, education, and lives and livelihoods of vulnerable rural and mountain communities./Benhassine said the World Bank would support Pakistan in its initiatives to support climate-vulnerable socioeconomic sectors./Aslam thanked Benhassine for conveying the World Bank's commitment for supporting the present government's post-COVID 19 recovery through the Green Stimulus Programme initiated under the Ten Billion Tree Tsunami Programme (TBTTP). Both sides vowed to tackle negative fallouts of the present global health crisis and global warming on various socio-economic sectors of the country for achieving equitable and inclusive social and economic growth and mitigating poverty and diseases."
"Workshop at University of Haripur: GIS potential in agriculture, natural resource management underlined"," The Geographical Information System GIS has a great potential in agriculture and natural resource management together with career development of researchers opting to use the modern technique in their project drawing and design./This was the main focus of the speeches that the scientists gave during the inaugural session of two days international workshop on 'Use of GIS Technology and Stable Isotopes for sustainable development in Agriculture and environment'. The Departments of Soil and Climate Sciences University of Haripur had organized the event in collaboration with Pakistan Science Foundation and Chemistry Department of varsity here on Thursday./The scientists, researchers, academia and students from different parts of the country were in attendance on this occasion. The speakers said that the GIS was a computer based system for collecting, checking, integrating and analyzing information related to the surface of the earth. Highlighting the major applications of GIS, the speakers said that the GIS techniques were being used globally in natural resource and environmental protection. They said socio-economic development, land  and  water management, civic supplies and crime detection and the developing agro-based economy of Pakistan ought to benefit from the modern techniques for the desired results of prosperity./They said that GIS has an important role to play in farm management, pest/disease tracking, crop monitoring, yield production and soil analysis. While in environmental sciences it has a very vital role for analysis and formulating the quick mitigation plan for high risk environments, they said. The speakers said it could serve as the ultimate communication of environmental information to the public and policy makers for wildland analysis, hazards mitigation  and  future planning, air pollution and control, disaster management, oil spills and remedial actions and coal mine fires. They said the GIS could also be used for business purposes, geology, archaeology and architecture purposes and its applications have multidimensional benefits for the researchers, policymakers and the public at large. Dr Arshad Ashraf principal scientist Climate Change, Alternative Energy and Water Resource Institute Islamabad, Dr Sarfraz Ahmed, Dr Imran Shahzad Department of Metrology COMSATS, Dr Rasheed Ahmed, Prof Dr Anwarul Hasan, VC UoH, Dr Ali Raza Gurmani, Chairman, Department of Soil  and  Climate Sciences, were prominent among those who spoke to the participants on this occasion."
