headline,body
"Mustafa Kamal, Sindh CM appear before SC in drinking water case"," Sindh Chief Minster Murad Ali Shah and Mustafa Kamal arrive at the Karachi Registry of the Supreme Court of Pakistan. Photo: Geo.TV/KARACHI: Sindh  Chief Minister Murad Ali Shah and former Karachi Mayor Mustafa Kamal on Wednesday arrived at the Supreme Court Registry in connection with drinking water case./They were summoned by a Supreme Court bench headed by Chief Justice Saqib Nisar. /The chief justice had remarked during the last hearing that those who make tall claims before people have been unable to provide clear drinking water ./He had said life was being affected in Sindh and Punjab due to pollution caused by factories, adding that  the court would not compromise on the issue of water and air pollution./The chief justice said court has to interfere when government fails to fulfill its responsibilities./Petitioner Shahab Usto had informed the court that the citizens were being provided unfiltered and hazardous water. /He added that people of Sindh's 29 districts were compelled to drink polluted water./The chief justice remarked that air pollution is making life miserable for the masses and deadly diseases like cancer are spreading."
"Toxic air can damage child's brain for good, says Unicef"," The latest United Nations Children's Fund (Unicef) report has observed that air pollution can damage a child's brain forever; and should Pakistan's health experts wish to pay heed to these most recent findings, this new study under review should certainly serve as a food for thought for both policy makers and inhabitants of a country, many parts of which are now regularly engulfed by a phenomenon called the ""smog,"" which is a type of air pollution that is caused when smoke combines with fog./While referring to this December 2017 Unicef report, the ""Times of India"" has stated: ""The link between air pollution and respiratory diseases is well-established, but the United Nations Children's Fund, in a report on Tuesday, said there is a growing body of scientific research which shows that air pollution canpermanently damage a child's brain./The findings come at a time when India, particularly in the north, is facing a serious crisis due to rising levels of pollution. Last month, Delhi schools had to be shut temporarily to reduce children's exposure to pollutants that had enveloped the capital.""/The top Indian newspaper maintained on December 6: ""The Unicef report also said that South Asia had the largest proportion of babies living in areas where air pollution is at least six times higher than international limits (10 micrograms per cubic metre). The Unicef report, titled ""Danger in the air"", explains that brain damage can happen through several mechanisms. First, it stated, particulate matters can cause neuro-inflammation by damaging the blood-brain barrier - a thin, delicate membrane that protects the brain from toxic substances.""/The ""Times of India"" has gone on to write: ""Second, exposure to specific air pollutant particles, such as magnetite, can lead to oxidative stress which is often the cause of neurodegenerative diseases. Quoting multiple studies, the UN body said polycyclic aromatic hydrocarbons commonly found in areas of high automobile traffic contribute to a loss of or damage to white matter in the brain. White matter is important for continued learning and development. ""Pollutants can permanently damage their developing brains,"" Unicef executive director Anthony Lake said. ""The latest analysis of multiple researches states that pollutants can cross the placenta and affect the developing brain of a foetus (fetus).""/The Indian media house has further discussed the report: ""A young child's brain is especially vulnerable because it can be damaged by a smaller dose of toxic chemicals. Children are also highly vulnerable to air pollution because their physical defences and immunities are 'not fully developed', UNICEF said. It advised parents to reduce children's exposure to pollutants by making it feasible for them to travel during times of the day when air pollution is lower.""/AIR POLLUTION AND ITS EFFECTS IN PAKISTAN/According to the ""New York Times,"" smog in Lahore during November 2017 had made levels of the dangerous particulates known as PM2.5, small enough to penetrate deep into the lungs and enter the bloodstream, reach 1,077 micrograms per cubic meter-- more than 30 times what Pakistan's government considered the safe limit./The November 10, 2017 report of the ""New York Times"" had held that in 2015, according to a World Health Organization estimate, almost 60,000 Pakistanis had perished from the high level of fine particles in the air, one of the world's highest death tolls from air pollution./Quoting a Pakistani meteorologist, the ""USA Today"" had also highlighted this grave issue and its adverse effects in November 2017:""Pollution, caused by dust, the burning of crops, and emissions from factories and brick kilns in Pakistan and neighbouring India, was expected to linger until the middle of the month. He advised people to wear face masks to protect themselves from respiratory ailments. Smog has enveloped much of Pakistan and neighboring India, causing highway accidents and respiratory problems, and forcing many residents to stay home.""/SMOG AND INDIA/The American newspaper had viewed: ""Similar problems have been reported in the Indian capital, New Delhi, where air quality was rated ""very poor."" India's Supreme Court has banned the sale of firecrackers in New Delhi ahead of last month's Hindu Diwali festival to try to curb air pollution in the notoriously smoggy city. Though reports said air quality was better than last year, pollution levels in the capital hit 18 times the healthy limit the night after the festival, as many dodged the ban.""/HOW IS SMOG FORMED?/An ""Al-Jazeera"" Television report of November 5, 2017 had mentioned: ""Smog results when photochemical reaction takes place between air pollutants from crop burning, vehicles and others sources, and sunlight and heat. The resulting thick haze - also known as ground level ozone - gets trapped near the earth due to warm air in atmosphere.""/WHAT CAUSED SMOG IN INDIA AND PAKISTAN?/The afore-cited ""Al-Jazeera"" Television report had asserted: ""The recent burning of crops in northern India, combined with fog, dust and air pollution from vehicles and factories, has resulted in a thick layer of smog covering several cities in India and Pakistan.""/AROUND 300 MILLION WORLD CHILDREN BREATHE TOXIC AIR/In October 2016, UNICEF had pointed out that around 300 million children lived in areas where the air was toxic, exceeding international limits by at least six times!!/About 14 months ago, the UNICEF had stated: ""Children are uniquely vulnerable to air pollution, breathing faster than adults on average and taking in more air relative to their body weight. The report also notes that air pollution is a major contributing factor in the deaths of around 0.6 million children under age 5 every year and threatens the health, lives and futures of millions more. It concludes with a set of concrete steps to take so that children can breathe clean, safe air.""/Lead in paint alone causes brain damage in more than half-a-million children every year./The UN Environment Assembly (UNEA) on Wednesday adopted a dozen pollution-curbing resolutions -- urging governments to ban the use of lead in paint, step up ""actions"" to prevent and significantly reduce marine pollution of all kinds by 2025, and urging member states to set ambitious air quality standards./The president of the UNEA meeting, Costa Rica´s environment minister Edgar Gutierrez, lamented Wednesday that humans ""haven´t done a good job"" managing Earth´s natural bounty./""The room we have for making more mistakes is very narrow,"" he warned. ""Whilst leaders talk, the tide of plastic, chemicals and air pollution keeps growing,"" Greenpeace East Asia campaigner Cheng Qian said in a statement.   ""The decisions made here must be actioned, implemented and accelerated if we are to stand a chance of restoring the health of our planet."""
"'Innovations, changing ecosystems creating opportunities to improve human health'"," Even though we are living in a world marked by profound health challenges, technology's boundless healthcare applications make it entirely possible for governments to join the dots, layer things up, and reimagine health to address issues of equity, quality, cost, and efficiency./Heartfile President Dr. Sania Nishtar made these remarks while sharing her vision about the future of health as keynote speaker at the opening of the 8th Annual Public Health Conference organised by the Health Services Academy (HSA). Dr. Sania wears many hats, but relevant to the subject of 'future of health,' is her position as Chair of the 'World Economic Forum's Global Agenda think tank on the Future of Health,' which is a great honour for Pakistan./In her visionary keynote speech, Dr. Sania set out the context by referring to the challenges that the world faces today. 'Conflicts, one of the largest migration waves in history, humanitarian crises, demographic challenges, epidemiological shifts and the threats of climate change, loom large. In such a context, there are also profound health challenges -- rising costs, the demands of an ageing population, and widening inequities. In fact, some of the global health challenges threaten to wipe out the development gains of the last century -- threats such as a potential pandemic, antimicrobial resistance and the rising burden of non-communicable diseases,' she stated./Dr. Sania then moved on to highlight how technology and digitisation are revolutionising everything. 'The future of health is being shaped by many transformative forces -- innovations and changing ecosystems are creating an unprecedented opportunity to improve human health and wellbeing,' she pointed out./Elaborating her viewpoint, Dr. Sania said, 'Today, predictive analytics could provide a solution for developing a pandemic reporting system. Billions of people are connected with mobile devices -- where the combination of processing power, knowledge access and data portability converge and could open myriad opportunities for improving health. Artificial intelligence can overcome constraints posed by critical workers shortages in many parts of the world. Block chain can help overcome interoperability challenges in health IT systems and enable us to address clinical errors, wastage and fraud. With machine learning capabilities -- and with recent watershed events in tabular learning, and algorithmic breakthroughs as evidenced by the launch of AlphaGo Zero, most recently, technology's healthcare applications are potentially boundless. It is entirely possible to join the dots, layer things up and reimagine health to address issues of equity, quality, cost and efficiency.'/Dr. Sania then emphasised that in order to 'tap the potential of these emerging transformations, they have to be deployed in systems, with the right incentives structures. This requires another layer of expertise or complex systems experts. Governments have an important normative role to play here. They need capacity and vision to develop standards and create new regulatory systems. For the health sector, where human knowledge and intervention matters deeply, this has huge implications in terms of realigning education training and capacity building.' As with all of her speeches, she stressed the importance of transparency and accountability as being central tenets of governance effectiveness./Dr. Sania believes that the Sustainable Development (SDG) agenda has ushered in a new era compared to what was the norm in the past. The emphasis is now on strengthening country institutions, she said, so that international actors can focus on areas where they have a comparative advantage. 'The systemic interlinkages between the economic, social and environmental determinants of sustainable development require a profound change from the existing sectorial view of health,' she added. Dr. Sania stressed that health is a multi-sectoral responsibility. As examples, she cited that 'over 9 million people die annually due to the effects of air pollution; millions live with the consequences of obesity; road traffic accidents are the greatest burden of mortality in the younger generation; and income and female education are the strongest determinants of health status achievement.'/Speaking on the occasion, Minister for Health Services Saira Afzal Tarar said Pakistan is fully committed to achieving the health-related SDGs. She then shared Pakistan's achievement in various health domains including polio eradication, drug pricing, and the national health insurance programme -- a social protection initiative providing financial protection to families against out-of-pocket expenditure on health. 'Thousands of poor patients have benefitted from treatment facilities including deliveries, cardiac surgeries, cancer and other major diseases in the best private and government hospitals in their districts, without spending a single rupee. After the success of phase 1, the government will launch the second phase of this programme in order to expand this safety net. We are committed to expand this programme till every poor citizen of this country is benefitted,' she stated. The minister thanked the provincial health ministers and Departments for their commitment to health sector interventions."
Smog damage," For many, the dangers of the toxic smog that descended on upper Punjab the last two months are not clear. The issue made headlines again when Sri Lankan cricketers in Delhi were reported to have fallen ill and been unable to continue to take to the field. That the issue could affect an international sporting event brought home the debilitating everyday impact of the smog on local residents of Delhi, Lahore and other smog affected regions. But is there a short- and long-term impact of the smog? The short-term impact, according to the WHO, is around 60,000 deaths in Pakistan caused by the weeks of smog in November. This is not a small number. It is certainly higher than the number of deaths caused by dengue fever when it became an epidemic in Punjab. Whatever the limits of the strategies adopted to combat dengue fever, we know that the disease is taken to be a public health priority./The impact of smog on respiratory illnesses is well-known and experienced by all. However, Unicef has revealed another disturbing fact. According to a report, air pollution can damage a child's brain forever. It has even impaired the development of a foetus. The South Asia region has the largest proportion of babies living in an area where air pollution is at least six times higher than international limits. We know that schools had to be shut in Delhi last month and probably should have been shut in our part of Punjab. But the damage prevention cannot be focused on keeping children inside homes. In Lahore, smog pollution had hit an alarming 1,077 micrograms of PM2.5 per cubic metre which is over 30 times what the government considers safe. How many children will have suffered permanent to semi-permanent brain damage due to these alarmingly high levels will likely never be calculated. We know that over 300 million children in the world breathe toxic air every day. This is why the world's decision to adopt a pollution-free plan is another important landmark. The gathering at the UN Environmental Assembly accepted the need for a complete overhaul of the way goods are produced and consumed. This is a big task and there have been very few concrete developments on this front. But this is a task that must be completed on an emergency footing. Millions of children and adults are at risk."
CVDs cause more deaths in winter," Patients suffering from cardiovascular diseases (CVDs) may face serious and life threatening complications due to extreme fall in mercury while the extreme cold weather may also increase the risk of incidence of CVDs./Various studies have revealed that the highest incidence of CVDs occurs during the colder winter months and the phenomenon contributes to greater number of deaths due to the CVDs in winter./The morbidity and mortality due to CVDs, 12 in number, including deep venous thrombosis, pulmonary embolism, aortic dissection and rupture, stroke, intracerebral haemorrhage, hypertension, heart failure, angina pectoris, myocardial infarction, sudden cardiac death, ventricular arrhythmia and atrial fibrillation have higher rates during the winter than in summer./According to health experts, the variation in incidence of CVDs is associated with a number of risk factors including temperature, physical activity, air pollution, infections, and dietary habits however the risk can be minimized by following precautionary measures specifically in colder winter months./Potentially important seasonal risk factors like the seasonal variation in the plasma level of fibrinogen, cholesterol, hormones and vasoactive substance including vasopressin (AVP), norepinephrine (NE), epinephrine (E) and angiotensin II, aldosterone and catecholamine which tends to rise in the winter play an important role in the seasonal change of CVDs./Cold weather increases peripheral vasoconstriction (the narrowing of blood vessels), which may lead to pulmonary oedema as a consequence of left ventricular failure and may also cause abnormal clotting./It is worth mention here that both systolic and diastolic mean blood pressures exhibit a seasonal peak during winter and trough in summer among adults, the elderly, and children. The extreme cold affects blood pressure of both the healthy and hypertensive people./A number of studies on seasonal variation in heart failure (HF) hospitalisation carried out in France, Spain, Japan, Scotland, Australia, Brazil, Argentina, Italy, Turkey, Nigeria, Canada, and USA have revealed that admissions increase during the winter season and show decline in summer season./Health experts in the twin cities of Islamabad and Rawalpindi have repeatedly expressed to 'The News' that exposure to extreme cold increases the chances of vasoconstriction and affects the pumping power of the heart muscle in patients with symptomatic congestive heart failure. The exercise capacity among heart patients gets decreased in the colder winter months and it may cause serious complications./Studies reveal that in both sexes, overall levels of physical activity are significantly higher in summer than in winter and physical inactivity is strongly positively associated with CVDs. Physical activities such as walking, cycling and gardening only protect against acute coronary events if undertaken throughout the year./Experts say that patients suffering from CVDs should involve themselves in some physical activity like walk in daytime when the weather gets little warmer. It is observed around the globe that greater number of sudden cardiac deaths is reported in winter than in summer while an increase in mortality from acute myocardial infarction (AMI) has also been recorded in the winter months./Experts suggest that adequate indoor heating, wearing protective clothing and avoiding unaccustomed strenuous exercise in extreme cold weather are some of the precautionary measures that should be followed religiously by patients suffering from CVDs to reduce the risk of dying from the disease."
Incidences of cough and cold take shape of epidemic," Both the public and private healthcare facilities including the three teaching hospitals in town are receiving heavy influx of patients with colds, sore throat, cough and flu that have adopted shape of epidemic./Dry chill accompanied with high pollution level in the air are targeting citizens who are falling prey to various seasonal ailments, especially colds, flu, throat infection, asthma and other respiratory problems./According to many health experts, in winter both the children and adults suffer from cold and upper and lower respiratory tract infections ten times as often as all the other diseases combined mainly because of poor quality of air that is engulfed by dusty clouds, toxic metals and vapours. Public transport vehicles are a big source of air pollution./Majority of population has misconceptions about colds and flu and take them as two names of one disease whereas actually both are caused by different germs. Mostly these infections are self-limiting within a week or so. However, sometimes complications such as ear and sinus infections in case of colds and pneumonia in case of flu may occur which may be life-threatening./Studies reveal that common cold and flu (influenza) are very common infections of upper respiratory tract involving nose, throat, ears and sinuses. Colds and flu are caused by viruses. Over 200 different viruses can cause colds that can be lurking anywhere people have been./These infections are highly contagious, passed by tiny droplets produced during sneezing, coughing of infected persons and touching things with hands and tissues that others touch./Head of Community Medicine at CMH Lahore Medical College Professor Dr Muhammad Ashraf Chaudhry expressed this while talking to 'The News'./He added that to check spread of colds, flu and like infections, there is a need to make public aware of various aspects of these seasonal ailments./Recent research says that if you are smoker, or hang around with people who smoke, you are more likely to catch more colds and they can last longer. Smokers usually have more severe symptoms than non-smokers, he said./Dr. Ashraf explained that a cold and the flu have many of the same symptoms but a cold is generally mild, while the flu tends to be more severe. A stuffy or runny nose, sneezing, sore throat, no or mild fever, lasting two to four days or a week, are usual signs of cold. Tiredness, high fever, chills, headache, and major aches and pains probably mean you have the flu, he said./He said coughing can be a sign of either cold or the flu but a bad cough points to the flu. There is no cure for the cold or the flu however to feel better, you can treat your symptoms, while your body fights off the virus, he said./Talking of the remedy, he said if one has cold or flu, one should stay home and rest in the bed and cut down late nights and vigorous exercise for a few days. Drink plenty of fluids, at least 8 to 10 glasses of water and fruit juices preferably orange juice. Drink hot tea or water with lemon and honey. Chicken and vegetable soups can also help loosen the mucus. Gargle with warm saline water a few times a day to relieve sore throat. Throat spray lozenges may also help relieve the pain./He added that to quiet a dry cough, suck on cough lozenges or take cough syrup and use saline nasal drops to help loosen mucus. However, nasal drops or sprays should not be used longer than three days. Inhaling steam can help a blocked nose. Wash your nose frequently, he said./The most important thing however is that self-medication must be avoided and one should consult a qualified physician in case of any complications, he said./To a query, Dr. Ashraf said antibiotics should not be taken as they do not work against viruses. However, in case of complications of cold and flu they may be taken on the advice of qualified doctor. Avoid coffee or cola drinks and also avoid any drinks than contain alcohol, he suggested./Colds are extremely difficult to prevent entirely, however, a few precautionary measures may prevent a cold. Avoid close contact with people who have a cold. Overcrowded places like cinema halls should be avoided during outbreak of colds or flu and especially children should not be taken to overcrowded areas. Get vaccinated for influenza. Wear appropriate warm outdoor clothes, said Dr. Ashraf."
Science under Trump," Somehow, some way, we have made it to the end of 2017.And what a long year it's been./Looking back, it is almost unbelievable how much damage the Trump administration has done since the inauguration. From straining international relations to enriching corporations at the expense of poor Americans, the policies the president has championed have impacted every aspect of society./The scientific community is no exception, as scientists have felt the repercussions of foreign, fiscal, and other policies in their work and lives./For starters, health and science departments and programmes took a significant financial hit, notably through steep budget cuts like the $12.6bn cut to the Department of Health and Human Services (HHS), a 16.2 percent decrease from 2017. The impact on healthcare services could be tragic, as HHS is tasked with administering Medicare, Medicaid, and enforcing the provisions under the Affordable Care Act (ACA)./Some $5.8bn of the HHS budget cut is taken from the National Institutes of Health (NIH), which funds vital biomedical research at universities and medical facilities across the US, as well as at foreign research institutions. This will hamper scientists' ability to continue research, much of which is necessary for protecting human health./At a time when antibiotic resistance is increasing and climate change is expanding areas of the globe where tropical diseases are endemic, decreasing federal funding for scientific research will only make us more vulnerable to diseases that we cannot treat./Medical researchers and health care professionals were not the only ones to see budget cuts; environmental and climate scientists are arguably faring far worse./The Environmental Protection Agency (EPA), for example, faced a proposed $2.5bn cut(31 percent of its budget). Instead, Congress voted for a decrease $528m. Though this cut is less severe, important programmes for conducting toxicity research and setting water and air pollution standards will be eliminated and the EPA's ability to enforce environmental standards will be constrained. All of this is a recipe for a public health disaster./Elsewhere, initiatives such as the Water and Wastewater loan and the grant programme of the US Department of Agriculture (USDA) as well as climate change and clean energy-related programmes have completely lost funding./These budget cuts are but the tip of the (melting) iceberg. Federal programmes and agencies tasked with protecting the environment and natural resources have been targeted since the beginning of Trump's presidency, starting with an order to the EPA to remove its climate change page./In January, employees at the EPA and USDA were reportedly banned from providing the public updates via press releases or social media without prior screening and approval. More recently, staff at the Center for Disease Control and Prevention were advised against using seven words, such as 'transgender' and 'science-based'. Reports are unclear whether this was an outright ban or merely a suggestion for avoiding overtly 'political' language, but concerns about censorship have arisen anew./Scientists have swiftly responded to these gag orders and censorship attempts by creating 'alt' Twitter accounts for various agencies, writing an open letterto the president on climate change, and organising the March for Science./Any national and international efforts to safeguard natural resources and curb climate change have been thwarted by this administration. In the past year, Trump has reversed former President Barack Obama's decision to halt construction of the Keystone XL and Dakota Access pipelines, planned to scrap a ban on uranium mining near the Grand Canyon, decreased the size of national parks, and withdrew from the Paris Agreement./The consequences of these policies are not trivial, as we saw in November when the Keystone pipeline leaked 795,000 litres of oil in South Dakota./Importantly, we are seeing the effects of climate change today, most notably in the increased frequency and severity of hurricanes this year alone. Hurricane Harvey resulted in an estimated $198bn in property damage, with thousands of Houston residents still displaced months later./The extensive devastation left in Hurricane Maria's wake has included an increasing death toll in Puerto Rico and the Virgin Islands, as the islands still remain without electricity and suffer limited access to needed medical supplies./Scientists were also inevitably affected by Trump's harmful social policies. In the past year, we saw how the infamous 'Muslim ban' blocked scientists from entering the country and undoubtedly discouraged many more from considering educational and career opportunities such as medical residency in the US./A Congress plan to tax graduate students' tuition waivers would have effectively forced poor and underrepresented minorities out of school, many of whom are currently in STEM fields. The financial repercussions of the new tax law and this administration's persistent attempts to repeal the ACA will take a toll on academics struggling with educational debt, on researchers with disabilities or chronic illnesses, and on families who depend on graduate school stipends or grant funding./For many, 2017 was a year of disbelief - disbelief in how a country that has produced many scientific breakthroughs and new technologies is now clamping down on science, scientists and their ability to promote human wellbeing. But for those of us who were keenly aware of the threat that a Trump presidency would pose to our day-to-day lives, the devastation of this year was unsurprising. We knew that Trump made promises to the Republican Party base that threatened our health and safety./For researchers whose race, religion, or disability was mocked by Trump during his candidacy, the threat of losing funding for research that protects human life was hardly shocking. We saw how little he valued our lives on the campaign trail./And for scientists who come from marginalised communities and live in neighbourhoods that have been destroyed by policies favouring the rich, the removal of environmental protections was not unexpected. We saw how business and profit drive Trump and the Republican Party, even at the expense of the planet that sustains us."
"Air pollution in Sindh has lessened, claims minister"," The protection of the environment is an important component of mega development projects being built in Sindh with the federal government's assistance, said Governor Mohammad Zubair on Friday./In a meeting the Federal Minister for Climate Change Senator Mushahidullah Khan at his office, Governor Zubair said that to protect the environment, green belts will be developed alongside the infrastructure of mega development projects that the federal government is helping build in the province./Observing that less attention is being paid toward initiating plantation drives in urban centres, the governor said that while tree cover in mega cities like Karachi has declined significantly, the population has increased in tandem, stated a press release issued from Governor House./'People have been suffering from fatal diseases owing to serious degradation of the environment,' he said. The governor further added that the federal govt had been providing assistance for implementing special schemes in the province to improve environment on a concrete basis./Economic, social, commercial and trading activities in the province have been on the rise in Sindh with improvement in the law and order situation, Zubair claimed. Mushahidullah said that Pakistan has been affected much by climate change and environmental degradation./He added that the effects of climate change could get worse in Pakistan but claimed that the federal govt had taking steps to reverse some effects and improve the environment across the country./Mushahidullah further claimed that the federal government has been taking steps to lessen the occurrence of air pollution in Sindh, adding that it had been controlled to a large extent owing to those steps."
Generators operating without precautionary measures cause pollution," Unregulated installation and operations of heavy generators, especially by the business concerns in commercial localities is causing serious health hazards for the citizens who have recently encountered smog./As the Environmental Protection Department (EPD) is continuously hiding data of air and noise pollution from the media and the citizens, one can't say how much these generators are contributing to air and noise pollution, besides causing vibration./The irony of the situation is that the EPD's wing of City Govt Lahore (CGL), which is supposed to protect citizens from rising pollution and its effects, is only acting as an observant. It is pertinent to mention here that during the year 2017 no major campaign was launched against this major cause of pollution and only individual raids were conducted to increase volumes of progress files./Muhammad Anjum, District Officer (Environment), said around 15 complaints regarding this issue were solved in the year 2017. He said the department's action against polluters was linked with complaints and in case of no complaint, he can't take any action./To a question why not the department carries out routine survey for such issues, he said he only has a force of six inspectors who mainly check industrial units and complete tasks coming from head office. 'With such a small force, it is not possible for us to carry out surveys or monitoring of city on daily basis,' he concluded./Environmental experts said the city is already facing increased levels of noise and air pollution and residents are suffering a lot. They said use of high power diesel generators installed outside business outlets in commercial localities in almost every nook and corner of the city have added poison to the atmosphere. They said majority of the generators were installed and operated without any precautionary measures to contain discharge of air pollutants and noise./These generators, in most of the cases, were placed outside shops and offices as well as on footpaths, which have become a major encroachment, snatching pedestrians' right to walk. Sources in EPD said rules and regulations of Environmental Protection Department only cover industrial sector and these consumers are bound to get an NOC from the department for installation of a heavy generator./'Sustained noise over a period of time can engender deafness in the form of gradual losses in hearing. This is the most common loss in teenagers today listening to loud music,' said Dr Hamza Imran, a ENT specialist. He said rising level of noise pollution is one of the major sources of heart, mental and ear diseases among the Lahorites, he said, adding voice unit beyond 75 decibel becomes injurious to human health./He said hospitals and educational institutions are among the places badly affected by noise pollution and now unchecked installation of generators in residential localities will prove fatal for people."
Reduce air pollution," Winter in Punjab brings smog, which has a negative impact on the lives of people. The atmospheric pollutants or gases that form smog are released in the air when fuels are burnt. When sunlight reacts with these gases and fine particles in the atmosphere, smog is formed. Air pollution, especially smoke emitted by vehicles, causes smog. We can take a few measures to reduce air pollution./Since traditional cars and trucks produce a significant amount of nitrogen dioxide emissions, an easy way to cut back these emissions is to drive less. People should take public transport so that there is a fewer number of cars on roads. The lack of trees is also a primary cause of air pollution. More trees should be planted so that the air can be purified. It is the responsibility of both the government and citizens to contribute towards air pollution."
