headline,body
Pakistan:Living near busy street ups breathing problems,"ISLAMABAD, Jan. 01 -- The closer people live to a main road, the more likely they are to suffer from respiratory symptoms such as breathlessness and wheezing, a new study from Switzerland shows.""These findings from a general population provide strong confirmation that living near busy streets leads to adverse respiratory health effects,"" Dr. Lucy Bayer-Oglesby, of the University of Basel, and colleagues write in the American Journal of Epidemiology.While outdoor air pollution -- especially tiny particles that can be breathed deep into the lungs--is known to be hazardous to people's health, to date no researchers have looked at how proximity to main roads affects respiratory symptoms in a general population, Bayer-Oglesby and her team note.To investigate, they looked at data from a two-part study of air pollution and lung disease. It involved 9,651 randomly selected men and women aged 18 to 60 who enrolled in the study in 1991, 8,047 of whom re-enrolled for the second phase of the study in 2002.People's risk of having attacks of breathlessness increased by 13% for every 500-meter segments of main street located within 200 meters of their home. The risk of such attacks among people who had never smoked fell by 12% for each additional 100 meters between their homes and a main street.Individuals whose homes were within 20 meters of a busy road were 15% more likely to regularly have phlegm in their breathing passages, while they were 34% more likely to have wheezing with breathing problems. /The effects of traffic on respiratory health were stronger for men and for people who had never smoked.The effects of living near main streets were weaker in 2002 than in 1991, which may have been due to stricter requirements on auto emissions, the researchers note.""Living close to main streets or in a dense street network increases the risks for certain respiratory symptoms in adults, particularly for asthma-related symptoms such as attacks of breathlessness and wheezing and for bronchitic symptoms such as regular cough and phlegm,"" they conclude. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Air of big cities unhealthy,"The air quality of the federal capital and two provincial capitals i.e. Lahore and Karachi is unhealthy for the citizens, revealed Economic Survey of Pakistan (ESP) here Thursday.It is pertinent to mention here that there is no system of checking air quality of the rest of the cities in the country on regular basis. Mobile air monitoring stations are sent to specific areas in case of a need, which is not a proper solution and can not give the exact picture of the air quality of the other cities.The ESP stated sustainable development is the cornerstone of all efforts by the government, therefore, concern for environment- its protection, renewal and enrichment - has been reckoned as obligation towards the betterment of all the citizens at large.According to EPA, Pakistan, common gases emitted by vehicles include carbon monoxide, nitrous oxides and ozone, all dangerous to human health beyond certain levels of concentration. According to the World Wide Fund (WWF) fact sheet, major air pollutants include: suspended particulate matter, volatile organic compounds, carbon monoxide, nitrogen oxides, sulphur oxides, sulphur dioxide, lead & other heavy metals, ground level ozone and fuel wood.The sources of air pollution have been highlighted as motor vehicles, industry, municipal solid waste, smog and medical waste.Poly-aromatic hydrocarbons released by diesel-powered vehicles are known carcinogens, while smoke from diesel engines has aggravated already elevated levels of airborne soot, it said. /Nitrous oxides are emerging air pollutants with the highest concentrations recorded in Karachi, followed by Lahore, Quetta, Peshawar, and Islamabad. Industries located in urban areas are the main source of sulfur dioxide (dangerous to human, animal, and plant life) while brick kilns powered by low-grade coal are notable sources of soot.According to the data mentioned in the ESP, 2.5 is the standard of Particulate Matter (PM) in the air, which is within the safe limits. It said in the federal capital the PM level was 166, which falls in the category of unhealthy. The same is the case of Lahore, the provincial capital of Punjab where the PM level was also recorded as 166 through Mobile station at hockey stadium. The PM level in Karachi, the provincial capital of Sindh, was 101 and it falls in the category of unhealthy for sensitive group.The ESP also quoted the World Bank's report 2006 according to which an estimated 35 percent of Pakistan's population living in cities. A substantial body of research demonstrates that high concentrations of suspended particulates in urban areas adversely affect human health, provoking a wide range of respiratory diseases and heart ailments. Given the lack of enforcement of motor vehicle fitness regulations, the increase in air pollution from vehicle population alone could be alarming.The problem is compounded by the fact that the average life of vehicles in use in the country is quite long. As a result, vehicles in Pakistan are estimated to emit 25 times the amount of carbon monoxide, 20 times the amount of hydrocarbons and 3.6 times the amount of nitrous oxide of an average vehicle in the United States.Though many cities are adversely affected, air quality monitoring is restricted to the six major cities of Karachi, Lahore, Islamabad, Peshawar, Quetta and Rawalpindi. Ambient concentrations of particulates in these cities lie consistently above the World Health Organization (WHO) guidelines, and are on average two to four times the recommended levels. It said that studies conducted in Lahore and Karachi, the two largest cities; suggest that carbon monoxide, cadmium and lead levels, in particular, may exceed thresholds recommended by the United States Environmental Protection Agency (USEPA).The ESP said that it was encouraging to note that the government had been quite successful in taking preventive measures to curb the emission of poisonousgases. It said Pakistan had become the largest user of Compressed Natural Gas (CNG) in the world, as per the statistics issued by the International Association of Natural Gas Vehicles (IANGV). Presently, more than 2 million vehicles are using CNG as fuel and 2,760 CNG stations are operational in different parts of the country (as on April 2009).The CNG used as has grown substantially in the transport sector, replacing traditional fuels while greatly reducing the pollution load in many urban centers. As a result, Pakistan has the largest fleet of vehicles running on CNG in South Asia, and is third worldwide after Argentina and Brazil.The latest statistics collected by the Ministry of Environment (MoEnv) suggested that the use of coal in power sector has persistently shown a decreasing trend during the last five years. This has mainly been caused by the conversion of a number of plants to natural gas. Likewise, there has been a considerable reduction in coal usage for domestic purposes.The use of biomass fuels in unventilated rooms has been identified as the primary cause of indoor air pollution, particularly in rural areas. Women and children are the most affected by it as they are more exposed and vulnerable to smoke inhalation. It said according to a report of the ADB, about 86 percent of rural households and 32 percent of urban households use biomass fuels for cooking purposes.The ESP said that the GoP had ensured implementation of an Environmental Monitoring System (EMS) to monitor the air quality at both Federal and four Provincial Capitals to help in managing the ever deteriorating air quality in major cities. The government has also given a road map for introducing Euro-II compliant vehicles in the country under the given road map. The Euro-II compliant Petrol Vehicles shall be introduced from 1st July, 2009.The ESP also linked the environmental degradation with the poverty because of the overwhelming dependence of the poor on natural resources for their livelihoods - whether agriculture, forestry, fisheries and hunting etc. Poverty combined with a burgeoning population and rapid urbanization, is leading to intense pressures on the environment.It also stated that country's natural resources are increasingly under stress due to rapid population growth and environmentally unsustainable practices and collective estimated environmental degradation costs the country at least 6 percent of GDP or about Rs. 365 billion per year, and these costs fall disproportionately upon the poor.The most significant causes of environmental damage include illness and premature mortality caused by air pollution (indoor and outdoor), (almost 50 percent of the total damage cost); Diarrhea diseases and typhoid due to inadequate water supply, sanitation and hygiene (about 30 percent of the total), and Reduced agricultural productivity due to soil degradation (about 20 percent of the total) development concern.The government of Pakistan has also declared 2009 as the National Year of Environment, which shows that the government is considering the environment as important as any other sector.Published by HT Syndication with permission from Right Vision News./For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
"Indoor air pollution kills 46,000 in Bangladesh","DHAKA, June 20 -- Over 46,000 people die of acute lower respiratory infections (ALRI) in Bangladesh each year due to indoor air pollution (IAP), according to Andrew Trevett, acting country representative for the WHO. His findings and those of others set out at a workshop in Dhaka on 15 June revealed that 70 percent of IAP victims were children under five. Here are the other main findings:n The risk of diseases like pneumonia, asthma, low birth weight, cardiovascular failure and tuberculosis among children doubles due to IAP.n Cooking, heating with solid fuels on open fires or traditional stoves results in high levels of IAP.n Some 4 percent of all diseases in Bangladesh can be attributed to IAP.n IAP from burning wood, animal dung and other solid bio fuels is a major cause of ALRI.n Over 92 percent of households in Bangladesh use solid bio fuel for cooking purposes, releasing toxic substances like carbon monoxide, formaldehyde and high levels of harmful particulate matter.n Lack of proper ventilation in most kitchens contributes towards the heavy concentration of particulate matter indoors.n The level of particulate matter inside a kitchen using solid bio fuel is 30-35 times more than the World Health Organization (WHO) standard.n Women and children are particularly vulnerable as they spend most of their time indoors.n Low-income groups are particularly vulnerable as they can only afford solid bio fuel.n ALRI is responsible for 59 percent of all premature deaths among infants, mostly in Asia and Africa.n In developing countries, respiratory infection caused by IAP accounts for 1.6-2 million deaths a year. /Around one million of the dead are children.n More than three billion people worldwide continue to depend on solid fuels like biomass fuels and coal for their daily energy needs (WHO).n Ventilation could be one of the most important interventions to reduce the risk of indoor air pollution (Joseph Graziano, chairman of the Department of Environmental Health Sciences of the Columbia University).n Incomplete combustion of biomass emits powerful greenhouse gas pollutants including methane and carbon dioxide, contributing to climate change (Graziano).n IAP is a leading threat to public health in South Asia, along with malnutrition and lack of safe drinking water (Graziano).n Bringing about a change in the traditional cooking system would not be possible overnight, but is a priority.n IAP is responsible for 2.7 percent of the global burden of disease (WHO).Published by HT Syndication with permission from Right Vision News./For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
PICT to build $175 million 'pollution free' facility at Port Qasim,"KARACHI , Aug. 08 -- Port Qasim Authority (PQA) and Pakistan International Container Terminal (PICT) are all set to sign an implementation agreement to develop the 'pollution free' Coal, Cement and Clinker Terminal (CCCT) worth $175 million at Port Qasim. According to sources, PQA has issued the Letter of Intent (LoI) to PICT last Wednesday after which the two sides started negotiating the modalities for establishing the specialised terminal.After successful negotiations the matter would be referred to Cabinet Committee on Investment (CCOI) for approval, they added. /""The project is being undertaken under the landlord concept ensuring that it would earn more royalty for PQA with low tariff rates at the proposed terminal,"" Chairman PQA Vice Admiral Asad Qureshi (Retd) told Business Recorder. According to sources the required formalities would take at least a month after which the two port operators would sign the implementation agreement.The sources said the CCCT, a state-of-the-art facility to be constructed on 32-year Built-Operate and Transfer (BOT) basis at Port Qasim, would have a handling capacity of up to eight million tons per year. The terminal would have the capacity to accommodate coal, clinker and cement vessels of 75,000 dead weight tonnage, they said.They said that PICT would be required to execute the implementation agreement within 120 days with PQA after acceptance of the LOI. The most special thing about the facility, the source said, would be that its modern equipment which would not create any air pollution, as was the case at the coal terminal at Karachi Port.They said big mountains of powdery coal, lying and being handled in open/bulk on dedicated berths at Karachi Port, are not only inflicting irreparable damages upon the environment, but also causing various respiratory diseases, like tuberculosis, asthma etc, among the poor people living in areas adjacent to the port.""State-of-the-art equipment would be there to handle the coal at the pollution-free terminal, where cement and clinker would also be handled in future,"" the sources said.The PQA chief eyes the project as a 'step forward' in the development of PQA in terms of capacity enhancement. ""The project would enhance the port's capacity manifold, all the developed and developing mega projects at PQA could be possible because of the proactive strategy of Federal Minister for Ports and Shipping Babar Khan Ghauri"", he added.Published by HT Syndication with permission from Right Vision News.For more information on news feed please contact Surit Das at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
The silent pandemic,"Pakistan, Sept. 19 -- Stop worrying about swine flu for a minute, there's another 'pandemic' we need to be concerned about.Doctor Sneh Khemka, medical director from Bupa International says while many of us are panicking about the H1N1 virus, we're overlooking another disease that is sweeping the globe in a silent, but deadly way of its own - asthma.'In many people's minds, asthma is a mild condition that requires nothing more than a couple of puffs on an inhaler to keep it under control,' he says.'But asthma is a condition that can cripple and kill.'It's estimated that 300 million people have asthma worldwide. And more importantly, last year asthma killed over a quarter of a million people around the globe.'These significant increases in the prevalence of the disease are causing widespread economic and health burdens to communities where these burdens did not previously exist. They're also changing the health landscape significantly in urbanised areas where the disease is more common,' adds Doctor Sneh Khemka.Research shows great variation in asthma levels between different countries, with more urban, westernised nations tending to have the most cases.The highest levels of asthma exist here in the UAE, in the UK, New Zealand, Australia, Republic of Ireland and the USA. /The lowest are found in some Eastern European countries, Indonesia, Greece, China, India and Ethiopia.But why is there such a difference between countries? And why is asthma growing at all? The medical community doesn't really know but there have been several theories put forward.'Asthma is an inflammatory condition of the airways, where the lining of the air passages become inflamed,' explains Doctor Khemka. 'Asthma episodes occur when these airways contract, causing the characteristic 'wheeziness' and tightness of chest. There are many things that can trigger the reaction such as exercise, or even changes in the weather.'The Doctor says there are many theories about what has caused this significant and sustained rise, but most of them are related to how our patterns of life have changed, like diet.'One theory centres around dietary change. As the 20th century progressed, the diet in English speaking 'westernised' countries has come to contain less and less fruit and vegetables. The link between diet and asthma is far from proven, but some studies suggest an association. For example, one piece of research showed that eating foods containing vitamin E was linked with lower asthma rates. Another found decreased levels of asthma among fish eaters,' he says.'Another obvious risk arises from smoking and air pollution although we do question whether pollution actually causes asthma. We do know that higher rates of pollution can trigger asthma attacks if the person already has the condition, but whether it can actually cause the condition is debatable.'Doctor Khemka admits that the fact that asthma is on the increase mostly in urbanised areas suggests that pollution is partly to blame. This is corroborated by studies with monkeys that were exposed to higher levels of pollutants, who then developed the signs of asthma.Nevertheless studies show rates of asthma are very high in areas that have been officially certified as having clean air but Doctor Khemka says this may just be because those living in nice areas with clean air are rich enough to seek medical treatment and diagnosis.He adds: 'The rise in asthma and allergies remains puzzling for the medical and scientific community. While looking at trends around the world helps to shed some light on the mystery, we can't explain it yet.'However, what we do know is that asthma affects more and more of us in everyday life.' Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Red alert for Sydney,"Pakistan, Sept. 25 -- The worst dust storm in decades swept across eastern Australia yesterday, blanketing Sydney and snarling transport as freak conditions also brought earthquakes, giant hailstones and even a tornado.Gale-force winds dumped thousands of tonnes of red desert dust on Australia's biggest city, shrouding it in an eerie orange haze and coating the iconic Sydney Opera House in a fine layer of powder.The storm, reportedly the most serious since the 1940s, then spread 600km up the coast to Queensland and could even hit New Zealand, almost 4,000km away, experts said.Dust covered most of New South Wales, Australia's most populous state, pushing air pollution to record levels and depositing about 75,000 tonnes of powder in the Tasman Sea every hour.'Dust storms like this occur quite regularly but they rarely travel this far east,' said John Leys, principal research scientist with New South Wales' Department of Climate Change and Water.Sydney residents wore face masks and covered their mouths with scarves as they travelled to work under hazy skies.Traffic was bumper-to-bumper on major highways.Air transport was severely disrupted with passengers facing long delays at Sydney airport and many international flights diverted to Melbourne and Brisbane.Flag-carrier Qantas urged passengers to cancel any non-urgent travel, while budget offshoot Jetstar offered free flight rescheduling and refunds.'We encourage any passengers with non-essential travel arrangements to reconsider their travel plans for the day,' Qantas said in a statement.Sydney Ferries suspended harbour services and police warned drivers to take extra care in poor visibility. /Ambulance workers reported a sudden spike in people reporting respiratory problems.'We have already seen an increase in calls to people suffering from asthma and other respiratory problems,' New South Wales Ambulance Service said.Australia, in the grip of a decade-long drought, is emerging from an abnormally hot southern hemisphere winter including the hottest August on record.Elsewhere in New South Wales, hail stones 'the size of cricket balls' smashed windows as thunderstorms and gale-force winds lashed the state late on Tuesday.'We've had reports of cars with both their front and rear windscreens smashed,' an official from the State Emergency Service said.Further north, Queensland imposed a ban on lighting fires across large parts of the state a day after a dozen bush blazes sprang up following a spell of prolonged hot, dry weather.Victoria state was on alert for flash floods as heavy rains fell, following a pair of minor earthquakes on Tuesday afternoon.The 3.0 and 2.6-magnitude tremors did not cause any serious damage and no one was injured, officials have confirmed.Police in southwestern New South Wales, bordering Victoria, reported bizarre conditions on Tuesday as dark red skies thick with dust cut visibility to just two to three metres in some areas.'I've never seen anything like it in all my life, and I grew up here,' a police officer at the town of Broken Hill said. 'It was darker than night-time, and lasted for about half an hour. You couldn't even see the street lights.' And residents near the capital Canberra described how a mini-tornado tore through the small town of Murrumbateman late on Tuesday evening. 'It sounded like a jumbo jet rumbling on top of the roofs,' one resident told the Australian public broadcaster ABC. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
PBSA marks 'Clean up the Pakistan drive',"Pakistan, Sept. 27 -- Islamabad-- Pakistan Boy Scouts Association (PBSA) Friday marked 'Clean up the Pakistan Campaign'. The two-day campaign was part of weeklong activities initiated by PBSA to celebrate National Scout Week.World Scouts Bureau has chosen the ongoing clean up the world campaign as a partnership project for scouts in the Asia Pacific Region.The World Organisation of the Scouts Movement (WOSM) has partnered with clean up the World as an ally and gave directions to hold environmental activities at provincial, regional, district and regional level.The activities include tree plantation, cleanliness, anti- smoking, paper saving and use of shopping bags campaign. The seminars and workshops are also being arranged on water and air pollution, land erosion, wild life and environmental cleanliness.WOSM will be promoting involvement in the clean upthe world campaign to its National Scouts Organisations and celebrating the achievements of their local scouts groups. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
"Ailments are on, but don't panic","Pakistan, Oct. 22 -- Chandigarh--Winter is considered a healthy season, but ailments do come with it, say doctors. However, there is no need for alarm. Many of the ailments can be avoided simply with some preventive and protective measures.The late night and early morning drop in temperatures aggravates some common diseases like cold and flu. /The beginning of winter can prove a particularly stressful period for asthma patients.Since winter is associated with a lot of festivity, including Diwali, a lot of air pollution, caused from everything from house dust to firecrackers, can trigger a lot of respiratory tract infections.In fact, doctors and experts warn that the H1N1 virus can turn active. ""As temperatures drop below 28 degrees, H1N1 will survive longer and start spreading faster,"" says an expert.Elderly people as well as children are particularly prone to bacterial and viral infections, which come with the change in weather.Besides, a general decrease in physical activity and overeating due to festivities add to some common health ailments like high cholesterol.In fact, in the past a few years, some diseases like dengue and chikungunya, known to be common in summer, are also being reported during winter, especially in its first two months.Dr SK Bhandari, physician and former deputy medical superintendent of the GMSH-16, says winter brings in more respiratory tract infections than other ailments.But other vector-borne diseases like malaria and leptospirosis also continue to prevail during winter.""During winter, elderly people, children as well as asthmatics need to guard against common ailments like cold, flu and allergies and avoid very early or late evening walks,"" he says.Dr Reeta Kalra, a physician in Panchkula, adds skin ailments to the list of health problems associated with winter.""During winter, the sweeping action of philia of cells in the respiratory tract decreases, causing accumulation of mucous in the pathway. This increases chances of more allergic and viral infections in adults,"" she says.She says those in the age group of 65 to 70 years and children are prone to diseases like cold, cough and fever.These can be treated symptomatically without antibiotics. Smokers and diabetics are more prone to winter disease like RVNeumonia.Dr Meenu Singh, in charge of allergy and asthma clinic at the PGI, says winter also increases allergies and viral infections and aggravates asthma.""Due to the festive season, people clean their houses, which causes exposure to dust. This affects the elderly and children, besides troubling asthmatic patients,"" she says.The body takes time to adjust to the variation in temperatures. The elderly should take adequate precautions like protective clothing with the onset of winter and go out for walks only after the sun is up. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Iran: 5 ways to improve indoor air quality,"Pakistan, Nov. 08 -- We tend to think of air pollution as something outside -- smog, ozone, or haze hanging in the air, especially in summer. But the truth is, the air inside homes, offices, and other buildings can be more polluted than the air outside. The air inside your home may be polluted by lead (in house dust), formaldehyde, fire-retardants, radon, even volatile chemicals from fragrances used in conventional cleaners. Some pollutants are tracked into the home. /Some arrive via a new mattress or furniture, carpet cleaners, or a coat of paint on the walls.In that mix, you'll also find microscopic dust mites -- a major allergen -- plus mold and heaps of pet dander, says David Lang, MD, head of Allergy/Immunology at the Cleveland Clinic. ""Even if you don't have pets, you've probably got pet dander,"" he tells WebMD. ""It's become what we call a community allergen. Pet owners carry it around on their clothes and shed it throughout the day. You can't get away from it.""Children, people with asthma, and the elderly may be especially sensitive to indoor pollutants, but other effects on health may appear years later, after repeated exposure.Indoor allergens and irritants have become much more important in recent decades because we're spending more time indoors, Lang says. And because modern homes are airtight, these irritants can't easily escape. ""We're all exposed to a greater degree than we were three or four decades ago,"" he says.5 simple steps to improve indoor air quality1. Keep your floors fresh.Suck it up. Chemicals and allergens can accumulate in household dust for decades. By using a vacuum with a HEPA filter you can reduce concentrations of lead in your home. You can also get rid of other toxins, like brominated fire-retardant chemicals (PBDEs) as well as allergens like pollen, pet dander, and dust mites.Using a vacuum cleaner that has strong suction, rotating brushes, and a HEPA filter ensures that dust and dirt won't get blown back out in the exhaust. In high traffic areas, vacuum the same spot several times. Don't forget walls, carpet edges, and upholstered furniture, where dust accumulates. For best results, vacuum two or more times each week and wash out your filter regularly.Mop it up. Mopping picks up the dust that vacuuming leaves behind. You can skip the soaps and cleaners and just use plain water to capture any lingering dust or allergens. New microfiber mops (and dust cloths) reportedly capture more dust and dirt than traditional fibers and don't require any cleaning solutions whatsoever.Keep it out. Put a large floor mat at every door. People track in all sorts of chemicals via the dirt on their shoes. A door mat reduces the amount of dirt, pesticides, and other pollutants from getting into your home. If the mat is big enough, even those who don't wipe their shoes will leave most pollutants on the mat -- not the floors in your home.If you live in a home built before 1978, there's a good chance that lead paint still exists on your walls. But even in a newer home, you may face lead exposure -- from lead dust tracked in from outside. Lead dust can raise the risk of exposure for young children -- a serious problem that can damage the brain, central nervous system, and kidneys. Pesticides are also linked with brain damage in young children. Kids are vulnerable to higher exposures because they tend to get dust on their fingers and then put their fingers in their mouths.To best protect your family, ask people to remove their shoes when entering your home. Keep house shoes, slippers, and socks near the door.2. Keep a healthy level of humidity. Dust mites and mold love moisture. Keeping humidity around 30%-50% helps keep them and other allergens under control. A dehumidifier (and air conditioner during summer months) helps reduce moisture in indoor air and effectively controls allergens, Lang says. An air conditioner also reduces indoor pollen count -- another plus for allergy-sufferers.More tips for dehumidifying your home:Use an exhaust fan or crack open a window when cooking, running the dishwasher, or bathing.Don't overwater houseplants.Vent the clothes dryer to the outside.Fix leaky plumbing to prevent moisture-loving mold.Empty drip pans in your window air conditioner and dehumidifier.3. Make your home a no-smoking zone. ""Probably the single most important aspect of indoor air pollution is secondhand cigarette smoke,"" says Philip Landrigan, MD, a pediatrician and director of the Children's Environmental Health Center at Mount Sinai School of Medicine in New York City.Cigarette smoke contains more than 4,000 chemicals. Research shows that secondhand smoke increases a child's risk of developing ear and respiratory infections, asthma, cancer, and sudden infant death syndrome (SIDS). For the smoker, this addiction causes cancer, breathing problems, heart attacks, and stroke.If you want to stop smoking, support groups, nicotine-replacement therapy, and other medications can help. Find a method that works for you, get some support (friends, family, fellow quitters, counseling), and think positive. Focus on your reasons for quitting -- not on your cravings.More Americans than ever before have kicked the habit, according to the CDC. But if you relapse, make sure you don't smoke inside the house. ""If you just can't quit, at least smoke outside,"" Landrigan says.4. Test for radon. Whether you have a new or old home, you could have a radon problem. This colorless, odorless gas significantly raises the risk of lung cancer. Radon is the second leading cause of lung cancer in the U.S. today. If you smoke and your home has high radon levels, your risk of lung cancer is especially high.Radon is a radioactive gas. It comes from the natural decay of uranium found in nearly all soils. It typically moves up through the ground and into your home through cracks and holes in the foundation. Drafty homes, airtight homes, homes with or without a basement -- any home can potentially have a radon problem.Granite countertops have also been linked to radon. While experts agree that most granite countertops emit some radon, the question is whether they do so at levels that can cause cancer. Testing is easy, inexpensive, and takes only a few minutes. If you discover a radon problem, there are simple ways to reduce levels of the gas that are not too costly. Even high radon levels can be reduced to acceptable levels. The Environmental Protection Agency offers a ""Consumer's Guide to Radon Reduction.""5. Smell good naturally. You may associate that lemony or piney scent with a clean kitchen or clean clothes. But synthetic fragrances in laundry products and air fresheners emit dozens of different chemicals into the air. You won't find their names on the product labels. Conventional laundry detergents, fabric softeners, dryer sheets, and air fresheners in solid, spray, and oil form may all emit such gasses.In one study, a plug-in air freshener was found to emit 20 different volatile organic compounds (VOCs), including seven regulated as toxic or hazardous under U.S. federal laws. But these chemicals were not included on the label -- only the word ""fragrance"" is required to be listed. But the actual composition of the fragrance is considered a ""trade secret.""Most fragrances are derived from petroleum products, and generally haven't been tested to see if they have any significant adverse health effects in humans when they are inhaled. (Tests usually focus on whether a fragrance causes skin irritation.) Some that have been tested raise concern. Phthalates are a group of chemicals often used in fragrances and also used to soften plastics. Studies show that phthalates disrupt hormones in animals. What can you do?Look for fragrance-free or naturally-scented laundry products.Switch to mild cleaners that don't include artificial fragrances.Stop using aerosol sprays -- deodorants, hair sprays, carpet cleaners, furniture polish, and air fresheners.Let in fresh air. Open windows so toxic chemicals don't build up in your home. What if you or your child has pollen allergies? Then keep rooms ventilated with a filtered air- conditioning system.Use sliced lemons and baking soda to get a clean scent in the kitchen.Bring nature indoors. Any room is prettier with a fern, spider plant, or aloe vera. It's also healthier. NASA research shows that indoor plants like these act as living air purifiers -- the foliage and roots work in tandem to absorb chemical pollutants released by synthetic materials. If you have kids or pets, make sure the plants aren't poisonous if ingested. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
BAngladesh: Air pollution in Ctg city poses serious health hazards,"Pakistan, Nov. 13 -- The air pollution from emission of black smoke of the unfit and ramshackle vehicles coupled with dusts in the port city has hit the highest point posing serious health hazards. Various diseases like bronchitis, asthma, breathing problems are almost doubled among the city dwellers owning to air pollution for last five years, physicians observed. Environmentalists said the air pollution from thousands of unfit vehicles has reached 100 per cent instead of its maximum tolerable range as considered 65 per cent of Hard Ridge Unit. /Besides, the pollution from dusts has also reached 300-400 microgram, though its tolerable range is 200 suspended particulated matters, microgram. The environmentalists detected the reason of such environmental deterioration in the port city for joint black smoke air, left out by the old and unfit vehicles with dusts in the open space. The doctors observed that such environment deterioration will continue unabated in the port city the respiratory deceases will be four times higher among the city residents. Chittagong environment directorate source said, a few swarming places including Bahaddarhat intersection, GEC crossing, Chawk Bazar, New Market and Agrabad commercial areas are the worst hit the air pollution in the city . Chittagong environment directorate source said most of the unfit diesel run different modes of transports is solely responsible for causing serious air polluting in the city. The Bangladesh Road Transport Authority, Chittagong office source said over 20749 unfit lights and heavy vehicles including trucks, pickup, car and bus have been plying in the roads in the Chittagong city district and its adjacent areas without fitness certificates, depriving the government of huge revenues. Among the vehicles, diesel driven truck and pickup are 9100, bus 2200, car 7600 and rests 1849 are different vehicles like tempo, human hauler and microbuses, the source added. The BRTA, CED and traffic department of Chittagong metropolitan police have realised nearly Tk 1.2 crore as fine from 12,273 unfit and old vehicles in the port city since August 2002. Among the penalty CED realised Tk 48,78,000 from 1084 vehicles, BRTA realised Tk 41 lakh and traffic department realised Tk 12,12,800 from 6064 vehicles during the said period. The three state own organisations also filed 4132 cases against the such vehicles for polluting air during the period. The BRTA assistant director, Masud Alam, said those unfit vehicles not only polluted the air in the port city but also dodged around one fourth of the revenue in per fiscal year. Sources in the Chittagong Medical College Hospital said the patients of bronchitis; asthma and respiratory diseases have become almost double in last five years. Emergency and casualty department of the CMCH said over 323 accidents took place in Chittagong, Cox's bazar, Rangamati, Bandarban and Khagrachhari district in 2008-2009, which left 321 people dead and 450 injured and many accidents remain unreported. An ENT specialist, Dr Abdus Sattar, said the patients of asthma, cough lung and other allergy related disease become almost double to triple due to air pollution. Mohammad Abdus Sobhan, director of the CED, said they are carrying out the drive against emission of black smoke of the vehicles with the help of Chittagong district administration, traffic department, metropolitan and district police. But he admitted that the lack of coordination among government monitoring bodies are also responsible for stopping air pollution. He also suggested for water spray in the roads and enough tree plantation and beautification works to arrest the air pollution. Published by HT Syndication with permission from Right Vision News. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
