headline,body
"Coronavirus spread, lockdown revolutionized the world: Prof Zafar"," Measures taken to curb the spread of Coronavirus and ensuing lockdowns have revolutionized the world, leading to a significant reduction in air pollution and the spread of complex diseases among citizens. There has also been a decline in ozone depletion from air pollution and toxic gases./These views were expressed by Principal Post Graduate Medical Institute (PGMI) and Amir Uddin Medical College Prof. Dr. Sardar Muhammad Al-freed Zafar, while talking to media on Sunday. He also appealed to the citizens to change their lifestyle till the availability of coronavirus vaccine. 'We have to change our lifestyles and learn to live with this virus, he added./He said that Corona Virus is not only in Pakistan but the whole world is under its grip. He said that we can succeed in defeating the virus. He said that people should not take advantage of the Government's easing of lockdown, keep in mind Government's SOPs while shopping in the markets and do not take children with them./The Principal PGMI said that if the public did not follow the SOPs as per the directions of the government, the consequences could be dire and the hard work of doctors, nurses and paramedical staff fighting on the front lines could go down the drain. He further said that the only solution to restrain the spread of the virus was to maintain social distance and to follow the process of washing hands frequently.  Prof Al-Freed Zafar stated that citizens should also be aware of the environment around them and keep it clean and spray disinfectant to prevent diseases. He also urged the youth to give more importance to tree planting so that the country could be greener and the damage caused by climate change could be avoided."
Smog Fine," Throughout the course of the last few years, readings on the Air Quality Index (AQI) for Lahore have exceeded 600 crossing into extremely hazardous levels-owing to a multitude of reasons; one of which is increased road traffic. Finally, in recognition of lax laws and procedures to counter such a toxic atmosphere, the Lahore High Court (LHC) ordered a fine, ranging from Rs200 to Rs2000, on vehicles that emit excessive smoke into the environment with the hopes that the objective to minimise air pollution is achieved./Environmental experts, health professionals and activists have, time and time again, displayed their horror while observing the deteriorating quality of the atmosphere in the metropolis but have been unable to encourage prompt change. This inaction is particularly shocking given that there are a number of provincial and national laws that deal with depreciating air quality. Clearly, implementation should be the next objective of the government to ensure that any threat to the health of the masses, or their quality of life, is eliminated immediately./For this reason alone, LHC's initiative to fine smoke emitting cars is welcome because it targets one of the most significant polluters, especially considering that the average number of cars owned by each household in Lahore keeps increasing. Even the call to send such vehicles for impounding stands to set an important precedent for the masses, coaxing large-scale change to occur systematically. Another helpful aspect of the judgement passed by Justice Shahid Karim is the order for the submission for recommendations by the Environment Commission. This allows for the city to explore new avenues through which positive growth can be achieved, if such legislation fails to produce progressive results./The problem of long-standing, extremely noxious and disabling smog is one that has evolved into a phenomenon that is becoming increasingly hard to overcome as time passes. Limiting the number of cars we let onto the roads and regulating the types of cars driven within the city is one way to improve the AQI substantially."
Reduction of air pollution," The environment is being affected by COVID-19. Even before the pandemic, one of the most prominent issues was air pollution, as many regions were affected by the disease of air pollution coming from traffic and industries. According to the State of Global Air/19, air pollution was the 5th leading risk worldwide in 2017. Due to air pollution, 5 million people died globally. WHO reported that air pollution causes 4.2 million premature deaths annually. The majority of people died due to this disease, but now global warming has been changed due to the 6 months lockdown and because of the stopping of traffic and industries, air quality has been improved./Nonetheless, CO2 levels in the atmosphere reached their highest monthly average ever recorded in May - 417.1 parts per million. This is because the carbon dioxide humans have already emitted can remain in the atmosphere for a hundred years; some of it could last tens of thousands of years./India's capital is one of the most polluted cities in the world but its skies had turned blue and many peoples become able to see the Himalaya mountains. In Venice, Italy, canal water is so fresh that fish can be easily seen."
"Two-stroke rickshaw, chief pollution contributor in Peshawar"," Almost extinct in other parts of the country, the decades old two-stroke rickshaws were largely contributing to environmental polluting in Khyber Pakhtunkhwa metropolis, Peshawar, sadly without any check./These two-stroke noise creating rickshaws release much hazardous smoke which besides polluting the environment shed a very bad impact on human health. roximately there are over 70000 rickshaws in Peshawar with more than half having no registration. Among these rickshaws over 8000 are two-stroke. The excessive numbers of rickshaws are not only a major reason for traffic mess in Peshawar but above all a big challenge to environment protection and safety to human health./The health risks of air pollution created by these rickshaws are much more serious as poor air quality increases respiratory ailments like asthma and bronchitis that heightens the risk of life-threatening conditions./Azerbaijan liberates 13 more villages from occupation/Chaos on roads along with emission of hazardous gases by vehicles, especially by rickshaws, was growing and so was the threat to the people's health. No doubt these rickshaws are major pollution contributors, producing significant amounts of nitrogen oxides, carbon monoxide, and other pollution./According to a recent study conducted in several parts of the city, presence of carbon monoxide and nitrogen oxides in the air was much higher than the international standard set by the World Health Organization./The noise level in the city ranges from 90 to 100 decibels though its limit set by WHO is 85 decibels. Doctors blame rickshaws for noise pollution, which, according to them, was the major cause of high incidence of hearing impairment, hypertension and heart problems among locals. /Dr Hamza Khan of Khyber Teaching Hospital said the noise generated by three-wheelers had a negative bearing on human hearing and caused blood pressure, hypertension, palpitation, breathing difficulty, stomach problems, stress and sleep disorders. He said his 30 percent patients complained of hearing problems largely due to high noise levels of rickshaws./Trump official held talks in Syria to free US hostages/Interestingly, when asked by a two-stroke rickshaw driver why he was polluting the air, he harshly answered that he was not robbing the people but just earning livelihood for his children. However when calmed, he said in fact this rickshaw could not be run without mixing engine oil in its fuel and it has to burn the lubricants and release smoke./Most of the rickshaws drivers even have no proper legal documents of the vehicle and driving licenses. Moreover almost all two-stroke rickshaws were having no horn, proper headlights, indicators and above all proper brake mechanism which frequently caused major or minor road mishaps on city roads. /Though many of the rickshaw owners have acquired four stroke rickshaws that were comparatively environment friendly with less noise pollution but still there were scores of smoke emitting two-stroke rickshaws causing air and noise pollution in the city. /Police arrest Capt (retd) Safdar: Maryam Nawaz/Arshad Ali, a shopkeeper, said though the incumbent KP government had streamlined the affairs of cleanliness on the ground however the air was being badly polluted by the two-stroke rickshaws which needed solid steps to contain. This was a thought provoking situation for the authorities concerned, he added."
Smog to further intensify as PDMA takes steps to," The smog phenomenon is likely to further intensify in provincial capital in the next couple of days, taking the air pollution level above 400 on air quality index, which can also cause breathing difficulties./The Provincial Disaster Management Authority (PDMA), however, claimed that effective multiple steps were being taken to tackle the smog situation./PDMA Director Nisar Sani told  here on Tuesday that a state-of-the-art monitoring cell had been set up, which was closely monitoring the situation and taking steps in coordination with the allied departments. The latest technology was being used to monitor anti-smog activities in the province./He said transport sector was a major factor behind smog, as it was contributing 42 per cent of the total pollution. To control transport related emissions, stringent steps were being taken by the PDMA, along with allied departments, he said adding that fine amounting to Rs 15 million had been imposed on smoke-emitting vehicles in the provincial capital besides issuing around 8,000 challans during the ongoing crackdown./Karabakh yet another failure: French daily/During the last 24 hours only, he said that 270 smoke-emitting vehicles were impounded whereas 338 industrial units were sealed besides arresting 18 violators. Rs 1.9 million fine was imposed over violations during the said period and 87 FIRs were got registered. Encroachments were causing congestion and slow traffic flow on roads, he said adding that operation was being conducted against encroachments. /Ride sharing concept was being promoted under which single person ride usage would be discourage because when every individual would come on road with a vehicle, it would ultimately increase traffic and more emissions. /He said electric vehicles were future of the country and a vital source to tackle environment related issues. The provincial government was working on it to replace old fuel reliant vehicles with environment friendly electric vehicles./In the first phase, he said locally manufactured electric rickshaws were being introduced which would help in decreasing air pollution in the city. He said the rickshaws would be cheap and economically low cost than traditional rickshaws as these would be saving fuel consumption./Court indicts Shehbaz, Hamza in money laundering case/Availability of spare-parts related to the rickshaws and its maintenance would be ensured. As major portion of passengers in the provincial capital used public transport, he said the government was planning to ply electric buses./He urged citizens to demonstrate like a responsible member of society and contribute for making the envi-ronment pollution-free./He said burning of crops residue was also a major source of smog; however, the PDMA was using the latest satellite images through SUPARCO to identify stubble burning spots and prompt action was being taken accordingly with the help of revenue and other departments. FIRs were being lodged on stubble burning by the relevant departments, he added./He said that massive residue burning exercise was witnessed at Indian side which was also adding smog intensity in Pakistan. /The PDMA official said that water sprinkle activities were also being carried out to minimise dust which was also a source of smog and water sprinkle activities were carried out in 11,259 localities in last three days./Biden brushes off Trump not recognizing his victory/Commenting on brick-kilns closure, he said that all kilns operating on old technology had been closed down until Dec 31 and kilns using the latest zig-zag technology were allowed to operate.  /December 31 was also a deadline for old technology brick kilns to convert to new technology, he said adding that the provincial government was also facilitating the brick-kiln owners of getting loans amounting to Rs 1.2 million to convert their kilns to the latest technology./He said that further rise in smog was expected in coming days; however, the PDMA was vigilant and taking effective measures to minimise its effect. He also urged people to take all precautionary measures to avert health implications of smog."
Light rain forecast from Saturday to Monday," The local meteorological department has forecast light to moderate rain with strong winds from Saturday to Monday in Faisalabad. There was also a possibility of reduction in the Air Quality Index in third major metropolis of the country, said Ahmed Ikram, the Assistant Director Environmental Testing Laboratory, Department of Environmental Protection Faisalabad. Talking to media on Wednesday, he said the air quality index should be between 50 and 120 under normal conditions but lack of rains and smog increased the Air Quality Index up to 300 which was very dangerous for human health. 'If it rains, it will reduce smog and seasonal diseases', he said. He said brick kilns were also being closed for reducing air pollution but kilns with zigzag technology would be allowed to run./He also asked farmers to avoid burning residues of crops while people should refrain from burning garbage as smoke was not only polluting environment but also causing smog./Six brick kilns sealed over violation/The district administration sealed six brick kilns over violation of environment protection laws./A spokesman for the local administration on Wednesday said assistant commissioners and officers of the environment department visited various areas and sealed six brick kilns due to old technology./He said owners of brick kiln were requested to install zigzag technology if they wanted to run their kilns but most of them did not pay heed./Govt providing incentives to livestock breeders/Advisor to CM Punjab for Livestock  and  Dairy Development Faisal Hayat Jaboana said that the Punjab government was providing incentives to calf breeders with aim to promote livestock sector and to enhance milk and meat production in the province./Addressing the prize distribution ceremony at tehsil Athara Hazari under 'Safe the Calf and Feedlot Fattening' scheme, he urged livestock farmers to become part of the 'Save the Calf' scheme and increase meat production and play their due role for the improvement of the economy. He asked the farmers to also get benefit from the facilities and incentives being provided by the livestock department. Earlier, he distributed cheques of Rs 1.4 million among 179 farmers. Director Livestock Dr Mahmood Akhtar, Additional Director Dr, Ghulam Abbas and other officers were present on the occasion./PMU set up to monitor water project phase-II/A Project Management Unit (PMU) has been set up under the management of the WASA to monitor the water project Phase-II worth Rs 14 billion./Deputy Commissioner Muhammad Ali inaugurated the PMU at Gulistan Water Works while Managing Director Wasa Jabbar Anwar Chaudhary, Vice Chairman Sh Shahid Javed, Additional Director General FDA Amir Aziz and others were also present/Speaking on this occasion, the Deputy Commissioner said that Water Project Phase-2 would provide 25 million gallons of clean drinking water to the masses through modern technology./He said that with completion of the project, 600,000 people in eastern part of the city would had access to safe drinking water./On this occasion, Vice Chairman Wasa Sheikh Shahid Javed said that the mega project would be completed with foreign investment while 19% funds will be provided by the Punjab government./Six clinics sealed/The district health authority sealed six clinics run by unauthorized medical practitioners./District Health Officer Dr Ataul Munim along with his team inspected clinics, medical stores and laboratories in different parts of the city and sealed Fatima Maternity Hospital in Dhudiwala, Bilawal Dental Clinic, Saleem Dental Lab, Aamir Clinic, Zahid Family Clinic in Mansoorabad and Al-Raheem Dental Clinic in Nishatabad./The team sent their cases to the Punjab Healthcare Commission, said a spokesman for the health department on Wednesday."
World Pneumonia Day," High temperature with heavy breathing and wheezing; nine-month old Tehreem is cuddled in her mother's arms. Nasreen, 22, had taken her to the health house in her neighbourhood and then to the lady doctor who sits in the clinic in the main G-6 Markaz, but no one could tell her what was wrong./Within a few days, her situation got worse as she started to struggle with her breathing, chest heaving up and down. That's when she had to be rushed to the Emergency at Pakistan Institute of Medical Science (PIMS). It was there that the doctor gave her an injection and got a chest X-ray. The report arrived some three hours later, the doctor confirmed that Baby Tehreem had suffered a pneumonia attack./With the plastic cannula inserted in her tiny little hand, Nasreen was able to take her baby girl home; the katchi abadi in Bari Imam in the outskirts of Islamabad. The doctor had prescribed an antibiotic injection course for the next seven days. Although the hospital did not charge for the vaccination, it was too far from home. Nasreen took her to a private clinic, paying Rs 100 per injection, twice a day to complete the 14 injections. Even before the antibiotic course was complete, baby Tehreem had recovered from pneumonia./However, every Pakistani child is not as fortunate as Tehreem. Known as the world's leading infectious killer under five, globally, pneumonia claims one child every 39 seconds./Experts feel the earlier a pneumonia suffering child is brought to a health facility, the more the chances of saving the little life. In our country children with severe pneumonia undergo a number of trial and errors, before they could actually reach the right health facility for the right treatment at the right time. It is therefore important to reach a child specialist whether at a private or a public hospital./There are many factors which make pneumonia an important cause of infant and child mortality. Malnutrition is the dominant risk factor for pneumonia and pneumonia associated mortality as babies with low birth weight and poor nutrition make our children more prone to pneumonia./Babies who live in overcrowded places, where indoor pollution levels are high and sanitation is poor, are particularly susceptible. Low rate of exclusive breastfeeding for the first six months of life is another major concern which makes our children more vulnerable. Therefore, prevention is to be focused on more as compared to treatment./Pneumonia experts have recently warned that children in these settings may be more vulnerable to COVID-19 due to a confluence of risk factors including malnutrition, air pollution, low vaccination rates and poor access to healthcare./In 2012, with support from Gavi, the Vaccine Alliance, Pakistan became the first South Asian country to introduce a vaccine for pneumonia, a cost-prohibitive vaccine costing a little over 133 US dollars (in 2012) for the entire course of three injections./However, the government, with support from Gavi, the Vaccine Alliance provides it for free in its Expanded Programme on Immunisation for the entire cohort of 7.9 million children born in the country. And yet, it killed more than 58,000 children under-five in 2018-more than 7 child every hour./The biggest hurdle in Pakistan`s fight against pneumonia is the low routine immunisation (RI) coverage which stands at a dismal 66 percent, according to PDHS 2017/18./If administered, vaccines like pneumococcal conjugate vaccine and haemophilus influenza type B (Hib) which targets the leading bacterial causes of childhood pneumonia have the potential to save thousands of lives, drastically reducing Pakistan's under five mortality rate. Yet children continue to die from this illness./Also known as the poor child's disease, pneumonia can push families into poverty. This is because poorer children are less likely to be protected against diseases but are also less likely to be able to access treatment for the diseases that they are not protected against./This traps them in a cycle of poverty and poor health-a cycle that becomes more difficult to escape with each case of vaccine preventable disease and its associated costs to the family./A deeper dive reveals that access substantially varies by geography and income status. In 2018, PCV-3 coverage among 1-year olds stood at 90 percent amongst the richest households while it was only 50 percent for the poorest households/Reaching these harder-to-reach communities, children living in the urban slums and security compromised areas, who have never been vaccinated is the only way we can actually reach our goals of ending preventable child deaths./This World Pneumonia Day in the age of Covid-19, is a sombre reminder of the urgent need to reduce health inequality and to ensure no child dies from pneumonia or any vaccine preventable disease."
Smog situation likely to be satisfactory," The smog situation is likely to remain satisfactory in the provincial capital during the next few days with air pollution level expected to be around 200 on average at air quality index./A recent spell of rain in the city had provided much needed relief to the citizens from hazardous pollution levels which had crossed 400 before the rain./Whereas, anti-smog drive was also continuing in the city and other areas of the province carried out by the Provincial Disaster Management Authority (PDMA) and allied departments./A PDMA official on Saturday claimed that effective multiple steps were being taken to tackle smog situation. /He said that a modern monitoring cell set up at the PDMA was closely monitoring the situation and steps in coordination with allied departments. /The latest technology was being used to monitor anti-smog activities being carried out throughout the province. /He said transport sector was a major factor behind smog as it was contributing 42 per cent of the total. To control transport related emissions, stringent steps were being taken by the PDMA, he said, adding a fine of over Rs 30 million was imposed on smoke emitting vehicles till November 18 in the provincial capital during the ongoing drive besides registering 4,998 FIRs. /Kabul attacks part of US proxy war: Iran/During the last 24 hours, he said that 218 smoke emitting vehicles were impounded whereas, 43 industrial units were sealed besides arresting eight violators. /A fine about Rs1.2 million was imposed and 98 FIRs were got registered. /The encroachments were causing congestion and slow traffic flow on roads, he said adding that operation was being conducted against encroachments. /Ride sharing concept was being promoted under which single person ride usage would be discourage because when every individual would come on road with a vehicle, it would ultimately increase traffic and more emissions. /He said electric vehicles were future of the country and a vital source to tackle environment related issues. The provincial government was working on it to replace old fuel reliant vehicles with environment-friendly electric vehicles. /In the first phase, he said locally manufactured electric rickshaws were being introduced which would help in decreasing air pollution in the city. /'Hiroshima of Caucasus' freed from Armenian forces/He said the rickshaws would be cheap and economically low cost than traditional rickshaws as these would be saving fuel consumption. Availability of spare parts related to rickshaws and its maintenance would be ensured. /As major portion of passengers in the provincial capital used public transport, he said the government was planning to ply electric buses. /He said burning of crops residues was also a major source of smog, however the PDMA was using latest satellite images through SUPARCO to identify stubble burning spots and prompt action was being taken accordingly with the help of revenue and other departments. FIRs were being lodged on stubble burning by the relevant departments, he added. Contrary to stubble burning in Pakistan, he emphasized that massive residue burning exercise was witnessed in Indian side which was also adding smog intensity in Pakistan. /The PDMA official said that water sprinkle activities were also being carried out to minimize dust which was also a source of smog and water sprinkle activities were carried out in 1,020 localities in last 24 hours. /Russia: Armenia reaffirms commitment to Karabakh deal/Commenting on brick kilns closure, he said that all kilns operating on old technology had been closed down until December 31 and kilns using the latest zig-zag technology were allowed to operate only. December 31 was also a deadline for old technology brick kilns to convert to new technology, he said adding that the provincial government was also facilitating the brick kilns owners of getting loans amounting to 1.2 million to convert their kilns to the latest technology. "
"Safe methods for waste disposal can play role in controlling pollution, says Bakht"," Smog is a form of air pollution that is exacerbated by climate change. /Temporary restrictions on industry and transportation are not the solution and shifting of industries on environmental friendly technology and electric vehicles require time and resources, which are gradually being ensured. /On the other hand change in social behaviour is a matter of time for a quick and lasting solution to the problem. /Further, increasing the number of trees in industrial and residential areas, reducing the use of fuel: powered rides and using safe methods for waste disposal can play an important role in controlling pollution. These views were expressed by Punjab Finance Minister Makhdoom Hashim Javan Bakht addressing a seminar on the role of civil society in controlling pollution organized by the Punjab Disaster Management Authority on Monday./Shibli says no restriction on Nawaz, his sons and Dar to come to Pakistan/The Minister said that changing social attitudes to control pollution is not possible without the involvement of civil society, educational institutions and the media. /He said that the civil society representatives should be aware of the harmful health effects of pollution and discourage the causes of pollution. Students should be made part of tree planting campaigns. NGOs and organizations should promote pollution control activities at the local level. The Minister said that the research scholars should introduce ideas for a healthy and clean environment. /Other participants of the seminar included Punjab Relief Commissioner Babar Hayat Tarar Director Punjab Disaster Management Authority Raja Khurram Shehzad Umar, Chairman Urban Development Unit, representatives from civil society and media and faculty members from various universities. /Punjab Relief Commissioner Babar Hayat Tarar briefing the seminar participants about the causes of increase in air pollution and smog said that the main cause of pollution in cities is smoke from transport which is 43% of air pollution.  Sustainable pollution control measures are being taken at the government level. /PM Khan to chair NCC meeting today/The process of shifting brick kilns to Zigzag technology is also underway. /The Punjab Disaster Management Authority is ensuring operations on a daily basis. Local level committees have been hired to control fires in villages and monitor industrial units. /He agreed the civil society representatives to form committees at the community level in cities is being accepted. /Under the Environment Department, installation of modern machinery for measuring air quality and controlling pollution from different parts of the city is also being ensured./ Khurram Shehzad Omar rised the seminar participants that Punjab Disaster Management giving details of the authority's measures and smog control operations, he said that since October 20, fines of Rs 39,394,340 have been imposed for discouraging smog: causing activities, 2,148 industrial units and 8,579 vehicles have been impounded, while 1,402 kilns have been converted to Zigzag technology while the rest of the kilns are being converted to modern technology. /Canada's top diplomat says national security to dictate Huawei 5G involvement decision/The Chairman Urban Development Unit informed the seminar participants that for the last 20 years no systematic traffic plan has been formulated in the city nor communication plans and coordination of various authorities for the construction of cities has been made. /The present government is formulating a regular traffic plan with an ropriate plan for urban development. /The seminar participants reciated the government's measures to control smog and the PDMA's mechanism, stressed the need to increase the efficiency of the environment department and assured of playing a positive role in changing social attitudes."
Indian State-sponsored terrorism being discussed by the world: DG ISPR," Director General of Inter Services Public Relations (ISPR) Major General Babar Iftikhar on Thursday said the dossier presented by Pakistan would be flagged at all global fora to highlight Indian State-sponsored terrorism on its territory./The dossier brought forward the proofs of India as a State sponsoring terrorism, vindicating what Pakistan had been stating for long, he said in an interview with Global Village Space (GVS) magazine./During the interview, the ISPR DG dilated upon diverse security and defence related issues linked with regional peace and stability, including the China Pakistan Economic Corridor (CPEC), Afghan Peace Process and the situation in Indian Illegally Occupied Jammu and Kashmir (IIOJK)./Major Gen Babar said the matter started with the revocation of Article 370 of Indian Constitution (in August, 2019) stripping the IIOJK of its special status to IIOJK. 'Ever since then India has been facing negative Press.'/One dead, seven injured in Rawalpindi blast/He said the world had taken note of the dossier and started discussing it. 'Despite a lot of Indian efforts, an objective analysis of the dossier has been started by the global community' and that objectivity was a major plus, he added./The Foreign Office, he said, had presented the dossier to the permanent members of the United Nations Security Council (P-5 countries), the UN Secretary General./The latest statement of Organisation of Islamic Cooperation (OIC) (at the session of its Council of Foreign Ministers held in Niger), he said, had endorsed it where Foreign Minister Shah Mahmood Qureshi interacted with his counterparts from its member countries./'It has been a strong worded statement of the OIC on what is happening in the IIOJK,' he added./The ISPR DG vowed:'Here on, we are going to take it to every possible forum and it's not one of the things rather there has been series of actions made in the aftermath.'/Beijing lashes out at US over backlisted companies/To a question, he said India perceived CPEC as a game changer for the region as it would provide connectivity to the entire region. '[In this scenario], Pakistan became a connectivity hub after the inception of this project. This project has the ability and potential to bring prosperity to the whole region and its not only a mere North West thing.'/He said CPEC was an economic initiative which was visible from its name. However, Indians were uncomfortable and had very strange arguments about the project, he added./Major Gen Babar underscored that security issues around the CPEC project were increasing. 'Indians have decided that there are such timelines after which CPEC becomes irreversible so it should be retarded before that time limit. They don't want to let the project become successful.'/He said the Pakistan Army had raised two divisions for the project's security whereas eight to nine regular regiments were maintained for the protection of the routes of entire corridor./UN adopts Pakistan's resolution on inter-religious, cultural dialogue/Paramilitary forces were also the part of the security apparatus for the CPEC routes, he added./'We are taking every possible measure to secure CPEC where our Chinese counterparts have expressed their satisfaction on the security measures.'/He said the Indians were trying to tarnish Pakistan's international image to harm CPEC./The Indian sponsored terrorists were targeting the Chinese manpower and local labour working on the project, he said./'There are a lot of dimensions to the security of this project (CPEC). Alhamdulilah (By the grace of Almighty Allah) we have taken all-out measures.'/As regards terrorist attacks from across the Afghan border on its soil, the ISPR DG said, Pakistan was in regular contact with the Afghan government over the matter. Pakistan realized that the Afghan government had capacity issues and never blamed them for the terrorism from across the border, he added./Brexit talks in limbo as UK claims EU comes up with new demands at last moment/Major Gen Babar, while shedding light on the Indian designs in the IIOJK and along the Line of Control (LoC), said India wanted to externalise what was going inside the country. It had had been continuously trying to tag indigenous freedom struggle of the people of IIOJK to terrorism./'What kind of measures they are taking in IIOJK, increase in the intensity and lethality of ceasefire violations from 2014 to 2019 have increased manifolds. At the time, there are maximum ceasefire violations and deaths in Azad Jammu and Kashmir (AJK).'/The ISPR DG said India was linking the Kashmir freedom movement with terrorism and blaming Pakistan for the so-called infiltration into IIOJK. However, the UN military observer missions, deputed both in India and Pakistan, and the global missions taken to the LoC (by Pakistan) to show the deployment and security grids developed by India, ruled out any such possibility, he added./Ronaldo scores 750 goals for new milestone/He said the IIOJK was the most militarised region in the world with with 900,000 Indian troops deployed, equal to the size of Pakistan Army./'Infiltration in such strict security arrangements is not possible; however, Indians are trying to divert global attention to Pakistan as on what is happening in IIOJK is mainly due to penetration of terrorists.'/He said a group of Ambassadors was taken to the LoC, who saw the damages inflicted by the Indian Army troops at the civilian population (in AJK)./The place about which the Indian military leadership was making a noise that around 150-200 terrorists were ready to enter the IIOJK, was also shown to the Ambassadors of various countries./Major Gen Babar said: 'Either they [Indian Army Troops] fire on us or we fire back on them it is the Kashmiris who will suffer. It is a regular Indian pattern that we see they employ to externalise their internal issues.'/PDM's sole purpose is to save their corruption: Sheikh Rashid/He added that the Indians were in the state of denial whereas Pakistan on the other side, when the new government came into power, extended its full support for peace./He termed the misinformation and propaganda news proliferating on social media a major challenge./'In order to cope with this, the best thing is to ensure transparency. We have investigated the social media accounts, perpetrating and sharing propaganda news and negative content, are being operated from India.'/To a query on Fifth Generation Warfare, the ISPR DG explained that it employed all tools of national power and focus on two main spheres, which in Pakistan's case were economy and information domains./He said anything related to the Pakistan Army was erroneously shared and propagated to endorse the malicious propaganda of enemy countries./Former AC judge Arshad Malik dies due to coronavirus/He regretted that a trivial news item was reported by the international media that was actually perpetrated from India. He was referring to the social media top trend civil war in Karachi that stormed Twitter resulting in news items reported by the global media./He noted that 90 per cent of negative Press was generated from Indian websites. (In the prevailing misinformation spree) the Indian media had lost its credibility to a larger extent by propagating fabricated and concocted news, he said./India, he said, was targeting Pakistan in diplomatic, economic, military, information and law domains. They were also lobbing before Pakistan's appearance in the Financial Action Task Force (FATF) plenaries. 'India is targeting Pakistan from different directions to target the trajectory Pakistan is having for the future,' he added./The ISPR DG said the threat perception in Pakistan's was very clear that India was equipping itself with advance technological gadgets as all the defence treaties (with other countries) were offering those facilities./Punjab govt to construct parks to overcome air pollution: Firdous Ashiq/The defence spending disparity between Pakistan and India, he said, was 1:9. The world must realise that any imbalance of power in South Asia would impact the region and the entire world, he added./Regarding the western border fencing project, Major Gen Babar said: 'Our aim has been to ensure better management of this project. The fencing has been carried out in one of the most difficult terrains of the area as it has been a very porous border.'/About 83 per cent of Pak-Afghan border was being fenced and would be completed by the end of this month, he added./'Pakistan has also initiated border fencing in Pak-Iran border area of its western borders whereas 30 per cent of the fence has been carried out and will be completed by December 2021,' he said./He explained that some areas were snow clad in the bordering region, where posts would be manned in a different way. A complete management of the western borders would be ensured, which would help control smuggling and other crimes and would have major dividends for the country, he added./Munir Akram calls for equal access to COVID-19 vaccine/The ISPR DG said two world class border terminals, among five to improve border management and trade, would be established at Torkham and Chaman border terminals./The western border, he said, would be completely fenced to contain terrorist activities from across the border and border crimes./To a query about the impact of fencing along the western border, he said the number of terrorist incidents had decreased massively./He said India was making massive efforts create disturbance inside Pakistan, with targeting mainly border areas./He further said:'The Border Management Initiative showed its significance for new military-civil leadership. Prime Minister Imran Khan announced a new border management force, which would be raised under the Ministry of Interior and would centrally manage the national borders from all routes of land and water.'/Edward Snowden urges Trump to pardon Julian Assange/To a question, he said: 'Pakistan's role in the Afghan Peace process is of a facilitator and has done what it can in the best of capacities.'/It was optimistic on the future course of the peace process as it believed that only Afghans had the right to decide what would happen next in the peace negotiations, he added./'All the parties, including Afghan and US governments had acknowledged Pakistan's role in the Afghan Peace Process and said Pakistan played the most positive role in bringing the Afghans, including the Taliban and Afghan government, to the table to hold talks.'/The ISPR DG also explained the military diplomacy doctrine followed by the current army leadership. 'Chief of Army Staff (COAS) General Qamar Javed Bajwa's vision about military diplomacy is that we need peace within and around us, which has been received very positively.'/Pakistan's military leadership, he said, had reached all the military leaderships in the region and around. 'Our military engagements with China, Gulf region, US and Russia and it's all we have gone to explore new venues and taking Pakistan's international image to a new level.'/The outreach, whether it was for military training, strategic venues and others, was giving many dividends to Pakistan, he added./He also shed light on Pakistan's successful fight against COVID-19 and unprecedented civil-military collaboration to effectively cope with the pandemic. 'The Pakistan Army right from the day one has been part and parcel of every effort made by the government and people of Pakistan to deal with the contagion.'/The National Command and Operation Center (NCOC), he said, was manned by both the military and civil officials where the idea was to form a better strategy for amicably dealing with the disease./He said the Information Technology (IT) needs of the NCOC were fulfilled by the Pakistan Army. 'Be it information, IT and administration or enforcement, the Pakistan Army has been the thick and thin of everything involved.'/He said the first wave of COVID-19 provided a chance for capacity building of the deficient departments. 'We should (now) manage the second wave of the wave in a better way.'/The ISPR DG also lauded the role of media in educating and exhorting the masses to check the spread of coronavirus./Being the information arm of the NCOC, he said, ISPR had run many media campaigns worth billions of rupees free of cost to educate, encourage and advise the masses to ensure adherence to safety guidelines./'We have to help each other and remain more careful than before to fight this pandemic, he added."
