headline,body
"Enforce firecracker ban strictly, depts told","Gurgaon: The district administration on Friday banned the usage, manufacturing and sale of firecrackers with immediate effect till January 31, 2023. The administration authorised the pollution board, municipal corporation, police, revenue official, panchayat and block officers to enforce the compliance of the ban and raid places as and when required./Following the order, deputy commissioner Nishant Yadav informed officials about the ban on use, sale and manufacturing of all firecrackers except green crackers. The ban issued under Section 144 of CrPC and Explosive Act will remain in force till January 31, 2023./All government agencies and departments will have to submit a daily report to the administration about the compliance of the ban. /""The ban has been imposed in view of pollution and it will be enforced strictly,"" said Yadav./The air pollution rises between October and January, which causes serious environmental risk with adverse effects on the health of people, particularly vulnerable sections of the population like children, elderly and people with pre-existing respiratory and heart diseases./""The issue of bursting crackers raising air pollution has been taken up by the Supreme Court as well as the National Green Tribunal (NGT). In public interest it is necessary to prohibit the manufacturing, sale and uses of firecrackers except for green crackers,"" Yadav said./ For Reprint Rights: timescontent.com"
Guidelines issued to burst Diwali crackers,"Trichy: Trichy district administration and Tamil Nadu Pollution Control Board (TNPCB) on Monday issued a set of guidelines for people to celebrate a noiseless and pollution free Diwali./Citing the Tamil Nadu government order, Trichy collector M Pradeepkumar said that the state government has permitted bursting crackers between 6am and 7am and 7pm and 8pm. The statement said that the order was passed in line with the October 2018 judgement of the Supreme Court, which instructed manufacturers to manufacture crackers by using raw materials that will reduce the emission level besides directing them to manufacture and sell green crackers in future./The TNPCB also said that the bursting of fire crackers has severe deleterious effects on the health such as causing deafness both temporary and permanent, depending on the intensity of noise they generate. It also causes land, water and air pollution and ultimately impacts the environment./TNPCB also appealed to the people to follow the Do's and Don'ts to celebrate Diwali./Public shall burst fire crackers of less polluting and low sound generating green crackers. Burst the crackers as community fire cracking in a common place with the permission of the district administration/local bodies through the local welfare associations etc./Avoid bursting of joined (series) fire crackers, which creates huge noise. Avoid bursting firecrackers near hospitals, schools, courts and religious places. Avoid bursting of firecrackers near huts and fire prone areas. The collector said that the state government makes a sincere appeal to the people to celebrate a noiseless, smoke-free and safe Diwali with families, relatives, friends and neighbours, TNPCB said./ For Reprint Rights: timescontent.com"
DC: Only green crackers allowed in Pkl till Jan 2023,"Panchkula:While exercising powers under the Explosive Act, 1884 and the Explosive Rules, district magistrate, Panchkula Mahavir Kaushik has prohibited the manufacture, sale and use of all kinds of fire crackers except the green ones within the limits of district till January 31, 2023. /According to the orders of DM Kaushik, regional officer, Haryana State Pollution Control Board, Panchkula has been directed to monitor the air quality regularly and upload the data on the relevant websites. Deputy commissioner of police (DCP) Surinder Pal Singh, commissioner of municipal corporation, sub-divisional magistrate, Panchkula and Kalka, all tehsildars and naib tehsildars, BDPOs (block development and panchayat officer), ACPs (assistant commissioner of police), executive officer/secretary, municipal corporation, Panchkula and municipal council, Kalka, station house officers of all police stations, fire officers and other fire office staff have been directed to enforce this order in letter andspirit. /They have been directed to conduct raids to enforce this order and submit reports about the same daily. The order further states that air pollution causes serious environmental risk with adverse effect on the health of people, particularly vulnerable sections of the population like children, elderly and people with pre-existing respiratory and heart diseases. /Among various events, bursting of firecrackers also affect the air pollution level, as firecrackers not only release metal particles, harmful chemicals and noxious gases in the air, but also increase harmful particulate matters with serious adverse impact on the ambient air quality. /The non-compliance or violation of this order will attract relevant penal action ./ For Reprint Rights: timescontent.com"
Test of firecrackers shows presence of toxic metals: Awaaz Foundation,"MUMBAI: After Awaaz foundation on Thursday found none of the 16 varieties of firecrackers flouting the noise levels, it has found almost 13 of the 22 varieties tested on Saturday containing the banned toxic heavy metals such as barium, lead and arsenic. In a letter, immediately sent to chief Secretary Manu Kumar Srivastava and police commissioner Vivek Phansalkar Awaaz Foundation convenor Sumaira Abdulali, said her foundation analyzed the chemical content of commonly available firecrackers, and found chemicals banned by the Supreme Court including Barium in several of them.""Our test report of October 2022 is attached. Last year, in 2021, the presence of barium was openly displayed on firecracker packaging. This year, none of the boxes even mentioned the presence of barium, although most crackers continue to contain barium,"" she pointed out urging for stringent action. /In 2021, the Supreme Court had expressed serious concern about the effect of hazardous chemicals on people's health. The SC had placed on record Awaaz findings in their Order dated October 29, 2021.The SC had reiterated the ban on barium and said, ""We direct all the states/Union Territories to see that the directions issued earlier by this court and issued by this court are strictly complied with. Any lapse on the part of the state governments/state agencies and Union Territories shall be viewed very seriously and if it is found that any banned firecrackers are manufactured, sold and used in any particular area, the chief secretary of the concerned state(s), the secretary (homes) of the concerned state(s) and the commissioner of police of the concerned area, district superintendent of police of the concerned area and the SHO/police officer in-charge of the concerned police station shall be held personally liable."" Abdulali said the foundation also found the presence of other highly toxic chemicals banned under the Hazardous Chemicals Rules like arsenic, sulphur, chlorine. ""In the interest of health of all citizens, please ensure that no firecrackers containing chemicals banned by the Supreme Court are distributed, sold or used in Maharashtra at any time,"" she stated at the end of her letter.These metallic elements, say experts, are considered systemic toxicants that are known to induce multiple organ damage, even at lower levels of exposure. They are also classified as human carcinogens (known or probable) according to the international environmental protection agencies and the International Agency for Research on Cancer. They also contribute to greenhouse gas emissions and thus the climate change. A year ago the mandatory QR Codes which can track emission levels and are published alongside NEERI certification on the packs of Green Crackers had been found to be fake by the Foundation. Also, a number of other citizens attempting to verify them through an App developed by NEERI, the same Government agency which has developed chemical formula for 'green crackers', had found them fake.The new WHO guidelines of September 2021 say that such an air pollution could lead to reduced lung growth and function, respiratory infections and aggravated asthma among children. In adults, ischemic heart disease and stroke"" and that ""evidence is also emerging of other effects such as diabetes and neurodegenerative conditions"".The WHO has also recommended lower air quality levels for six pollutants including sulphur dioxide and has said that air pollution is one of the biggest environmental threats to human health, alongside climate change. Sulphur and its oxides are a leading cause of acid rain. Firecrackers also emit greenhouse gases and carbon dioxide. State's Mumbai Climate Action Plan has already acknowledged that air pollution levels in Mumbai are high during winter and that there is an urgent need to control air pollution. We request that the state should ban all fake 'green crackers' from distribution, sale and use to safeguard health, environment and climate change,"" environment activists said. For Reprint Rights: timescontent.com"
"Need to plug healthcare gaps in post-Covid world, says Soumya Swaminathan","In an exclusive interview with The Times of India 's Steffy Thevar and Piyush Bhusari, World Health Organisation (WHO) chief scientist Dr Soumya Swaminathan spoke about the need to plug the gaps created in healthcare with regard to routine immunization and surveillance during the two years of the pandemic. ExcerptsWhat are the challenges that WHO wants to focus on in a post-Covid-19 world?We are witnessing a rise in tuberculosis infections and deaths. /We will soon have a Global TB Report, which will also indicate a rise in the (TB) infections, especially the multi-drug resistant and paediatric cases. We are increasing screening and using new tools, such as digitaltracking, SMS and apps, which we used Covid-19, for keeping a tab on other infectious diseases. Similar focus is also needed on chronic diseases. We have 25% of Indians with high blood pressure at a young age. We need increased investment in diagnostics and testing for diabetes. We need to train nurses and paramedical staff to use algorithms. We are finding an increased link between air pollution and lifestyle diseases. Housing, sanitation and physical activity are primary factors for the lifestyle-induced ailments. We need to invest in systematic surveillance for NCDs (non-communicable diseases) and understand the burden of illnesses on publichealth infrastructure. We need to fill the gaps created in healthcare during the two years of pandemic.The post-pandemic time has shown us more attention towards mental health. How to tackle this?Mental health is also part of NCDs. Though we are talking about mental health more now, there is very little that WHO can do. The governments must take initiatives and invest more in the sphere. The focus should be on educating more. WHO can provide data and guidelines that can help the governments. We are likely to see a rise in dementia in developing countries, and we are not prepared for it.During Covid-19, we saw excess use of steroids and antibiotics. Are we looking at a possible fallout?Not only excess use of such drugs, we also witnessed their abuse and misuse. We need to have a training mechanism for doctors, maybe their re-registration after regular intervals so that they can update their information. Covid-19 has increased health literacy among people. They must question the prescriptions by their general physicians and stop consuming antibiotics or medicines over the counters.What do you think about the huge amount of vaccines that are being wasted?It is a pity that the vaccines are being wasted. But currently there is no response to the vaccines. Companies had to manufacture the vaccines at their own risk, as it was the demand of the time.Has Covid-19 helped improve health infrastructure?Yes. But we also need to focus on primary healthcare. Though doctors are important, we need to train and recruit nurses and paramedical staff at the primary healthcare centres.Why can't vaccine be developed for ailments like TB?We have the right technology and information for various vaccines. But the right kind of investments, like what we got during Covid-19, would be helpful. Developed countries are still not interested in investment in diseases prevalent in Asia and Africa. For Reprint Rights: timescontent.com"
"Asthma cases rise in city, docs advise caution with crackers","Jaipur: With Diwali barely a week away, doctors have warned patients suffering from asthma and respiratory diseases to take proper precautions as the smoke emmitted from bursting of crackers might worsen their conditions. /Doctors have pointed out that since the weather is changing, the city is already witnessing spike in asthma and other respiratory disease cases. /""Firecrackers produce pollutants which when inhaled by patients suffering from asthma and other respiratory diseases worsen their condition and causes allergy of eyes and nose and affects respiratory tract,"" said Dr Ajit Singh, superintendent, RUHS Hospital. /Dr Singh said, ""People should know how much amount of harmful particulate matter (PM2.5) gets mixed in the air while bursting different kind of firecrackers. A small snake tablet produces 64,500 micrograms per cubic metre of air, which burns in just nine seconds. Ladi, chakri, pulpul, fuljhari, amar all produce particulate matter which get mixed in the air.""/The crackers not only cause air pollution but also it affects global warming, cause noise pollution, produces garbage, and sometimes causes fire incidents. Even before Diwali, the clinics and hospitals have been witnessing increasing number of respiratory diseases patients. /""It is a tough time for patients of respiratory diseases. With Diwali in mind, people are cleaning their houses which worsens the condition of asthma patients. Already, in 80% of asthma patients, the symptoms have aggravated,"" said Dr Virendra Singh, member of state's Covid-19 advisory committee./ For Reprint Rights: timescontent.com"
"Tests reveal banned metals, chemicals in green crackers","MUMBAI: After Awaaz Foundation on Thursday found that none of the 16 varieties of crackers it had tested flouted noise levels, its tests on 22 types of crackers on Saturday revealed that 13 of them contained banned toxic heavy metals such as barium, lead and arsenic. Of the 22 varieties, 20 were green crackers.Foundation convener Sumaira Abdulali has written to state chief secretary M K Srivastava and Mumbai police chief Vivek Phansalkar saying her foundation had analysed chemical content in commonly available crackers and found chemicals banned by the Supreme Court in them. ""In 2021, the presence of barium was openly displayed on cracker packaging. /This year, none of the boxes even mention it though most crackers contain barium,"" she said, seeking stringent action.In 2021, the Supreme Court had expressed serious concern about the effect of hazardous chemicals on people's health and had placed on record Awaaz's findings in its order dated October 29, 2021. Reiterating the ban on barium, it had warned that any violation of its orders would attract strict action. ""Nobody can be permitted to flout and/or disobey the directions issued,"" the apex court had said.Abdulali said the Foundation also found the presence of other highly toxic chemicals banned under the Hazardous Chemicals Rules such as arsenic, sulphur and chlorine. These metallic elements, experts say, are considered systemic toxicants that are known to induce multiple organ damage even at low levels of exposure. They are also classified as human carcinogens (known or probable), according to global environmental protection agencies and the International Agency for Research on Cancer. Besides, they contribute to greenhouse gas emissions, and thus climate change.A year ago, the mandatory QR codes that can track emission levels and are published alongside NEERI certification on the packs of green crackers had been found to be fake by the Foundation. Also, a number of citizens attempting to verify them through an app developed by NEERI, the government agency which has developed a chemical formula for 'green crackers', had found them to be fake.WHO guidelines of September 2021 say air pollution caused by chemicals in crackers could lead to reduced lung growth and function, respiratory infections and aggravated asthma among children. In adults, WHO warned of a threat of ischemic heart disease and stroke. ""Evidence is also emerging of other effects such as diabetes and neurodegenerative conditions,"" the world body said, calling air pollution one of the biggest environmental threats to human health, alongside climate change.Sulphur and its oxides are a leading cause of acid rain. Firecrackers also emit greenhouse gases and carbon dioxide. The state's Mumbai Climate Action Plan has already acknowledged that air pollution levels in Mumbai are high during winter and there is an urgent need to control it. ""We request that the state ban all fake green crackers from distribution, sale and use in order to safeguard health, environment and climate,"" environment activists said. For Reprint Rights: timescontent.com"
"Jamshedpur: Doctors, animal lovers worried over firecrackers","JAMSHEDPUR: With no Covid restrictions in the state after a gap of two years, revellers are eagerly waiting to celebrate Diwali. Health experts and environmentalists, however, are concerned about the noise and air pollution levels on and after the festival.In Steel City, state pollution board regional director Jitendra Kumar Singh and his team will monitor the pollution level on Diwali night (October 24) at 12 places. Singh appealed to residents of the city to abide by the government guidelines to burst firecrackers with sound limits of less than 120 decibels and within the 8pm to 10pm window. /He also said people should also burst only green firecrackers as recommended by the Supreme Court. This year, the administration has given its nod to set up makeshift firecracker markets only in the open grounds across the district, keeping the safety aspects in mind.Meanwhile, health experts are not sure whether the revellers will stick to the two prescribed norms for firecrackers. Anita Banerjee, a former doctor at the state-run MGMMCH, said, ""Residents have already people have started bursting crackers and no authorities are taking note of it or initiating any action."" She said noise from sudden bursts of crackers can be very damaging for cardiac and neurological patients. Dr Banerjee also said many patients at this time of the year suffer from sudden heart attacks, triggered by sudden explosions of crackers and the chances of heart attacks multiply. She advised all cardiac patients to remain indoors with all doors and windows shut.Kakoli Mukherjee, a teacher, is worried for her mother, who suffers from many chronic diseases, including of the heart, and she said revellers often violate the law and burst crackers in front of her house. In the past, her repeated phone calls to the local police station have never been addressed.Similarly, homeowners with pets and other animal lovers expressed concern over the bursting of crackers during Diwali.P. Chandu, who lives in the Sonari area near a big-budget Kali Puja pandal, lamented, ""For the last two years, my dog had no problems but this time, I'm not sure how my Tuffy, who has become my family member, will react to crackers."" For Reprint Rights: timescontent.com"
"'Covid survivors need to stay cautious in Diwali, winter'","Nagpur: Monsoon withdrawal was once again late and very rapid. There was heavy rainfall till the last week, then sudden change of weather and now onset of winter is on cards. Diwali too is just round the corner. /This year it will be special because people will be celebrating the festival free of the Covid restrictions for the first time after two years. Doctors have advised people to pay attention to the weather change along with the ""pollution due to firecrackers"" and take additional care this Diwali. Senior pulmonologist Dr Ashok Arbat said, ""Diwali brings triggers for respiratory problems such as pollution due to firecrackers but this year weather change is also happening at the same time. Winter and air pollution have put patients at double risk for developing asthma, COPD and other lung disorders.""""When the season changes, our body needs time to adjust to the environment. Respiratory diseases also increase during this change. Viral fever, body ache, common cold cases also increase along with asthma. Weather change affects children and senior citizens more. At such times, preventive measures should be taken,"" he said. Patients of lung disorders need to take extra care or there can be a sharp increase in respiratory disorders in November. Those who have recovered from Covid-19 must be careful about lung infections, either due to weather change or pollution caused by firecrackers. ""Covid recovered persons must be aware of long Covid. Sudden onset of lung infection cannot be overruled during this period,"" said physician Dr Vivek Bhargav who has treated Covid patients. ""Many Covid recovered persons, especially senior citizens with diabetes and hypertension, are coming back with respiratory illnesses, fever and similar complaints. Some of them test positive for Covid too,"" said Dr Bhargav. Doctors also spoke about smog which is quite common during Diwali. ""This year, winter is just setting in and Diwali is here. When fog mixes with air pollutants, it turns into smog, which results in decreased lung function and causes respiratory inflammation,"" said pulmonologist Dr Parimal Deshpande. Certified yoga trainer Praful Hatgaonkar said regular exercises like walking and cycling won't help much during polluted days ahead. ""People with lung conditions must follow ways to strengthen the organs. These include indoor pranayama, some simple breathing exercises and drinking ample water regularly,"" he said. # Precations for lung patients Winter setting in and first restriction-less Diwali already here Asthma, COPD patients should prepare for double challengeThose having lung conditions, stay away from crackers It could be smog in Diwali, don't misunderstand it as fog High level of pollutants may damage immune system  For Reprint Rights: timescontent.com"
Kolkata: Doctors issue advice on safe and responsible celebrations,"KOLKATA: After two years of Covid-induced hiatus, revellers are expected to celebrate Diwali and Kali Puja with a bang this year. But, with the festival of light comes a host of health issues. Health experts said the celebrations have to be responsible, keeping in mind the health hazards. /The pandemic had either prevented or made the festival a very low key affair. But, with Covid-19 subdued for months now, doctors fear a revenge celebration this time. The festival could, however, leave many vulnerable to problems, including that of the eyes, lungs, ear, heart and the skin.""The past two years we have seen most staying away from fire crackers. But this time the scenario could be different. Those with respiratory issues like asthma, COPD and fibrosis should stay indoors as smoke and fumes from toxin chemicals can aggravate their condition,"" said pulmonologist Debraj Jash of Apollo Multispecialty Hospital.Doctors said even if an attempt is being made to promote environment-friendly crac kers, they still have chemicalswhich will push up sound and air pollution.""During Diwali we get the most number of hospital admissions for patients with existing airway diseases due to a flare up in their condition, the elderly and children being most vulnerable,"" said pulmonologist Raja Dhar of CMRI.Disha Eye Hospitals consultant at the cornea department Soham Basak said, protecting the eye was important and eye issues like burn (splinter) and irritation are common post the festival.Doctors warned of the noise from the crackers aggravating cardiac conditions and causing psychiatric issues in the elderly apart from affecting hearing. ""While burn injuries specially in child are common, the toxic chemicals also cause allergies on skin and eyes,"" said consultant dermatologist Koushik Lahiri of Apollo Hospital. For Reprint Rights: timescontent.com"
