headline,body
Take urgent measures to make the city safe,"Dhaka, Nov. 5 -- DHAKA was ranked fourth worst city in Air Quality Index yesterday as its air was classified as unhealthy as it had a score of 169. India's Delhi and Pakistan's Lahore were the top two cities in the list with scores of 494 and 269 respectively while Kolkata ranked third with 172 points. The dwellers of these cities will have to experience health effects as the AQI value usually remains there between 151 and 200. In this situation, children and adults, and people with respiratory diseases, such as asthma, are advised to avoid prolonged outdoor exertion. The air quality is categorised as good when AQI score remains between 0-50 while the air is moderate when AQI is 51 to 100 but when AQI is in between 101 and 150, it is classified as unhealthy./News media reported, millions of people in New Delhi are now passing their days choking through 'eye-burning' smog, with schools closed, cars taken off the road and construction halted. The poisonous haze has caused by vehicle fumes, industrial emissions and smoke from agricultural burning. There is smoke everywhere and people, including youngsters, kids, elderly are finding it difficult to breathe. Obviously, the situation in Indian capital is more hazardous than Dhaka. But there is nothing to become happy for us. Though Dhaka has long been grappling with air pollution, no effective measures were taken to get rid of the situation. The Global Liveability Index 2019 placed Dhaka as the third least livable city in the world, just after war-torn Syrian capital Damascus and Lagos. The same index of the previous year (2018) ranked Dhaka as the world's second least livable city. We fear Dhaka will have to face more problematic situation than that of New Delhi if urgent measures are not taken in this regard./The government needs to take long-term plan-programmes to tackle such a large-scale pollution. We do urge the authorities concerned to impose emissions restrictions on motorbikes, scooters, and old vehicles without fitness which are heavily used in the city. Side by side, other measures also should be taken to keep the situation under control./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
Take urgent measures to check Dhaka's air pollution,"Dhaka, Nov. 27 -- BANGLADESH'S capital city ranked the World's worst again in Air Quality Index on Tuesday morning. Dhaka had a score of 242 at 8:00am, which means the air quality was 'very unhealthy'. India's Kolkata, Pakistan's Lahore and Mongolia's Ulaanbaatar occupied the next three slots scoring 211, 198 and 198 respectively. When the AQI value is between 201 and 300, the city dwellers may have experienced its effects on health. In this situation, it's better for children, adults and people with respiratory diseases to avoid outdoor activities. Dhaka, Bangladesh's overcrowded capital, has been grappling with air pollution for a long time. There are many reasons for deteriorating air quality. At least a thousand brick kilns have been step up in and around the city and that is one of the major reasons behind making the air quality bad. Series of construction works - especially public constructions like flyovers and road repairing -- are other major reasons. Vehicles run on fuel with higher level of sulfur which has been identified as another source of air pollution in the city./The solution for all is pretty simple--while public infrastructure projects can't be stopped regular use of water trucks to spray the roads during construction should be implemented at all such junctures. Regarding the brick kilns a more drastic solution must be found--they should relocate to areas with at least a 50 km radius outside of Dhaka. However, country's apex court on Tuesday directed to stop activities of all brick kilns adjacent to Dhaka within next 15 days. Despite the enactment of a law in 2018 to make these kilns environment friendly, a recent report indicated that of the 7,772 brick kilns in the country, 2,123 have not converted to the required modern and environment-friendly technology./It becomes a common habit of us that we don't pay attention to any crisis until it goes out of control. Protective measures are needed to save the people from the adverse effect of air pollution. The sooner the better./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
"Hidden Impacts Of Fossil Fuels On Plants, Animals","Dhaka, Nov. 28 -- The term ""fossil fuel"" refers to a natural fuel source that forms from the remains of living organisms. The substances which act as energy sources are known as fuels. The buried organic matters which can be converted to crude oil, coal, natural gas or any heavy oils by applying pressure and heat on earth's crust over hundreds of years are known as fossil fuels. Humans access fossil fuels today by drilling and mining into the earth to extract them from rocks and geologic formations./According to the US Department of Energy, they supply nearly 90 percent of our energy. They are widely-used, easily accessible and even easier to transport. But, this dependency on fossil fuels is one of the major causes of climate change. Burning fossil fuels emits greenhouse gases such as carbon dioxide, carbon monoxide, methane, nitrous oxide, which causes air pollution. Because of that, calls to minimize their use, and transition to using renewable energy instead have increased./The utilization of coal, petroleum, natural gas and uranium are much higher in developed countries than developing. USA, China, Russia, Japan and India use more fossil fuels and emit limitless CO2 (Carbon-di-oxide) which is contributing global warming and altering climatic scenario. Climate change effects will be the cause of suffering of the various sectors of the country including agriculture, industry, infrastructure, livelihoods, marine resources, forestry, biodiversity, human health and utility services./Combustion of fossil fuels generates sulfuric, carbonic, and nitric acids, which fall to Earth as acid rain, impacting both natural areas and the built environment. Fossil fuels also contain radioactive materials, mainly uranium and thorium, which are released into the atmosphere. In 2000, about 12,000 tonnes of thorium and 5,000 tonnes of uranium were released worldwide from burning coal. It is estimated that during 1982, US coal burning released 155 times as much radioactivity into the atmosphere as the Three Mile Island accident./In 2016, roughly 78% of global warming emissions from the US were energy-related of CO2, made up of the fossil fuels we talked about earlier. According to NASA, the rise in temperature has created an effect with potentially dire consequences, specifically: the rise in sea level, melting of glaciers and polar ice caps, extreme weather conditions, and shifting climate patterns or climate change. Evidence shows that the world is indeed getting hotter every day. Evidence shows that the earth's average temperature has gone up 1.4deg F over the past century. A study shows that the melting of ice in Antarctica has soared by 75% in just ten years, which thereby increases sea level. The melting of polar ice caps, glaciers and rise in sea level point to some of the negative effects of climate change./Carbon fuels such as wood, coal, petroleum release un-burnt carbon particles in the environment. These particles are very dangerous pollutants and cause respiratory diseases for example asthma./When fuels are incompletely burnt, they release carbon monoxide gas into the atmosphere. This gas is very dangerous as it is poisonous in nature. If we burn coal in a closed room, then the person sleeping in that room will be killed by the action of carbon monoxide./The combustion of fossil fuels also releases a large amount of carbon dioxide into the atmosphere. Carbon dioxide is a greenhouse gas which is responsible for global warming. Global warming is a rise in the overall temperature of earth's surface. This leads to melting of polar caps and rise in the sea level and further results in flooding of coastal regions./Burned coal and diesel releases sulphur dioxide gas. This gas is extremely corrosive and suffocating in nature. Petrol gives off oxides of nitrogen. The oxides of sulfur and nitrogen get dissolved in rainwater and form acids. This is known as acid rain. This water is very harmful to plants, animals, and physical infrastructure./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
Hazards to lung health due to air pollution,"Dhaka, Dec. 9 -- Dhaka's air quality worsened alarmingly and the capital ranked No. 1 in the Air Quality Index across the world recently. According to government sources, brick kilns, construction work, road-digging and excess transport are the major causes of the air pollution./There are 7902 brick kilns across the country and most of them are located around the capital, said the sources. Children, adults and people with respiratory diseases have been advised to avoid outdoor activities while others advised to limit their outdoor works in such a situation./As Dhaka ranked worst in the Air Quality Index, the High Court on Tuesday came forward expressing its grave concerns and issued a set of directives to identify the causes of air pollution and formulate a guideline to reduce it in and around the capital./The HC bench also ordered the government to conduct mobile court drives to shut down illegal brick kilns in five districts within 15 days to bring down air pollution level. It also asked the authorities to take steps to remove dust from flyovers and areas undergoing development./The World Bank and the Department of Environment (DoE) reported recently on air pollution in Dhaka city where brick fields were blamed mostly for the air pollution./Health experts said that such pollution create scope to respiratory diseases, which are among the leading causes of significant health burden across the world, including Bangladesh. Air pollution, negative effect of climate change and tobacco smoking pose a serious and increasing threat and responsible for creating lung diseases like COPD, lung cancer and respiratory infections, they said./The information was revealed at a high level health conference, which concluded in the capital recently. In a bid to promote lung health, the 6th International Conference on Lung Health titled 'PULMOCON 2019' ended in the capital./Organized by Bangladesh Lung Foundation (BLF) at Bangabandhu International Conference Centre, the conference theme this year has been selected as ""Battle for breaths: Achieving excellence in lung health""./About 1300 physicians from 18 countries, including Bangladesh, attended the three-day event when a good number of workshops and scientific sessions were held. The event aimed at disseminating latest developments in pulmonology to the grassroots level./BLF sources said the conference provided a common platform for doctors from home and abroad to exchange their research findings and clinical experiences with the goal of finding ways to treat the diseases more effectively./Prof. Md. Ali Hossain, president of BLF, BLF general secretary Dr. Asif Mujtaba Mahmud, BLF Founding Member Prof. Md. Ruhul Amin, Congress Chair of PULMOCON Prof. Md. Rashidul Hassan, among others, spoke on the occasion./Addressing at the event, health experts termed respiratory diseases as one of the leading causes of health burden worldwide, including in Bangladesh./Some 68,462 or 8.69% of the total deaths are caused by lung disease in Bangladesh annually. Annually Asthma alone affects 70 lakh people, the incidence of tuberculosis in Bangladesh is 221 per 100,000 population and 70,000 Bangladeshis die from tuberculosis, they observed./Citing a study of BLF, they said in Bangladesh a good number of working-age groups are suffering from different respiratory diseases like asthma, COPD, TB and lung malignancies. Terming air pollution, climate change and tobacco smoking for creating threat to lung health, they called for taking up a pragmatic action plan to face the challenge of rising mortality and morbidity due to respiratory diseases, which will soon strike the third leading cause of death globally by 2020./To combat the threat, it is needed to organize multiple awareness programmes, they observed./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
Chattogram needs proper medical waste treatment,"Dhaka, Dec. 18 -- NONE of the 88 hospitals and 182 diagnostic centres operating in Chattogram doesn't dispose clinical waste properly due to lack of incinerator facilities. The two government hospitals -- Chattogram Medical College Hospital and Chattogram General Hospital -- also do not have incinerator machines to burn the medical waste into ashes, a local daily recently reported. Usually, the clinical wastes have to collect separately to dispose with incinerator to avoid possible health hazard. If clinical waste is not disposed separately, it may pose risk of communicable diseases and infections to others, such as Pneumonia, diarrhoea, tetanus, hepatitis B and C and even HIV/AIDS. There is a large possibility of contamination in the surroundings, if the wastes are dumped in waterbody, marshland and other places without proper treatment./What's most dangerous is that one private organisation, Chattogram Seba Sangstha, which works to dispose clinical waste from some hospitals and diagnostic centres also haven't incinerator machine. So, they dispose the waste in a landfill of the Chattogram City Corporation in Halishahar. The organisation uses pit-hole method to burn the wastes that causes air pollution. On the other hand, the rest hospitals and diagnostic centres which do not have contracts with Seba Sangstha dispose of medical waste together with general waste. It's highly surprising how the authorities concerned could be so careless about the evident health hazard. Apart from CMCH, there are a dozen of big-budgeted multi-storied private hospitals and diagnostic centres in Chattogram where treatment is also highly expensive. They can easily afford incinerators, which is an essential part of their business. But they're not interested in public health, rather they're interested is making money cutting pocket of patients./This type of unlawful and unethical practice can't continue for a long time without support of Directorate General of Health Services and Department of Environment. This must end./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
Air Pollution,"Dhaka, Dec. 21 -- Air pollution has become a burning issue nowadays. The quality of air we breathe is getting worst day by day and now it reaches at the most hazardous level. According to the real time Air Quality Index (AQI) published by US Consulate ""The Air Quality Index of Dhaka is ranges from 150 to 200 which is categorized as unhealthy"". This means that the air is totally unhealthy for public health. According to the World Health Organization (WHO) ""every year around 7million people die as a result of air pollution"" which is a shocking statistics for us. WHO also said that 90% of the world population is exposed to toxic air. It indicates that air pollution is now a silent public health emergency./What are the harmful effects of air pollution on human body?/According to the Guardian report air pollution affects all the organ of human body. Research shows head-to-toe harm, from heart and lung disease to diabetes and dementia, and from liver problems and bladder cancer to brittle bones and damaged skin. Fertility, foetuses and children are also affected by toxic air. The systemic damage is the result of pollutants causing inflammation that then floods through the body and ultrafine particles being carried around the body by the bloodstream. Air pollution can harm acutely, as well as chronically, potentially affecting every organ in the body. Ultrafine particles pass through the lungs, are readily picked up by cells, and carried via the bloodstream to expose virtually all cells in the body. Organ that are affected by air pollution is described in the following-/Lungs and heart/The harmful effects of dirty air begin when the pollution is inhaled. This results in breathing problems, from asthma to emphysema to lung cancer. There is now overwhelming evidence that air pollution results in serious harm not only to the lungs, but also to the heart. Here it increases the risk of heart attacks as arteries narrow and muscles weaken. One reason for the wide-ranging damage from air pollution is that very small particles can penetrate the lungs and be carried around the body. They land in the organs directly./Brain and mind/Strokes, dementia and reduced intelligence are all conditions affecting the brain that have been linked to air pollution. There is also evidence that poor sleep can be a consequence of breathing toxic air. The main reason for the far-reaching damage from air pollution is systemic inflammation/Abdominal organs/Among the many other organs affected is the liver. Research also highlighted that air pollution is linked to numerous cancers, including in the bladder and the gut, where an increase in irritable bowel syndrome has also been found. Even skin and bones are affected, with skin ageing, hives and brittle bones associated with toxic air./Reproduction, babies and children/Perhaps the most disturbing impact of toxic air is the damage to reproduction and children. Fertility is reduced and miscarriages increased by exposure to air pollution. The unborn are also affected, with a recent study finding pollutants in the placentas that nourish foetuses. Air pollution is also strongly linked to low birth weights for babies, which has lifelong consequences. Children are especially vulnerable, the review found, as their bodies are still developing. Exposure to dirty air leads to stunted lungs, increases in childhood obesity, leukemia and mental health problems./Air pollution is also linked to depression and suicide said by The Guardian. It crystal clear to us that air pollution must be controlled at any cost as quickly as possible./How can we limit breathing in polluted air?/According to World Health Organization (WHO) there are five ways to limit breathing polluted air -/o Limit walking on busy streets during rush hour - and if you have a young child with you, try and lift them up above the level of vehicle exhausts/o Limit spending time at specific hotspots of traffic such as cars stopped at traffic lights/o When you're doing physical activity outdoors, try exercising in less polluted areas/o Limit the use of cars in highly polluted days/o Don't burn waste as the smoke that results damages our health/How can we reduce air pollution?/Renewable fuel and clean energy production/The most basic solution for air pollution is to move away from fossil fuels, replacing them with alternative energies like solar, wind and geothermal./Energy conservation and efficiency/Producing clean energy is crucial. But equally important is to reduce our consumption of energy by adopting responsible habits and using more efficient devices./Eco-friendly transportation/Shifting to electric vehicles and hydrogen vehicles, and promoting shared mobility (i.e carpooling, and public transports) could reduce air pollution./Green building/From planning to demolition, green building aims to create environmentally responsible and resource-efficient structures to reduce their carbon footprint./To ensure SDG3 we must ensure safe and pollution free air for healthy living and to promote wellbeing. It's our right to breathe in clean and safe air. Let's work for ourselves. Save air, save life./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
Hidden Killer,"Dhaka, Dec. 26 -- Quite environment is considered to be a basic requirement for human leaving with a good health and well-being. However, Noise pollution continues to pose a significant threat to public mental health worldwide. Our health is strongly influenced by the surrounding environment condition; Noise is one of the major part of environment. Nowadays researcher alarm to us about harmful effect of noise pollution, silent environment improve life span. It has become the predominant causes of several diseases in Bangladesh like child development, Hypertension, hearing loss etc./According to United Nation World Health Organisation (WHO) Noise pollution is generally defined as regular exposure to elevated sound levels that may lead to adverse effects in humans or other living organisms. According to the World Health Organization, sound levels less than 70 dB are not damaging to living organisms, regardless of how long or consistent the exposure is. Exposure for more than 8 hours to constant noise beyond 85 dB may be hazardous. If you work for 8 hours daily in close proximity to a busy road or highway, you are very likely exposed to traffic noise pollution around 85dB./A government survey shows that sound levels, in every divisional city of Bangladesh, have surpassed their permitted limits. In some places, noise levels are double and sometimes thrice the permissible levels./According to the Noise Pollution (Regulation and Control) Rules, 2006, acceptable sound levels are 55 decibels for daytime - 6am to 9pm -and 45 decibels for night - 9pm to 6am - in residential areas; 50 decibels for daytime and 40 decibels for night in quiet places; 60 decibels for daytime and 50 decibels for night in mixed areas; 70 decibels for daytime and 60 decibels for night in commercial areas; and 75 decibels for daytime and 70 decibels for night in industrial areas./Main causes of Noise pollution/Some of the main sources of noise in residential areas include/o Street traffic sounds from cars, buses, pedestrians, ambulances etc./o Construction sounds like drilling or other heavy machinery in operation/o Airports, with constant elevated sounds from air traffic, i.e. planes taking off or landing/o Workplace sounds, often common in open-space offices/o Constant loud music in or near commercial venues/o Industrial sounds like fans, generators, compressor, and mills/o Train stations traffic/o Household sounds, from the television set to music playing on the stereo or computer, vacuum cleaners, fans and coolers, washing machines, dishwashers, lawnmowers etc./o Events involving fireworks, firecrackers, loudspeakers etc./o Conflicts generate noise pollution through explosions, gunfire etc. The dysfunctions, in this case, are likely caused by the conflict and insecurity and less by the noise pollution in itself, although that compounds stress levels too./How Noise Is Pollution A 'Hidden Killer'?/Some experts ironically refer to noise as a 'silent killer, affecting both physical and mental health'. Although noise is recognized as a major environmental stressor, there is a lack of sufficient research on its association to mental health. The Gutenberg Health Study (GHS) carried out an investigation on 15,000 people aged 35 to 74 to assess the noise annoyance from traffic, industrials sites, aircrafts, railways and neighbourhoods (during the day and during sleep hours). Results found that depression and anxiety increased with the degree of overall noise annoyance, with aircrafts leading - affecting 60% of the participants. Strong noise annoyance was linked with higher prevalence of depression and anxiety, while severe annoyance has been linked with reduced well-being and health./Coronary Heart Disease (CHD) has also been associated with noise pollution. According to India's Central Pollution Control Board CPCB report (2016) high noise levels can contribute to cardiovascular effects, while exposure to moderately high levels can cause a rise in blood pressure./New research found that long-term exposure to traffic noise may account for approximately 210,000 deaths in Europe each year. A 2007 issue of Science of the Total Environment found an 80% increased risk of cardiovascular mortality for women with a sensitivity to noise - revealing noise sensitivity as a serious factor in cardiovascular mortality in women./Child development is also greatly affected, as expressed by Dr. Eoin King - assistant professor of acoustics and author of the book Environmental Noise Pollution: ""Studies considering the effect that noise may have on children have found that tasks such as reading, attention span, problem-solving and memory appear to be most affected by exposure to noise.""/Dementia isn't necessarily caused by noise pollution, but its onset can be favored or compounded by noise pollution./Psychological dysfunctions and noise annoyance. Noise annoyance is, in fact, a recognized name for an emotional reaction that can have an immediate impact./Hearing loss can be directly caused by noise pollution, whether listening to loud music in your headphones or being exposed to loud drilling noises at work, heavy air or land traffic or separate incidents in which noise levels reach dangerous intervals, such as around140 dB for adult or 120 dB for children./Sleep disturbances are usually caused by constant air or land traffic at night, and they are a serious condition in that they can affect everyday performance and lead to serious diseases./How we can eliminate noise pollution?/""The most effective way to control noise is at the source. If we could make planes, trains and cars quieter we would solve a lot of our problems,"" says Dr. Eoin King...going to the source of the noise will produce longer lasting solutions. Using a multidisciplinary approach to tackling ways to reduce the noise levels of the main sources of noise pollution will largely influence the rates of noise and air pollution, therefore lowering premature deaths - greatly improving urban health and wellbeing./Reduce Car Usage: Banning, Prevention and Alternatives/Mumbai, which is considered the noisiest city in the world due to traffic, has targeted its motorists in an attempt to lower their record 110 decibel noise levels. Since 2016 these levels are reportedly improving due to bans on honking and governmental measures such as fines. In addition, in 2017 the regional transport offices of the Maharashtra Motor Vehicle Department (MMVD) started a 15-day drive as a campaign to raise awareness on the dangers of noise pollution./In 2015 Paris also cracked down on its noise pollution and implemented a car-free day - a car ban applied to 30 percent of the capital city which led to a dramatic drop in both air and noise pollution. This encouraged the mayor's office to plan more vehicle-free days which would improve not only noise levels but air quality./Although these are commendable efforts, limiting car traffic should be also be combined with promoting alternative methods of transportation such as light rail systems, electric cars and buses, which produce less pollutants. Reducing speed limits could also greatly improve the rate of noise in busy city centers./Integrating Trees as Sound Barriers/Planting more trees and greenery in cities has been proven to improve air quality as well as mental health. It is also an efficient way to combat noise pollution in busy cities, as trees absorb sound and can create buffer zones between roads and residential areas./Revisiting Urban Planning & Industrial Policy/In India the urban development authority of every city make efforts to delineate noisy polluted industrial areas from residential areas; however, deviations from the master plan are rampant across the country. This results in industrial facilities being built in residential areas, disturbing the peace of unassuming residents. In order to spark change, community effort will be necessary to encourage policy makers to follow the master plan. Sound insulation in industrial buildings located in residential areas may be an alternative solution./Special Tips for Avoiding Noise Pollution in personal level/o Wear earplugs whenever exposed to elevated noise levels/o Maintain a level of around 35 dB in your bedroom at night, and around 40 dB in your house during the day/o If possible, choose your residential area as far removed from heavy traffic as you can/o Avoid prolonged use of earphones, especially at elevated sound levels/Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
City dwellers need to breathe well,"Dhaka, Dec. 30 -- DHAKA again has been ranked the second worst city in Air Quality Index as its air was classified as unhealthy as it had a score of 201 to 300 in the recent time. India's Delhi was the top city in the list with highest score. The dwellers of Dhaka city will have to experience health effects consequently. In this situation, children and adults, and people with respiratory diseases, such as asthma, are advised to avoid prolonged outdoor exertion. The air quality is categorised as good when AQI score remains between 0-50 while the air is moderate when AQI is 51 to 100 but when AQI is in between 101 and 150, it is classified as unhealthy./According to media report, millions of people in New Delhi have to pass their days choking through 'eye-burning' smog, with schools closed, cars taken off the road and construction halted. The poisonous haze has caused by vehicle fumes, industrial emissions and smoke from agricultural burning. There is smoke everywhere and people, including youngsters, kids, elderly are finding it difficult to breathe. Obviously, the situation in Indian capital is more hazardous than Dhaka. But there is nothing to become happy for us. Though Dhaka has long been grappling with air pollution, no effective measures were taken to get rid of the situation. The Global Liveability Index 2019 placed Dhaka as the third least livable city in the world, just after war-torn Syrian capital Damascus and Lagos. The same index of the previous year (2018) ranked Dhaka as the world's second least livable city. We fear Dhaka will have to face more problematic situation than that of New Delhi if urgent measures are not taken in this regard./Now the authority concerned needs to take long-term programmes to tackle such a large-scale pollution. We do urge the Department of Environment to impose emissions restrictions on motorbikes, scooters, and old vehicles without fitness which are heavily used in the city. Along with this, other measures should also be taken to keep the situation under control./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
"Air Pollution Causes, Effects And Remedies","Dhaka, Dec. 31 -- Bangladesh has one of the highest exposure levels to air pollution globally. Recently Dhaka ranked worst position in air quality. Air pollution has occurred both due to natural phenomenon such as wind-blown dust particles etc. and human activities. Vehicular emissions and industrial emissions are two main sources of air pollution./The main components of air pollution are ambient particulate matter pollution, household air pollution, and smaller extent ozone in the troposphere (the lowest layer of the atmosphere). Coal-burning for thermal power production, industry emissions, brick kilns, construction activity, road dust, transport vehicles, residential and commercial biomass burning, waste burning, and agricultural stubble burning are the major ambient particulate matter pollution sources in Bangladesh./Household air pollution is caused mainly by the residential burning of solid fuels for cooking and to some extent heating, the main types of wood, dung, agricultural residues, coal, and charcoal etc./The other source of air pollution is the dust stirred up by construction activities and vehicles plying the roads, including the transportation of soil and sand./Growing concerns over the poor air quality eventually prompted the judiciary to step in as the court ordered the authorities to spray water in dust-prone areas of the city twice a day in a bid to curb pollution. Spraying water alone will not improve the situation as the amount of dust increases during the dry season when there is also a shortage of water, said Masud Rana, a former adviser to the CASE project. Air pollution contributes substantially to premature mortality and disease burden globally. According to the World Health Organization (WHO), about 98 per cent cities of low- and middle-income countries do not meet the WHO air quality guidelines. However, in a study on the air quality standards of 3,000 cities in 103 countries, some major Bangladeshi cities like Dhaka, Narayanganj, Gazipur, Chattogram, Barishal, Khulna and Sylhet were placed at the top of the list./In general, air quality of these cities has a high impact on public health, increasing chances of stroke, heart disease, lung cancer, and chronic and acute respiratory diseases, including asthma. Various diseases and the risk is aggravated by the deteriorating air quality during winter, according to experts./Rising pollution levels increase the risk of respiratory diseases, said Prof ABM Abdullah, dean of the Department of Medicine at Bangabandhu Sheikh Mujib Medical University./In our capital and other cities, we face an increasing level of dust pollutants around us, which is gradually becoming a serious health hazard with other pollutants in the air. Brick kilns, solid waste, construction (road and building mainly), and transportation system should even be kept in mind in order that air pollution cannot occur./A lack of coordination between different departments of the government is further hampering efforts to control air pollution, said a Department of Environment official./The government's initiative to reduce air pollution has been labelled 'inadequate' by Bangladesh Paribesh Andolon's General Secretary Abu Naser./However, to get a better response in city air quality management an integrated system has to be developed. We have many constructive policies, rules and regulations for air quality management, but very much unfortunate that we lack implementation of compliance and enforcement./Usually, our policymakers take a conventional regulatory approach to the air control system. In Bangladesh, very few works have been done on air quality measurements. The government should strengthen vehicle emission standards, regulations and enforcement./On a personal level, citizens also can help to reduce air pollution. For example, they can drive less or wisely (e.g. avoiding unnecessary driving, using fuel-efficient vehicles and public transports, walking, cycling, etc.), promote plantation (e.g. growing trees, gardening, etc.), and also ensure sustainable manner waste disposal./We should Cover construction sites, phase out unfit and outdated vehicles, less sulphur-containing diesel usage, phase out burnt brick etc. With proper guidance, knowledge and motivation, the general public is often made a crucial part of air quality management./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
HC for confiscation of vehicles exceeding emission limits,"Dhaka, Jan. 14 -- The High Court on Monday directed the government bodies to seize the vehicles plying on Dhaka city by emitting black smoke exceeding limit./In its order, the court also directed the government to take steps to fix the economic life span of different vehicles as per Section 36 of Road Transport Act-2018 and prohibit those vehicles having no economic life to run on the roads./The HC Bench of Justice FRM Nazmul Ahasan and Justice KM Kamrul Kader passed the order after hearing a writ petition filed by Human Rights and Peace for Bangladesh (HRPB), a rights organisation, seeking necessary order./The court also directed the respondents to take appropriate steps in one month to stop burning of different tiers without having environmental license and also to stop vehicle battery-recycling at any place without approval of the Environment Department./It also directed the authorities of the two city corporations of Dhaka to take steps to ensure that all the market owners to keep their daily garbage in a safe bag and during closing down those will be dumped at a designated area./It directed the respondents to spray water in the morning and evening every day in the area which has not been covered till today by the two city corporations and to ensure that all trucks plying on roads in Dhaka city with sand or mud or waste must use cover./Director General of the Department of Environment has been asked to appear in the court on February 2, 2020, to explain air quality of Dhaka city area. The court fixed March 1, 2020 for further order on the case./Advocate Manzill Murshid appeared in the court on behalf of the writ petition, advocate Sayeed Ahmed Raja appeared for Dhaka South City Corporation (DSCC), Barrister Toufiq Inam Tipu appeared for Dhaka North City Corporation (DNCC) and Deputy Attorney General Barrister ABM Abdullah Al Mahmud Bashar stood for the State./Human Rights and Peace for Bangladesh filed the writ petition on January 27, 2019, seeking necessary order from the High Court to prevent air pollution./After hearing the same High Court Bench on January 29, 2019, issued a rule upon the respondents to explain in four weeks as to why the inaction of the respondents to stop air pollution in Dhaka city area should not be declared illegal./Subsequently the High Court on November 26, 2019, ordered the government to constitute a high-powered committee headed by Environment Secretary in order to formulate a guideline to reduce the air pollution in and around the Dhaka city./The court asked the committee to submit a report within 30 days and fixed January 5, 2020, for further hearing on the case./Complying with the High Court order, the government formed a committee which submitted a report in the court on January 5 this year including 13 recommendations to reduce air pollution in the city area./After hearing on the report on January 12 and 13, 2020, the High Court passed the order on Monday./Published by HT Digital Content Services with permission from The New Nation. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:contentservices@htlive.com"">contentservices@htlive.com</a>"
