headline,body
Air pollution doesn't increase risk of preterm delivery,"Washington, July 3 -- Exposure to carbon monoxide and fine particles in the air during pregnancy does not increase the risk of preterm delivery or preeclampsia, according to a new study./The research was conducted in the region around Seattle, Wash., using data from 3,675 women who were enrolled in the Omega Study, an investigation of the effects of diet and environment on women's health and nutrition before and during pregnancy./""There is strong evidence that air pollutants may increase risk of cardiovascular disease. This led me to examine air pollutants in relation to preeclampsia, which is similar to cardiovascular disease and a risk factor for the condition,"" said Carole Rudra, assistant professor of social and preventive medicine at the University at Buffalo, and first author on the study./""Pollutants may interfere with delivery of oxygen to the placenta and increase maternal oxidative stress and inflammation. These pathways could lead to both preeclampsia and preterm delivery,"" Rudra added./Rudra noted that carbon monoxide levels were fairly high in the Seattle area in comparison with other U.S. cities when she began this research, but have declined significantly in recent years./The researchers collected data from regional air-pollutant-monitoring reports on concentrations of carbon monoxide (CO) and minute airborne particles (such as dust, fumes, mist, smog and smoke) during specific exposure windows at residences of study participants./The exposure windows were the three months before pregnancy, the total of the first four months of pregnancy, during each trimester and the last month of pregnancy./Analysis of the data showed that the amount of air pollutant exposure at any of the collection times had no effect on either of the pregnancy problems./""In this geographic setting and population, these two air pollutant exposures do not appear to increase risks of preeclampsia and preterm delivery,"" said Rudra./The results were presented June 23 at the Society for Pediatric and Perinatal Epidemiology annual meeting held in Seattle. Published by HT Syndication with permission from Asian News International. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Air pollution linked with increased risk of suicide,"London, July 16 -- A new study in South Korea suggests that air pollution doesn't just make it hard to breathe - it may also push people to take their own lives./Chang Soo Kim of Yonsei University in Seoul and his colleagues found that suicides were more common in the two days following a spike in pollution./According to The New Scientist, the results revealed that people were 9 per cent more likely to kill themselves following a spike in pollution rising across the middle 50 per cent of recorded values./For people with cardiovascular disease, the increase was almost 19 per cent./A decade later, the researchers show that suicides were more than twice as common among those with asthma - and the more severe their symptoms, the higher the risk./David Callahan at the Centers for Disease Control and Prevention in Atlanta, Georgia, says that people with depression are known to be worse at managing chronic diseases by taking prescribed drugs and following other medical advice - potentially causing a spiral of physical and mental deterioration./Kim suggested that PM10s may also cause nerve inflammation, affecting mental health through a direct biological mechanism./The study is published in American Journal of Psychiatry. Published by HT Syndication with permission from Asian News International. For more information on news feed please contact Sarabjit Jagirdar at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>/For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Smog bad for your heart: Study,"Washington, July 22 -- An early test on rats has provided the first direct indication that smog is bad for heart./A major component of smog might trigger cell death in the heart, researchers said at the American Heart Association's Basic Cardiovascular Sciences 2010 Scientific Sessions - Technological and Conceptual Advances in Cardiovascular Disease./The study found that exposure to ground-level ozone over several weeks increased the activity of a substance that triggers cell death in the heart./Ozone becomes a major component of smog when it forms near the ground through reactions between sunlight, nitrogen oxides and hydrocarbons from fossil fuels and industrial processes./""Several epidemiological studies have linked air pollution to the development of cardiovascular disease, but air pollution contains hundreds of chemicals and those studies were unable to separate out the effects of individual components,"" Rajat Sethi, an assistant professor in the Department of Pharmaceutical Sciences at the Texas A and M Health Science Center Irma Lerma Rangel College of Pharmacy in Kingsville, Texas said./""Our study looked for direct evidence of the role of ozone alone in cardiac dysfunction by creating a controlled environment,"" he added./The researchers tested four groups of 10 rats living in clear plastic-glass boxes. The first two groups were exposed for eight hours a day to 0.8 parts per million (ppm) of O3 for either 28 or 56 consecutive days. The other two groups were exposed to 28 days or 56 days of clean, filtered air for eight hours per day. After the eight hours of testing, all the rats experienced 16 hours of clean air overnight./The study found that the hearts of the O3-exposed rats had increased levels of tumor necrosis factor-alpha (TNF a), an indication of inflammation compared to hearts of the control rats. Increased TNF a levels have been linked to a drop in levels of a heart-protective protein called Caveolin-1 (Cav1). Scientists believe Cav1 protects the heart by binding to a chemical called p38MAPK alpha (p38MAPK a), which is known to be a cell death signaling chemical, Sethi said./The researchers found that Cav1 levels decreased in the hearts of rats exposed to O3 compared to the hearts of control rats who breathed filtered air./""We believe the decreased levels of Cav1 make more unbound p38MAPK a available for telling the heart cells to die. That link between Cav1 and O3 has never been shown in the heart,"" Sethi said. Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
"Soot emissions key factor in global warming, says expert","Washington, July 29 -- A new study has found that the quickest, best way to slow the rapid melting of Arctic sea ice is to reduce soot emissions from the burning of fossil fuel, wood and dung./According to Stanford researcher Mark Z. Jacobson analysis, soot is second only to carbon dioxide in contributing to global warming. But, he said, climate models to date have mischaracterized the effects of soot in the atmosphere./Because of that, soot's contribution to global warming has been ignored in national and international global warming policy legislation, he said./""Controlling soot may be the only method of significantly slowing Arctic warming within the next two decades,"" said Jacobson, director of Stanford's Atmosphere/Energy Program./""We have to start taking its effects into account in planning our mitigation efforts and the sooner we start making changes, the better.""/To reach his conclusions, Jacobson used an intricate computer model of global climate, air pollution and weather that he developed over the last 20 years that included atmospheric processes not incorporated in previous models./He examined the effects of soot - black and brown particles that absorb solar radiation - from two types of sources./He analyzed the impacts of soot from fossil fuels - diesel, coal, gasoline, jet fuel - and from solid biofuels, such as wood, manure, dung, and other solid biomass used for home heating and cooking in many locations. He also focused in detail on the effects of soot on heating clouds, snow and ice./What he found was that the combination of both types of soot is the second-leading cause of global warming after carbon dioxide./He also found that soot emissions kill more than 1.5 million people prematurely worldwide each year, and afflicts millions more with respiratory illness, cardiovascular disease and asthma, mostly in the developing world where biofuels are used for home heating and cooking./Jacobson's study will be published this week in Journal of Geophysical Research (Atmospheres). Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Skin,"India, Aug. 7 -- Everyone's skin ages depending their genes and lifestyle. However sun exposure accelerates the signs of ageing such as dryness, wrinkles and skin growths like liver spots (keratoses). That's the reason why your face, neck, hands and forearms are areas that age the fastest. Other factors that accelerate ageing are smoking, air pollution (ozone depletes the vitamin E from the skin), and rapid weight loss./Fine surface lines can be treated with anti-ageing treatments, but deeper creases require techniques such as injecting fillers./Anti-ageing creams/Using creams regularly, especially before going to bed, minimises ageing. It's a good idea to pamper and nourish your skin at night because that's the time when blood supply to the skin surface is optimal, increasing cream absorption. Creams prevent moisture loss, assist the skin in absorbing moisture from air and compensate for the natural sebum that may have been lost./The right age to start skincare actively using simple moisturising creams is 25 years. Use anti-ageing creams only after the age of 35./Anti-ageing creams work by stimulating the cells to form more fibre for firmness. They contain alpha-hydroxy acids that increase blood supply and realign the collagen to reduce creases. These creams also trap moisture on the skin's surface and prevent it from drying up, especially in dehydrating air-conditioned environments./The active ingredient in anti-ageing creams is the vitamin-A derived tretinoin. Using it regularly at night reduces fine wrinkles by 30-40 per cent. After using the night creams daily for one year, you can cut down use to two to three times a week. The other ingredients are antioxidants such as vitamin C, vitamin E and beta-carotene./These creams make the skin sensitive to the sun. To prevent redness and itching, using sun-protection - be it using a hat, umbrella or sunscreen cream or lotion - is a must. Published by HT Syndication with permission from Hindustan Times. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
LPG most polluting? Experts disagree,"New Delhi, Sept. 20 -- A government claim that the source of the Capital's deadliest pollutant Particulate Matter 2.5 is liquid petroleum gas (LPG) in homes and not vehicles has miffed experts who term it as an attempt to give the transport sector a clean chit for air pollution. PM 2.5, the smallest pollutant absorbed/mostly by the human body, can trigger heart attacks and respiratory diseases./Rise in number of vehicles was believed to be the major source of the pollutant./This claim was countered by Indian Oil Corporation this week when it quoted a Central Pollution Control Board study saying LPG was the major contributor to rising PM 2.5 in the Capital./An IOC presentation at a seminar organised by diesel vehicle manufacturers said that half of PM 2.5 in residential areas of Delhi was because of combustion of domestic LPG. In industrial areas, it was as high as 61 per cent and at traffic junctions 40.5 per cent./""It is not a complete view,"" said CPCB chairperson S.P. Gautam. The board for the first time in India conducted an air pollution source appropriation study which was peer reviewed by air pollution experts from Europe and the US and is being examined by an inter-ministerial group. ""I don't know what IOC had said but there are many factors which contribute to particulate matter.""/The most intriguing findings were for residential areas in Delhi where vehicles contribute 22.4 per cent and kerosene combustion 17.4 per cent to total PM 2.5 pollution./The presentation states vehicles contribute only seven per cent to particulate matter at traffic intersections and garbage burning for 14 per cent./""It is shocking,"" said Anumita Roy Chowdhury, Associate Director with NGO Centre for Science and Environment. ""Refinery and auto industries have hyped data in public forums to prove vehicles are the cleanest and must be left alone.""/The CPCB study, which Environment Minister Jairam Ramesh has decided not to put in public domain, is likely to be the basis for India's future auto fuel policy. The government has constituted an inter-ministerial group to review the present policy, which expires in 2010, and create one for the new decade./Environment ministry officials said the aim of the new policy would be to reduce the sources of air pollution./Chowdhury said the government was framing a new policy without consulting people. Published by HT Syndication with permission from Hindustan Times. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Pollution 'increases risk of cardiac arrest',"Washington, Sept. 21 -- A new study has revealed that the fine particles of pollution that hang in the air can increase the risk for sudden cardiac arrest./A team from Long Island Jewish (LIJ) Medical Center and The Feinstein Institute for Medical Research conducted the study./Robert A. Silverman, MD, and his colleagues have been interested in the effects of ambient fine particulate matter on a number of medical conditions, including cardiovascular disease and asthma./The US Environmental Protection Agency (EPA) keeps tabs on air pollution through dozens of strategically placed pollution sensors in cities and towns throughout the country. This data allowed the researchers to collect data on average 24-hour values of small particulates and other gaseous pollutants around New York City during the summer (when pollution is higher) and winter months./They then compared that data to the 8,216 out-of-hospital cardiac arrests that occurred between 2002 and 2006. Most people in the throes of a cardiac arrest do not survive in time for emergency medical service teams to save them./Dr. Silverman and his fellow researchers reported that for a 10ug/m3 rise in small particle air pollution, there was a four-to-10 percent increase in the number of out-of-hospital cardiac arrests. The current EPA standard is 35ug/m3. The effect was much greater in the summer months, said Dr. Silverman, an associate professor of emergency medicine and director of research at LIJ's Department of Emergency Medicine./""Small particulate matter is dangerous to health,"" said Dr. Silverman./The report has been published in the American Journal of Epidemiology. Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
"Now, an iPhone app that can measure pollutants in air","Washington, Sept. 21 -- A new smartphone application can now allow users to keep a tab on the air quality and see the level of pollutants around them./University of Southern California computer scientists hope that as many users as possible download and try it in order to improve the software./Currently, the download works for smartphones running the Android system and soon will be widely available on Android app sources. An iPhone app is in the works./The basic principle of the Visibility app is simple, according to the paper documenting the work by USC computer science professor Gaurav Sukhatme./The user takes a picture of the sky while the sun is shining, which can be compared to established models of sky luminance to estimate visibility./Visibility is directly related to the concentration of harmful ""haze aerosols,"" tiny particles from dust, engine exhaust, mining or other sources in the air. Such aerosols turn the blue of a sunlit clear sky gray./There is one caveat' It has to be the right picture. The visibility/pollution models are based on the viewing geometry of the image and the position of the sun./The Visibility app works because modern smartphones contain a rich set of sensors that include cameras, GPS systems, compasses and accelerometers, in addition to the powerful communication capabilities that are inspiring a slew of intelligent phone applications ranging from personal health monitoring to gaming and social networking./Sameera Poduri, a postdoctoral researcher in Sukhatme's lab, explained that the accelerometer in the phone - the sensor that tells how the user is holding the phone, determining whether it displays information vertically or horizontally - can ""guide the user to point the camera in exactly the right direction.""/The picture must be all or mostly sky, which makes a contribution from human user judgment critical./""Several computer vision problems that are extremely challenging to automate are trivially solved by a human. In our system, segmenting sky pixels in an arbitrary image is one such problem. When the user captures an image, we ask him [or her] to select a part of the image that is sky,' noted the research paper./The accelerometers and the compass on the phone capture its position in three dimensions while the GPS data and time are used to compute the exact position of the sun./The application automatically computes the camera and solar orientation, uploading this data along with the image ' a small (100KB) black-and-white file ' to a central computer./The central computer analyzes the image to estimate pollutant content and returns a message to the user, as well as registering the information. (User identities are anonymized)/The system potentially can help fill in the many blanks in the existing maps of air pollution./So far the results are promising, but they indicate that several improvements are possible./Sukhatme said: ""We're sure we can improve it if we get people trying it and testing it and sending data."" Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Breast cancer linked to traffic-related air pollution,"Washington, Oct. 7 -- Air pollution, which has already been linked to a range of health problems, may put women at risk of for another deadly disease./A ground breaking new study suggests pollution from traffic is associated with the risk of breast cancer./The study has been conducted by researchers from The Research Institute of the MUHC (RI MUHC; Dr. Mark Goldberg), McGill University (Drs. Goldberg, Dan Crouse and Nancy Ross), and Universit' de Montr'al (Dr. France Labr'che). ""We've been watching breast cancer rates go up for some time. Nobody really knows why, and only about one third of cases are attributable to known risk factors. Since no-one had studied the connection between air pollution and breast cancer using detailed air pollution maps, we decided to investigate it,"" says study co-author Dr. Mark Goldberg, a researcher at The RI MUHC./Dr. Goldberg and his colleagues approached the problem by combining data from several studies./First, they used the results of their 2005-2006 study to create two air pollution ""maps"" showing levels of nitrogen dioxide (NO2), a by-product of vehicular traffic, in different parts of Montreal in 1996 and 10 years earlier in 1986./Then, they charted the home addresses of women diagnosed with breast cancer in a 1996-97 study onto the air pollution maps. Their findings were startling. The incidence of breast cancer was clearly higher in areas with higher levels of air pollution./""We found a link between post-menopausal breast cancer and exposure to nitrogen dioxide (NO2), which is a 'marker' for traffic-related air pollution"", says Dr. Goldberg./""Across Montreal, levels of NO2 varied between 5 ppb to over 30 ppb. We found that risk increased by about 25 per cent with every increase of NO2 of five parts per billion./Another way of saying this is that women living in the areas with the highest levels of pollution were almost twice as likely to develop breast cancer as those living in the least polluted areas.""/These disturbing results must be interpreted with great caution, warns Dr. Goldberg. ""First of all, this doesn't mean NO2 causes breast cancer,"" he explains. ""This gas is not the only pollutant created by cars and trucks, but where it is present, so are the other gases, particles and compounds we associate with traffic - some of which are known carcinogens. NO2 is only a marker, not the actual carcinogenic agent.""/The study has been published in the prestigious journal Environmental Health Perspectives. Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
Long-term air pollution exposure 'ups risk of severe COPD',"Washington, Oct. 20 -- Researchers in Denmark say that long-term exposure to low-level air pollution may increase the risk of severe chronic obstructive pulmonary disease (COPD)./""We found significant positive associations between levels of all air pollution proxies and COPD incidence,"" said Dr. Zorana Andersen, lead researcher on the study./Dr. Andersen, and colleagues used data from the Danish Diet, Cancer, and Health Study, which consisted of more than 57,000 individuals between the ages of 50 and 64 who lived in Copenhagen or Aarhus, the first and second largest cities in Denmark, between 1993 and 1997./""When we adjusted for smoking status and other confounding factors, the association remained significant, indicating that long-term pollution exposure likely is a true risk factor for developing COPD,"" Dr. Andersen said./These associations were slightly stronger for men, obese patients and those eating less than 240 grams of fruit each day./But notably, the effect of air pollution on COPD was strongest in people with pre-existing diabetes and asthma./""These results are in agreement with those of other cross-sectional studies on COPD and air pollution, and longitudinal studies of air pollution and lung function, and strengthen the conclusion that air pollution is a causal agent in development of COPD,"" said Dr. Andersen./The research was published in the American Thoracic Society's American Journal of Respiratory and Critical Care Medicine. Published by HT Syndication with permission from Asian News International. For any query with respect to this article or any other content requirement, please contact Editor at /<a href=""mailto:htsyndication@hindustantimes.com"">htsyndication@hindustantimes.com</a>"
