headline,body
Solid waste for generating power," SOLID waste management has become a nightmare in Pakistan. Municipalities are equipped with centuries-old and outdated methods as they lift only 60 per cent of the waste generated in cities./In the absence of professionalism and proper waste disposal system, most of the garbage lifted from cities is crudely dumped in open spaces. These dumps attract mosquitoes, rats, cockroaches, houseflies, birds as well as stray animals. Such dumps spread all sorts of diseases which badly affect health of the residents of the city./Karachi, with an estimated population of 20 million, generates around 12,000 tons of waste a day. The city has been experiencing an urban sprawl and industrialisation that is leading to the production of enormous amount of waste./Owing to the inadequate waste collection and disposal system, much of it goes into drains or burned in open space, causing air pollution, along with environmental degradation. The remaining waste is transported to government-designated landfill sites where it is segregated by scavengers and burned to separate precious metals, bones and other recyclable material, which is later on sold at nifty prices in local markets./Waste management is of particular importance for mega cities to use urban waste in the most resource recovery and energy-efficient manner considering that landfill is not a sustainable option for waste management in general. It is even less of an option for mega cities where energy demand is high and space for the landfill is limited./Like the other mega cities of developed countries which are using their municipal solid waste for generation of electricity for inhabitants and other utilities for neighbouring industries, Karachi is demanding the same due to the energy crisis. It is now essential to think of energy recovery and recycling, besides disposal of waste as sustainable solution./But the situation is outrageous in Karachi. Open dumping and open burning are the usual methods of solid waste disposal which cause environmental degradation and great threats to environmental sustainability in Pakistan./The government has to work on the development and implementation of a standardised solid waste management system./Environmental legislation is still not well developed in Pakistan and the existing rules and regulations dealing with solid waste management are inadequate and outdated./Besides, people and the private sector's involvement through NGOs could improve the efficiency of solid waste management./Public awareness should be created at primary level so that future generations know the connection between solid waste and environment."
Heart diseases linked to air pollutants: study," A striking rise in emergency room visits and hospitalisation for cardiovascular diseases are linked to higher levels of air pollutants in Karachi, a recent study has found./The study, ""Effect of air pollution on daily morbidity in Karachi"" was conducted by a team of experts at the Aga Khan University's department of community health sciences and was printed last year in the Global Journal of Health Science./Prior to this, no studies have been conducted in Pakistan examining the association between levels of air pollution with daily morbidity due to cardiovascular diseases./The research covered a period of 12 months (August 2008 to August 2009) and the population under study consisted of all people who belonged to various communities residing in Karachi and who visited emergency rooms and/or were admitted to two major tertiary care hospitals; National Institute of Cardiovascular Diseases (NICVD) and Aga Khan University Hospital (AKUH) with primary diagnoses of cardiovascular diseases./At the same time, air pollution monitoring for PM2.5 (small particles less than 2.5 micrometers in diameter) was conducted at two fixed stations located at Korangi (industrial, residential areas), the second largest industrial area in the city with about 2,000 industries including that of refineries, textile, chemical and tanneries, and Tibet Center (commercial/residential) located on M. A Jinnah Road over which approximately 300,000 vehicles ply daily./According to the study's findings, particulate (existing in the form of minute separate particles) levels were extraordinarily high, with the great majority of days falling into the ""unhealthy for sensitive groups"" or ""very unhealthy"" categories./The mean PM2.5 levels in Karachi exceeded the WHO's 24-hour air quality guideline almost every day and often by a factor of greater than five-fold. Frequent peaks at levels as high as 279 ìg/m3 were also recorded on a 'good day'./Though particulates were measured at two sites, one more industrial than the other, the patterns over time in general were similar. ""Our study shows that higher levels of PM2.5 are associated with a striking elevation in rates of ER (emergency room) visits and hospital admissions for cardiovascular diseases./""Because of the striking levels of air pollution that we have documented, it is imperative that further investigation of health outcomes in mega cities of developing countries be performed,"" the study says./A total of 24,124 (68.6%) ER visits and 11,023 (31.4%) hospital admissions (HAs) due to cardiovascular diseases among adults and children living in various communities in Karachi occurred in the study period. Overall, there were more male hospitalisations than female./The hospital data indicated that the leading causes of cardiovascular disease are ischemic heart disease (37pc), hypertension (25pc), and myocardial infarction (12pc)./Background; Highlighting the research's importance, the study says that ambient air pollution is a significant factor shaping public health. Recent epidemiological studies in developed countries have highlighted an association between urban concentrations of air pollution and health effects, which primarily include pulmonary and cardiovascular diseases./""Particulate matter with an aerodynamic diameter less than 10m (PM10), especially less than 2.5m (PM2.5) and total suspended particulate matter (TSP) have been identified as major pollution factors affecting health,"" it says./The focus of research on health effects of air pollution, according to the study, has shifted to smaller particles (PM2.5) because they could be deposited deeper in the lung alveoli where they cannot be removed by the ciliary action (a process that removes larger particulates) and consequently have negative effects on the lungs./""Due to the large surface area of PM2.5, toxins (for instance, organic compounds and heavy metals) can be absorbed onto the surface. Organs such as the lungs and heart, cells, and DNA can be damaged by the toxins. The PM2.5 particles are, therefore, regarded as being more toxic than PM10 and TSP,"" it says./Most studies investigating an association between levels of air pollution and rates of human disease have been conducted in developed countries where concentrations of air pollution, climatic conditions, and many other factors are significantly different from those in most developing countries, it says./""Air pollution is a critical problem in Asian cities with possibly serious health impact. The WHO estimates that urban air pollution contributes each year to about 800,000 deaths and 4.6 million healthy life-years lost worldwide but the burden is not equally distributed: approximately 65pc of the deaths and lost life-years occur in the developing countries of Asia.""/On Pakistan's situation, the report points out that the concurrent increase in the population, industrialisation, energy use, and the number of automobiles on the roads every year is giving rise to a threateningly high rate of increase in air pollutants in the urban areas of the country./Citing another study on air pollution levels in major urban centres, the paper states that it found that two major cities (Karachi and Islamabad) in Pakistan had one of the highest TSP (total suspended particulates) loading recorded so far in any mega city of the world./""Karachi with a population of 18 million is one of the most heavily polluted mega cities in the world with serious human health risks. The city is congested with a large number of motor vehicles (over 1.3 million) and has a large industrial base in and around the city,"" it says./The Wadsworth Centre, New York State Department of Health, Albany, Department of Environmental Health Sciences, School of Public Health, University of Albany, Institute for the Health and the Environment, University of Albany and Chemistry Department of KU had also collaborated in the research."
"Drive against noisy, smoky rickshaws"," The Environment Protection Department (EPD), Punjab, will launch a drive against two stroke rickshaws and motorcycle rickshaws to control noise and air pollutions, officials told Dawn./Of the 39 squads formed for the operation, four will operate in Lahore./The decision was taken at a meeting on Tuesday which was attended by rickshaw unions, traffic police, EPD and City District Government of Lahore officials./Each squad will consist of two traffic wardens, a motor vehicle examiner and EPD inspectors./Earlier, the EPD has launched two such drives time to time to address the environmental issue, and the third would begin in a week./In the phased drive, the squads will educate rickshaw drivers on the issue in the first phase. In the second phase, action would be taken against the violators and motorcycle rickshaw drivers will be told to use original silencer. They will be told to not dilute exceeding amount of mobil oil in petrol because increased oil mixing in petrol generates smoke./The squads will take action against the buses which have multi toner horns./The meeting learnt that there were 80,000 rickshaws in the city and the pollution created by these vehicles was highly hazardous for the health of the public."
Dangers of pollution," Karachi is among many cities of Pakistan which suffers from pollution of different kinds. This is a major issue for our government which is not able to manage this menace. Noise pollution is created by rickety buses, rickshaws, cars and all other varieties of vehicles./People are not aware of the basic civic sense and are thus used to honking all over the city but the worst is when it happens near hospitals and so patients suffer the most.The government should organise a series of seminars in Karachi on creating basic civic sense among the people of why they should not honk whenever they are driving near a hospital or a clinic. This will spare patients from the noise pollution of honking./Air pollution is caused by gases and smoke coming out of vehicles./Also, thick smoke emitting from the chimneys of factories is a problem not only for Karachiites but for the whole mankind./The ozone layer is being removedslowly from the earth as a result of such smoke./Immediate steps should be taken to control air pollution./Those buses which emit dark smoke should be banned while industries should be punished for air pollution./Another dangerous problem is water pollution due to which thousands of people die every year./In some areas of Karachi people are so unfortunate that they do not get any potable water at all. There is no will to redress the grievances of thepeople./The government should build plants for purifying water so that people in Karachi can drink pure water, which is their basic right./Another problem that adds to the pollution of Karachi and is a source of all sorts of diseases and ailments is overflowing sewerage./The KWSB sits over this problem unmindful of its responsibility towards the taxpayers. Anybody listening?"
Sindh yet to tackle non-communicable diseases challenge," With the highest urban population than the rest of the country, Sindh faces severe challenges of non-communicable diseases, it emerged on Tuesday. A report prepared by the provincial health department said the demographic changes in Pakistan were most prominent in urban areas and the urbanisation rate had grown steadily from 17.8 per cent in 1951 to 37pc in 2010./""Sindh is particularly affected by demographic challenges as an estimated 48.7 per cent of its population is urban-based, which makes it the province with the highest urban population and resulting double challenges in shape of spread of diseases,"" said the report./It said Pakistan was in the early stages of the demographic transition with rapid increases seen in the proportion of economically productive age group comprising young adults and middle-aged population; and their accompanying health problems. The proportion of the population in the 15-64-year age group has increased from 43pc in 1998 to 61pc in 2010 with estimates of reaching 67pc in 2030./The non-communicable diseases (NCDs) burden has overtaken maternal, newborn and child health and communicable disease burden in Pakistan and is on the rise in Sindh./The NCDs currently account for 59pc of diseases in Pakistan, while the proportion for Sindh is expected to be even higher as it has the largest concentration of urban population among all the provinces./The only population-based survey on the NCDs was conducted in the mid-1990s showing unexpectedly high levels of the NCDs and the incidence had risen since then, said the report. However, since then there is no reporting by the health management information system showing lack of efforts to provide new population-based estimates./The report said the NCDs had worrisome implications as they affected the economically productive rather than the elderly aged group, and the high treatment cost of advanced disease was likely to be crippling given the scarcity of resources, underscoring early prevention and control./The number of patients in urban areas is higher in Sindh than in the other provinces since the urban areas are more heavily populated here than the rest of the country. The most prevalent condition is said to be the ischaemic heart disease, followed by mental health disorders and trauma, while chronic obstructive lung diseases and various forms of cancers make up the remaining percentage. The analysis also reveals that non-communicable diseases mostly affect the urban poor./It said Karachi had one of the highest global rates of particulate air pollution and breast cancer. Despite high prevalence levels, it added, most patients were unaware of the onset of diseases which were also inappropriately controlled./It said cerebro-vascular diseases (CVDs) accounted for 12.5pc of the NCDs. It is estimated that one in three adults over 45 years is hypertensive across Pakistan while data from urban Sindh showed a prevalence of 40pc in adults over 40 years of age and alarmingly higher levels in illiterate population./About 70pc people with hypertension across Pakistan 'are unaware of their condition, and less than 3pc have adequately controlled blood pressure."
Tree plantation demanded to fight pollution," President of 18 Villages Committee, Nashpa Malik Azizur Rehman Khattak on Saturday said poisonous gases emitted from oil and gas dehydration plants were causing the spread of skin and respiratory diseases in the area and therefore, massive tree plantation should be carried out as a corrective measure./Addressing a news conference here, Mr Khattak said under international laws, trees should be planted within 40 kilometers of the location of oil and gas dehydration plants to decrease the impact of gases generated by them./He said other steps should also be taken to protect environment and wildlife in the area./Mr Khattak said water ponds should be built in Nashpa, where operations of oil and gas companies had disturbed the wildlife./He warned that the local residents would agitate if the companies didn't take measures to control air pollution./COMPENSATION DEMANDED: The labour union leaders on Saturday demanded payment of compensation to the families of labourers, who died in salt mines of Karak district./They threatened to stage sit-in outside the offices of the Kohat labour commissioner after a week over non-payment of compensation./Coal and Salt Mines Labour Union, Karak president Naveed Khattak, general secretary Taj Mohammad and senior vice president Dunya Gul told reporters here that salt mine labourer Gul Daraz Khan, a resident of Lakh Kani in the district, died and his colleague, Mir Afzal, seriously injured when the mine caved in a few months ago but no compensation had been paid to the injured and the family of the deceased./They said the collapse of mines had also been reported in Bahaderkhel and Narri Panos areas./The speakers complained that most mine owners didn't provide labourers with safety gears in violation of the law./They said their repeated requests to the Workers Welfare Board, Khyber Pakhtunkhwa for payment of compensation to injured or dead labourers had fallen on deaf ears./The speakers demanded that labourers be provided with all required facilities inside mines and properly compensated in case of mishap."
Rickshaws: environmental terrorism," THIS is with reference to the letter 'Environmental bombshell' (Sept 10) by Cdre (r) Sajjad Ali Shah Bokhari. Nowadays, there is a strong voice against smoking and the effects it entails on the smoker and the people around him. It has created awareness in the public regarding the negative effects of smoking and in return is going to prove good for the coming generations./But there is another environmental 'terrorism' which needs to be talked about even more strongly so that the authorities concerned may take notice. It is smoke emitted by rickshaws and burning of the waste in residential areas./Policymakers and law-enforcers just need a motorbike ride in any urban area to get the idea of agony every citizen bears on a daily basis. Smoke from rickshaws causes cancer, allergies and inflammation in the respiratory tract. The same is true for the smoke from waste burning which is a habit of our sanitary workers./What prevents the district and tehsil management from stopping these crimes is beyond my comprehension when we have Pakistan Environmental Protection Act, 1997, Motor Vehicles Ordinance, 1965, and Motor Vehicles Rules, 1969./No smoke-emitting vehicle can enter the cantonment area of Lahore, which is also a part of Pakistan. If this can happen in that specific area, where more than 90 per cent of residents have airconditioned vehicles, which saves them from smoke and air pollution, why is it not happening in other localities?/The assistant commissioners of all tehsils should be entrusted with the duty to eradicate this menace immediately. No further delay regarding it is acceptable, as it is a matter of public health and lives."
Power park: an ill-conceived project," THE severity of Karachi's environmental problems, chief amongst them air pollution, are well known. If the government goes ahead with the proposal of establishing the Pakistan Power Park Company (PPPC) in Gadani, Balochistan, the health hazards faced by millions are certain to intensify./On Aug 19, a week before announcing his plans for the PPPC, Prime Minister Nawaz Sharif criticised the earlier government for starting construction on the Neelum-Jhelum power project without having laid down power lines to connect it to the national electricity grid. But his own government's plan betrays similar irrationality./The PPPC would generate 6,600 megawatts of electricity through 10 coal-powered plants using imported coal. Gadani is a bustling commercial town barely 20km west of Karachi. Already located there is the Hubco Power Plant, generating 1,200MW of electricity and sending up massive plumes of smoke and emissions. Nearly all through the year, the wind blows directly from Gadani towards Karachi./While the proposal has been made public, neither the government nor Wapda have initiated the environment impact assessment (which would also be required before approaching multilateral donors for financing a project tagged at an initial cost of $14 billion). On the ground, however, eviction notices under the colonial-era Land Acquisition Act, 1894, have gone out to the villages of Mauza Janobi Mawoli and Mauza Kund to make room for the PPPC./According to Dr Moazzam Ali, director of the Institute of Environmental Studies at Karachi University, ""coal-fired power plants generate massive quantities of greenhouse gases, toxic airborne particulate matter and tons of residual ash./Globally, these plants are considered amongst the worst environmental polluters./""A typical 660MW coal-fired plant draws up to three billion gallons of water annually for its cooling systems, adversely affecting marine ecology. Global dependence on coal-fired power plants is, therefore, steadily going down, except in China.""/Dr Shahid Naseem, PhD, a geogenic disease expert, observes that the emissions by the PPPC could easily set new records for greenhouse gasses and airborne particulate matter, adding acidic and toxic pollutants such as sulphur dioxide, nitrogen oxide, arsenic, boron, lead, selenium, mercury, chromium, etc, into the environment./Just 1pc emission of sulphur by the PPPC would mean the annual addition of over 312,206 tons of sulphur in Gadani, Hub and Karachi's micro-climates. Once these pollutants start to dissolve in the waters of Hub Dam, Haleji and elsewhere, the fallout in terms of health and habitat can be estimated. Existing sulphur and other particulate emissions from Hubco, together with those from the Byco Oil Refinery, mean that the maximum permissible threshold has already been breached in the Gadani area.Several other questions need to be answered too./One of these is financing. Leading global sources of capital have announced a major shift away from financing coal-fired power plants./Since South Africa in 2010, the World Bank has not committed to fund a single coal-fired power plant, and even the South African venture was opposed by several countries on the grounds of environmental concerns./Eminent physicist and environmentalist Dr A.H. Nayyar grudgingly accepts that ""coal continues to be an attractive fossil fuel because of the much more rapidly increasing prices of furnace oil, diesel, etc. But it should only be allowed under the strict condition of using clean-coal technologies. Clean-coal technologies obviously increase the cost of energy production, which cannot be helpful in attracting investors.""/Then, sustainable industrial growth demands powerful regulatory mechanisms - a capacity that Pakistan has yet to demonstrate. Many experts fear that in absence of a tough and informed regulatory body, old and inefficient plants (commonly known as grandfather plants) that are being decommissioned all over the world could start popping up at the PPPC. The 2009 gift of a 320MW thermal power plant, built by General Electric and originally installed in 1973-74, would be a good example. After 35 years of service in the UAE it became obsolete and is currently collecting dust at Karachi port./Another challenge to the establishment of the PPPC is posed by the imported coal that is to be used. Experts at the National Institute of Oceanography concede that detailed oceanography studies specific to the project are yet to be carried out. Yet they suggest that extremely long jetties and coal-conveying systems would be required to achieve considerable depths for incoming Panamax and Capesize class cargo ships - a prerequisite for the daily import of 85,000 tons (31 million tons annually) of coal needed./To accommodate such ships, the government would have to construct breakwaters to protect jetties, and coal-conveying systems./The prime minister was briefed that Gadani could be suitable location because it was already connected to the national power grid at Jamshoro. But, crucially, the current transmission system has no surplus capacity; an additional system will be required./The bottom line: Gadani is not the rational choice for the power park, and the proposal should be revisited."
Of black carbon and brown clouds," A conference highlighting ""Italian science and cooperation at the shadow of K-2"", took place in Islamabad this September. Organised by the Italian supported Ev-K2-CNR and SEED (Social Economic Environment Development) Project, it focused on ""Karakoram resources and climate change: glacier, water and ecosystem"". The goal was to present the latest findings by Italian and Pakistani scientists (along with other European scientists working in the area) on the fragile state of the Karakoram mountains' ecosystem. Regarded as the water towers of the country, the Karakorams are climatically, geologically and ecologically sensitive and are significantly affected by climate change./What are the main threats to the Karakorams? Firstly you have black carbon (emitted from traditional cooking stoves and diesel engines) and ozone (which is the third most powerful greenhouse gas that makes up urban smog) concocting what is called Atmospheric Brown Clouds or ABCs. These are often visible as the brownish haze seen during dry seasons, especially in the winter months. ABCs end up affecting regional climate change, impacting the hydrological cycle and causing glacial melting in addition to their adverse effects on human health (from inhaling large amounts of air pollutants). According to scientist P. Christofanelli from the Institute of Atmospheric Sciences and Climate in Italy, who conducted studies in air pollution in the Karakorams recently, ""air pollution levels in the Karakorams are lower than in the plains, but transport along the valleys can have an impact on the environment (from black carbon emissions)""./The other main threat to the Karakorams is from the steady increase in global temperatures, and Ghulam Rasool from the Pakistan Meteorological Department noted that the warmest 18 years in recorded history have occurred in recent years. In the high mountains due to the increase in temperature the snow line is going higher. ""In the past they would get lots of snow in the lower altitudes between 2,000 and 3,000 metres, but not anymore ... there is also now a heat wave frequency over the Northern Areas."" In recent years, temperatures in Gilgit have touched 40 degrees Celsius and heat waves have persisted for almost five days. The snow cover has also shifted - instead of January there is more snow in February. ""There is now a sharp rise in February snow cover and there is not enough time to convert the snow into ice on the glaciers."" There has also been a shift in monsoon patterns - they are getting stronger and reaching higher altitudes./Climate change is also impacting the agricultural production of Gilgit-Baltistan where less than 25 per cent of the land is arable. There is also more land-sliding, soil erosion and flooding due to increased rains and lots of pest attacks due to warmer temperatures. Apples, pomegranates and grapes are susceptible to these pest attacks, according to researcher M. Hussain from the Karakoram International University in Gilgit./The high mountains of Pakistan are responsible for much of the water flows that go into the Indus River, Pakistan's lifeline; hence it is very important to know how climate change will affect these water flows. There are 11,413 glaciers located in the Upper Indus Basin, with the largest glacier around 1,000 sq km in size. For a few years now, the Karakorams were thought to have been stable, with the slight advancing of glaciers (attributed to increasing winter precipitation)./Scientist D. Bocchiola, from the Politecnico di Milano in Italy, installed hydrometric stations on the Shigar River (which feeds into the Indus) to study the discharge of water near the Karakoram glacier zone. By comparing flow levels and other information, he developed hydrological modeling. Using the Intergovernmental Panel on Climate Change (IPCC) prediction of a warming of five degrees Celsius by the end of the century (if carbon emissions are not cut significantly), he found that in the Shigar River there would be ""increasing discharge ... while the ice volume will decrease drastically. After the first 50 years there would be slight decrease but towards the end there would be consistent decrease in water in the river"". So there would be more water for a number of decades but also an increase in extreme events like floods./But need we worry if our glaciers are stable or even growing due to the ""Karakoram anomaly""? According to the German Professor Winiger who has worked on Pakistani glaciers for several years now, the answer is not that simplistic. ""You have to go down to the local level. Each glacier is an individual, each valley is different and we have to understand them""./Glaciologist C. Mayer from the Bavarian Academy of Sciences and Humanities in Germany who has been studying the large Karakoram glaciers for several years now, noted that the increase in glaciers in the Karakorams is mainly due to surging activities (redistribution from higher parts to lower parts). ""The glaciers in the Karakorams are more stable than in other areas, but the glacier changes are due to glacier dynamics. Do not look at area changes, you have to look at elevation changes"". He further clarified that ""the Baltoro glacier is only there because of the debris cover. The debris cover increases close to the snout, hence there is no ablation (melting) - you won't see a climate signal. Ablation occurs higher up where there is no debris cover and goes down to zero near the snout where there is debris cover. Most glaciers are debris covered in the Karakorams. One has to be careful when looking at the signals""./Mass balance measurements are needed to understand what is really happening to the glaciers of the Karakorams, but in his view, ""the future of large glaciers is still negative""."
"Outdoor air pollution causes cancer, says IARC"," The specialised cancer agency of World Health Organisation (WHO) has said that outdoor air pollution is a leading environmental cause of cancer deaths./According to the International Agency for Research on Cancer (IARC), there is sufficient evidence that exposure to outdoor air pollution causes lung cancer and increases the risk for bladder cancer./The IARC points out in a statement that air pollution is already known to increase risks for a wide range of diseases, such as respiratory and heart diseases. Studies indicate that in recent years exposure levels have increased significantly in some parts of the world, particularly in rapidly industrialising countries with large populations./The most recent data indicate that 223,000 deaths from lung cancer in 2010 were caused by air pollution./""The air we breathe has become polluted with a mixture of cancer-causing substances,"" said Kurt Straif, head of the IARC's monographs section. ""We now know that outdoor air pollution is not only a major risk to health in general, but also a leading environmental cause of cancer deaths.""/The IARC's Monographs Programme, dubbed the ""encyclopaedia of carcinogens,"" provides an authoritative source of scientific evidence on cancer-causing substances and exposures. In the past, the programme evaluated many individual chemicals and specific mixtures that occur in outdoor air pollution. These included diesel engine exhaust, solvents, metals, and dust. But this is the first time that experts have classified outdoor air pollution as a cause of cancer./""Our task was to evaluate the air everyone breathes rather than focus on specific air pollutants,"" said Dana Loomis, deputy head of the monographs section./""The results from the reviewed studies point in the same direction: the risk of developing lung cancer is significantly increased in people exposed to air pollution.""/The main sources of outdoor air pollution are transportation, stationary power generation, industrial and agricultural emissions, and residential heating and cooking. Some air pollutants have natural sources, as well./""Classifying outdoor air pollution as carcinogenic to humans is an important step,"" stressed IARC's Director Christopher Wild. ""There are effective ways to reduce air pollution and, given the scale of the exposure affecting people worldwide, this report should send a strong signal to the international community to take action without further delay."""
