headline,body
PM 2.5 pollution shortening lives by 3 years,"Ahmedabad: A new study has started ringing alarm bells for Gujarat cities. The uncontrolled exploitation of the air we breathe and lost green cover is reducing life expectancy in the state by between 2.9 and 3.2 years, the study 'Premature mortality in India due to PM2.5 and ozone exposure' has found. Gujarat today accounts for 4.8% of excess of premature mortalities caused by air pollution-especially particulate matter 2.5 micrometres in diameter (PM2.5) and ozone. /These particles are in high concentration along Gujarat's famed 200-km Golden Corridor, the chemical industry belt along the Western Expressway between Vapi and Ahmedabad, passing through Vadodara and Surat districts.PM2.5 from vehicular emissions, factory smoke and biomass burning as well as ozone concentration are the main concerns. The state is ranked eighth in excess deaths caused by Ischemic heart disease, cerebrovascular disease, chronic obstructive pulmonary disease, acute lower respiratory illness and even lung cancer because of PM 2.5 pollution, the study claims. This study was conducted by scientists Sachin Ghude, D M Chate, C Jena, G Beig and S Fadnavis, and Prakash Pithani from the Indian Institute of Tropical Meteorology, Pune, and R Kumar, M C Barth, G G Pfister from Atmospheric Chemistry Observations and Modelling Laboratory and National Center for Atmospheric Research, Boulder, Colorado. The research uses data compiled in the 2011 census to arrive at the figures of ""premature mortality"" due to exposure to PM 2.5 across the country. The study claims that ""Although the results are in line with other global estimates, such as the World Health Organization (WHO) and the Global Burden of Diseases (GBD), there's no physical way to tell who has actually been killed by air pollution.""The study adds ""The methods used in this study rely on statistical algorithms to construct estimates about a population's response to pollution exposure using previous concrete observations on pollution and public health./For Reprint Rights: timescontent.com"
Can HC order state to start odd-even rule?,"Mumbai: The Bombay high court on Friday wondered if the 'odd-even' system could be implemented in Mumbai. The court was hearing a clutch of petitions about worsening air pollution and its impact on emergency services due to traffic congestion in the city. ""In a city like Mumbai, is it possible to implement the odd-even system without putting in place necessary infrastructure?"" asked a division bench of Justices Vidyasagar Kanade and Mahesh Sonak. ""Can the high court order the state to implement the odd-even system?"" added the court./The lawyers for the petitioners insisted that the HC had powers to direct the state. Mumbai has a road network of around 2,000 km and as of 2015 there are over 25 lakh vehicles registered in the city. The petitioner said over 87% roads in the city are occupied by private vehicles, leaving only 13% for public transport./Bandra resident Shadaab Patel said in his PIL that traffic congestion, along with the use of diesel cars in the city, was contributing to air pollution. Another factor was lack of proper management of disposal of solid waste that is generated daily, resulting in open burning and accidental fires at civic dumping grounds, the PIL said. He referred to the fire at the Deonar dumping ground earlier in the year that led to haze and smoke in Mumbai for several days and the air quality index hovered around 250 and 300./Pedder Road resident Esha Kumar, in her application, sought orders to tackle traffic congestion in the city, that she insisted was hampering access to emergency services. She said, ""Travel speed during peak hours in the city is a crawling 10-15km per hour and many times it is almost impossible for motorists to make way for emergency services when their vehicles are struck in traffic jams.""/For Reprint Rights: timescontent.com"
"Now, air pollution linked to strokes","Air pollution has been identified for the first time as a major contributor for stroke leading to death and disability, mainly in developing and middle-income countries like India./A new study, published in Lancet Neurology, shows air pollution is the third largest cause for stroke accounting for almost 30% of the global stroke burden./Behavioral factors, such as smoking, poor diet and lack of physical activity, are the leading cause contributing to 74.2% of stroke, followed by metabolic disorders like cholesterol, high blood pressure and obesity./Experts say behavioral factors and metabolic disorders have been linked in the past as well. However, the study assumes significance because of its findings pointing at air pollution as a leading indicator for stroke./In India, more than 1.2 million people were estimated to suffer strokes every year, making it the leading cause of death and disability. Globally, about 15 million people suffer strokes every year, of which nearly 6 million die and 5 million are left disabled including loss of vision or speech, paralysis and confusion./The Lancet study is based on analysis of data from a swathe of other studies, reports and official statistics to create a mathematical model estimating stroke risk for 188 countries from 1990 to 2013. The analysis was conducted by a team of international researchers./""It is a landmark study pointing at pollution as an indicator for stroke for the first time. It is important also because there are no ideal treatment options for stroke and therefore, prevention is the best solution,"" says Dr C S Aggarwal, senior consultant, department of neurology, Ganga Ram Hospital./Findings of the study show 90.5% of the stroke burden was attributable to ""modifiable factors"" such as smoking, eating too much sugar and not exercising enough, as well as the associated health problems, such as diabetes and heart disease./Doctors say changing lifestyle and habits in developing countries is a major concern for increasing burden of non-communicable diseases./The study also listed air pollution as a ""modifiable factor"", indicating efforts by the government and people can make a difference./In lowand middle-income nations in Asia and Africa, almost a fifth of stroke burden was attributed to household air pollution, while a similar percentage was blamed on ambient air pollution in China and India./For Reprint Rights: timescontent.com"
"Dust, vehicle smoke responsible for bad air","Pune: Pollution levels in Delhi, Uttar Pradesh, West Bengal and Bihar may be among the worst, but Maharashtra is also among the states where the air quality is horrendous and responsible for people's deaths. Closer home in Pune, experts said dust, vehicular emissions and industrial emissions are mostly responsible for the poor air quality. Pune also features among Maharashtra's worst-polluted cities in a recent World Health Organization (WHO) report. The report on the air quality of urban areas compares various cities in the world. /It said Pune has 92 micrograms per cubic metre of PM10, which is almost 1.5 times higher than the national ambient air quality standard of 60 micrograms per cubic metre. Although Pune's air quality fares better, the dust on the roads and that produced by construction cannot be ignored. ""The dust particles or particulate matter 10 is high in the city and above the prescribed level,"" Pune Municipal Corporation's environment officer Mangesh Dighe said. According to Indian Institute of Tropical Meteorology (IITM) data, the air pollution has increased by 35.7% since 2010. ""Pune is in the top five cities when we talk of lung diseases in the country. Although awareness has increased on air pollution and its ill-effects, a lot more needs to be done,"" chest physician Nitin Abhyankar said.Shivajinagar, Hadapsar, Katraj, Lohegaon and Bhosari are polluted. Analysts say this may be due to heavy concentration of vehicles and industries in these areas. A study by the IITM in collaboration with National Centre for Atmospheric Research (NCAR), Colorado, said that Maharashtra records 10% of the country's deaths due to pollution. The state's most polluted cities, as per the WHO report, include Akola, Nagpur, Chandrapur, Jalgaon, Kolhapur Nashik, Amravati, Navi Mumbai, Mumbai and Pune. While PM10 is formed mostly of dust, PM2.5 particulate matter comes mostly from vehicular emissions. Experts have noticed that although the air quality of Pune is better than Delhi and Mumbai, it is mostly 'moderate', it did have 'poor' air quality on certain days. ""Pune city sees a lot of variation in the air quality. Colder temperatures lead to a rise in the air pollution as particulate matter hangs or remains suspended in the air. Hence, in the winter months, air pollution levels are recorded higher than the other months. Also, in the other months, during festivals like Diwali and New Year, the levels rise again and go into the moderate or poor category,"" a researcher with the System of Air Quality Forecasting and Research (SAFAR) project said. In May and June, pollution levels are relatively lower than the other months. In Pune, the average concentration of PM2.5 in May this year was recorded as 38.02 and in Mumbai as 48.49 micrograms per cubic metre.A senior scientist explained that permissible level of PM2.5 is 60 micrograms per cubic meter (ug/m3). Levels above that limit is a cause for concern, even if it lies in 'moderate' or 'poor' quality levels. High PM2.5 concentrations cause respiratory diseases like asthma and bronchitis. These particles can also penetrate deep into the lungs and blood stream. Experts and doctors have expressed concern about the rising fine particulate matter. Sundeep Salvi, director of the Pune-based Chest Research Foundation, reiterates that regular exposure to such pollutants causes ischemic heart diseases. The IITM report said there were around 2.5 lakh premature mortalities in 2011 due to exposure to PM2.5 and O3./For Reprint Rights: timescontent.com"
"Indoor pollution levels in city alarming, finds study","Gurgaon: A study conducted by a private hospital and an NGO has painted an alarming picture of the quality of air we breathe indoors in Gurgaon. According to it, of the 100 offices and houses surveyed, 76% were found to have unhealthy indoor air quality with PM2.5 concentration over 250 microns per cubic metre (\xB5m\xB3). The study also found 31% of the population - who spend time indoors at offices and homes - had one or the other air-borne diseases, while 47% have symptoms of respiratory diseases.According to doctors involved in the study, manufacturing offices in Udyog Vihar were the most polluted, with PM2.5 levels of over 300\xB5m\xB3. IT offices were comparatively less polluted, with PM2.5 level of about 200\xB5m\xB3.Houses in the old city are more unhealthy, with PM2.5 level between 250\xB5m\xB3 and 300\xB5m\xB3. Even houses in Sushant Lok and DLF townships have PM2.5 level over 200\xB5m\xB3. At PM2.5 level of 100\xB5m\xB3, houses with the cleanest air were found in Sector 50 and 51. As per WHO standards, PM2.5 level should not exceed 60\xB5m\xB3. Concentration of PM 2.5 below 60\xB5m\xB3 is considered good, 60-100\xB5m\xB3 satisfactory, 101-250\xB5m\xB3 polluted, 251-300\xB5m\xB3 unhealthy, and above 300\xB5m\xB3 hazardous.""With people spending most of their time indoors, indoor pollution is becoming a major cause of respiratory diseases in Gurgaon residents. /We found 32% people in places with 'unhealthy' indoor air had symptoms of respiratory diseases. The figure was 59% for people in 'hazardous' places,"" said Dr Himanshu Garg, senior pulmonologist, Artemis Hospital, one of the survey partners.He added studies by Indian Council of Medical Research (ICMR), International Agency for Research on Cancer and WHO show indoor air quality is more dangerous than outdoor air pollution. ""Since we spend more time indoors, the risk is more. Women and children are most vulnerable,"" said Dr Garg.Doctors held bad ventilation, lack of maintenance of ACs, construction work and use of chemicals, incense sticks, etc. responsible for the menace. ""In Gurgaon, the situation is worse because of construction work. Houses and offices close to construction sites have high indoor pollution,"" said Dr Pratibha, another pulmonologist.As remedy, experts said people should monitor air quality and keep indoor plants. ""People should regularly monitor air quality at home, ensure there are 2-3 airways in each room, and check air flow of ACs. Indoor plants, such as ferns, palms, peace lilies, golden pothos, snake plant and bamboo bring down indoor air pollution,"" said Surekha Singh, a city-based architect.Vijay Kannan of survey partner NGO Clean Air India Movement, said, ""The idea was to engage, educate and encourage people to adopt air friendly measures in the interest of their own health, and take measures to bring down indoor air pollution.""The study was conducted in 90 houses and 10 offices with over 150 employees each. Spirometry and symptom scoring was used for individuals, along with pollution level checks at each location./For Reprint Rights: timescontent.com"
Plastic shredding unit closed down,"Kochi: Thrikkakara municipality has shut down its sole plastic shredding unit after residents raised concerns of air pollution in the locality. According to residents, toxic smoke spreads over the area when plastic is processed in the plant. /This creates physical uneasiness, including suffocation and cough.The unit was installed at a cost of Rs 6 lakh. Due to shut down, plastic collection in the locality has been stopped partially.The plant began its operation in 2012. In the unit, large quantity of plastic will be burned and condensed into a single piece. This recycled product will be later shredded and used as raw material in construction of roads.During initial days, the quantity of plastic processed here was comparatively less. Later, two to three tonnes of plastic were recycled here.""The unit used to function everyday from 10pm to 4am,"" said C A Nishad, health standing committee member of Thrikkakkara municipality.""It was functioning in an unscientific manner. The smoke that erupts from the plant was highly poisonous as they did not install pollution control mechanism. The municipality could not install smoke stack scrubbers to reduce pollution,'' said M S Anilkumar, president of Thrikkakara residents' association apex council (TRAAC).He said smoke that erupts from the plant was capable of creating respiratory problems, including suffocation.""Pollution has already created a real mess in our livelihood,"" he said.However, after the unit had stopped functioning, the local body authorities said that they have entrusted a team to collect plastic wastes without undergoing any treatment.""The unit will remain closed until a consensus is made with the residents,"" said Anilkumar./For Reprint Rights: timescontent.com"
Odd-even is headed Bengaluru's way,"Dust and pollution are the bane of Bengalurean commuters and pedestrians. Now, in an attempt to crack down on the fog of smog enveloping the city, a weeklong drive to test emission levels was launched on Thursday. On the first day, more than 70 per cent of cargo vehicles failed the pollution test and were heavily penalised. /As a precursor to the government's final decision on banning pollution-emitting vehicles and implement Delhi's 'odd-even' formula, the state government appointed a coordination committee comprising various agencies: Karnataka State Pollution Control Board, Central Pollution Control Board, Transport department, BBMP, BMTC and the police department. The drive has been launched at entry points into the city. A five-hour-long initiative along the busy Mysuru Road revealed that several vehicles were flouting the Bharat stage IV emission norms. The agencies will hold similar drives on Tumakuru Road, Airport Road and other major roads that connect the city with neighbouring districts, this week. According to KSPCB, all vehicle-owners have been informed about the checks and in the days to come, surprise checks will be made to catch polluting vehicles. Giving details of the first day of the drive, Lakshman, chairman, KSPCB, told Bangalore Mirror that most violations were reported by cargo vehicles that enter the city from neighbouring districts like Ramanagara, Mandya and Mysuru. ""A total of 92 vehicles were checked for emission norms. Of the 71 petrol vehicles, only four failed the test. Of the 21 diesel vehicles checked, 15 failed the emission test. All of them were cargo vehicles like luggage auto-rickshaws, tempos and mini-trucks and belonged to other districts. We have not spared even those holding valid emission certificates and measured emissions using our certified equipment,"" he said. Transport authorities have penalised owners of polluting vehicles with a Rs 2,000 fine for first offence. Interestingly, BMTC buses, which are believed to emit huge amounts of toxic gases, had a 90 per cent pass rate. ""Almost all BMTC buses cleared the test with their emissions well under control,"" Lakshman explained. Starting from Monday, ""we have decided to include government cars that are used by bureaucrats and VIPs and they will also be checked for pollution from Monday,"" Lakshman said. Sources in the Transport department said that the government had no details about the nature of vehicles that cause the maximum pollution and have assigned the joint coordination committee to conduct a study and submit a detailed report. ""The study will help us find out the extent of the emission from various categories of vehicles. Currently, it is cargo vehicles that are emitting more smoke and we will wait a few days for the results to come in from other parts of the city too. After consolidating the report, we will submit a report to the government and recommend action,"" Lakshman said. The last scientific study on the city's air quality was done back in 2009. ""There have been various sources that add to air pollution, ranging from dust to vehicular emission. In fact, vehicular emission contributes 40 to 45 per cent of the city's air pollution followed by Suspended Particulate Matter (SPM) that largely comes from road-side dust. Today, with the drive, we will be able to clearly figure out what categories of vehicles are causing the most damage to Bengaluru's air,"" Lakshman said./For Reprint Rights: timescontent.com"
Nearly 1.59 million premature deaths per year in India linked to air pollution: IEA,"New Delhi: An estimated 6.5 million premature deaths in the world are linked to air pollution every year with more than half of them being reported from China and India together. India alone contributes 1.59 million deaths to this dubious figure. The global number will increase significantly, touching 7.5 million in 2040, unless the energy sector that emits majority of air pollutants takes greater action to curb emission, says the International Energy Agency (IEA) in its special report, released on Monday.The report, highlighting links between energy, air pollution and health, says no country is immune as a staggering 80% of cities that monitor pollution levels fail to meet the air quality standards set by the World Health Organisation (WHO). Though it notes that the number of deaths due to household air pollution (use of biomass for cooking and kerosene for lighting) at present is more than the deaths due to outdoor air pollution, the trend will reverse in 2040 as more and more people would be able to access the relatively cleaner cooking gas and electricity by then.In a chapter on India - a home to 11 of the world's 20 most polluted cities, the report highlights the recent measures taken by the country to curb its emission, particularly in power sector. /But, it notes, these achievements are more often offset by strong growth in emissions from industry and transportation sector, emphasising that the air quality will remain an important policy concerns even in 2040.The IEA, an autonomous organisation, works to ensure reliable, affordable and clean energy to its 29 member countries. It was set up in 1974 to help these rich nations coordinate a collective response to major disruptions in the supply of oil.Noting that the air pollution is the fourth largest human health risk after high blood pressure, poor diets and smoking, the IEA's World Energy Outlook (WEO) special report says the energy production and use - mostly from unregulated, poorly regulated or inefficient fuel combustion - are the most important man-made sources of key air pollutant emission - 85% of particulate matter and almost all of the sulfur oxides and nitrogen oxides.""Clean air is a basic human right that most of the world's population lacks"", said IEA executive director Fatih Birol, noting that the proven energy policies and technologies can deliver major cuts in air pollution around the world and bring health benefits, provide broader access to energy and improve sustainability.Referring to India's Capital, the report says that the the two coal-fired power plants (Badarpur and Rajghat) are the main sources of PM2.5 emissions in Delhi. ""Without action to tackle these emissions, among others, PM emissions in Delhi are expected to increase by 25% over the next 15 years under current legislation. Emissions could fall by 35% over the next 15 years, if effective measures to reduce emissions from the power sector and traditional open cooking were taken and proved successful,"" it says.Pollution deaths in India:Present (2015 figures): Total premature deaths due to air pollution - 1.59 millionDue to household air pollution - 1 millionDue to outdoor air pollution - 590000Projection (2040):Total premature deaths due to air pollution - 1.7 millionDue to household air pollution - 800000Due to outdoor air pollution - 900000/For Reprint Rights: timescontent.com"
Timely action could bring PM emissions down 35%,"NEW DELHI: The International Energy Agency (IEA) has said that Delhi's particle pollution could fall by 35% over the next 15 years if it manages to reduce emissions from the power sector, vehicles and biomass burning, including cooking with solid fuels in slums./IEA's World Energy Outlook 2016 report, which was released on Monday, has referred to an ongoing study commissioned by the ministry of environment to the National Environment Engineering Research Institute (NEERI) and the International Institute for Applied Systems Analysis (IIASA)./If these actions are not taken, Delhi's PM emissions will increase by 25% by 2030. ""Traditional use of biomass for cooking and two coal-fired plants (Badarpur and Rajghat) are the two main sources of PM 2.5 emissions in Delhi,"" the report states. Rajghat is likely to be shut down soon./The Delhi government plans to convert it to a waste-to-energy plant. Scientists at NEERI who are working on the city's pollution problem said modelling studies were being done at IIASA to observe how various scenarios would impact Delhi's air quality between 2020 and 2030. The study will be published in about four months and could provide a road map for air pollution action in the capital, the scientists said./""PM levels will come down if the government introduces BS VI norm by 2020. The power plants should convert to gas in the next couple of years and biomass burning for cooking or otherwise should stop to achieve a 35% improvement in PM levels by 2030,"" a NEERI scientist said. ""Solid fuels are still being used for cooking in the slums. People should convert to LPG. The final road map will be available once our report is ready.""/This is the first time that Paris-based IEA, an autonomous organisation which works to ensure reliable, affordable and clean energy for its 29 member countries and beyond, has released a World Energy Outlook report on air pollution. It has flagged that around 6.5 million deaths globally are attributed to poor air quality making it the world's fourth largest threat to health after high blood pressure, dietary risks and smoking./The report has some interesting observations on how India and China are tackling air pollution. It states that while emission levels have started to decline in China, there is ""modest growth"" in India. ""In China, a strong policy focus on air quality bears fruit and the recent dip in pollutant emissions becomes a long-term trend: emissions of particulate matter are 40% lower by 2040 as energy consumption growth slows, the energy mix diversifies away from coal and strict pollution controls are enforced.../""In India, the pollution outlook worsens to 2040 as energy demand rises by 150% although tighter standards in the power and transport sectors, the replacement of traditional cooking fuels with LPG and ambitious targets for wind and solar, all help to limit the growth in pollutant emissions to around 10%,"" the report says./For Reprint Rights: timescontent.com"
?1.6 million premature deaths in India linked to air pollution,"An estimated 6.5 million pre mature deaths in the world are linked to air pollution every year with more than half of them being reported from China and India together. India alone contributes 1.59 million deaths to this dismal statistic./The global number will increase significantly, touching 7.5 million in 2040, unless the energy sector that emits majority of air pollutants takes greater action to curb emission, says the International Energy Agency (IEA) in its special report, released on Monday./Referring to Delhi, the report says that the traditional use of biomass for cooking and two coal-fired power plants (Badarpur and Rajghat) are the main sources of PM2.5 emissions in Delhi./Noting that the air pollution is the fourth largest human health risk after high blood pressure, poor diets and smoking, the IEA's World Energy Outlook (WEO) special report says the energy production and use mostly from unregulated, poorly regulated or inefficient fuel combustion are the most important man-made sources of key air pol lutant emission 85% of particulate matter and almost all of the sulfur oxides and nitrogen oxides. The report, highlighting links between energy , air pollution and health, says no country is immune as a staggering 80% of cities that monitor pollution levels fail to meet the air quality standards set by the WHO./In a chapter on India -home to 11o of the world's 20 most polluted cities, the report highlights the recent measures taken by the country to curb its emission, particularly in power sector. ""But these achievements are more often offset by strong growth in emissions from industry and transportation sector"", the report says./Though it notes that the number of deaths due to household air pollution (use of biomass for cooking and kerosene for lighting) at present is more than the deaths due to outdoor air pollution, the trend will reverse in 2040 as more and more people would be able to access the relatively cleaner cooking gas and electricity by then./The IEA, an autonomous organisation, works to ensure reliable, affordable and clean energy to its 29 member countries. It was set up in 1974 to help these rich nations coordinate a collective response to major disruptions in the supply of oil./""Clean air is a basic human right that most of the world's population lacks"", said IEA executive director Fatih Birol, noting that the proven energy policies and technologies can deliver major cuts in air pollution around the world and bring health benefits, provide broader access to energy and improve sustainability ./For Reprint Rights: timescontent.com"
